TIF ID#,CNTYNAME,CNTY#,TIFNAME,PROJDATE,CITYNAME,SCHOOL DISTRICT,Base School,Unified/LC,CLASS,LOCATION,DESCRIPTION,Tax Year,base value,excess value,base value,excess value,base value,excess value,base value,excess value,Description,Base Value,Excess Value,Tax Rate,Excess Taxes,Base Taxes
17-4080,CHEYENNE,17,TIF CABELA'S CORP. CAMPUS EXP.,01/01/2015,SIDNEY,SIDNEY 1,17-0001,,3,"A portion of Lot 1 Blk 1, Cabela's Campus Subdivision, Part of N 1/2 Section 8 T13N R49W","Rezoning and installation of infrastructure including utilities, grading, and paved roads within the tract. The project also includes the development of corporate office buildings and related parking.",2021,0,0,432929,8089884,0,0,0,0,,432929,8089884,2.445379,197828.32,10586.75
17-4080,CHEYENNE,17,TIF CABELA'S CORP. CAMPUS EXP.,01/01/2015,SIDNEY,SIDNEY 1,17-0001,,3,"A portion of Lot 1 Blk 1, Cabela's Campus Subdivision, Part of N 1/2 Section 8 T13N R49W","Rezoning and installation of infrastructure including utilities, grading, and paved roads within the tract. The project also includes the development of corporate office buildings and related parking.",2022,0,0,432929,7617579,0,0,0,0,,432929,7617579,2.424327,184675.02,10495.61
19-8615,COLFAX,19,TIF SCHUYLER HOTEL GROUP,01/01/2014,SCHUYLER,SCHUYLER CENTRAL HIGH 123,19-0123,,3,"Lot 2 Schuyler Commercial Subdivision Replat One, Schuyler",TIF funds used for site acquisition and infrastructure for hotel.,2014,0,0,15000,104635,0,0,0,0,,15000,104635,2.086223,2182.92,312.93
19-8615,COLFAX,19,TIF SCHUYLER HOTEL GROUP,01/01/2014,SCHUYLER,SCHUYLER CENTRAL HIGH 123,19-0123,,3,"Lot 2 Schuyler Commercial Subdivision Replat One, Schuyler",TIF funds used for site acquisition and infrastructure for hotel.,2015,0,0,15000,1208460,0,0,0,0,,15000,1208460,1.980049,23928.1,297.01
19-8615,COLFAX,19,TIF SCHUYLER HOTEL GROUP,01/01/2014,SCHUYLER,SCHUYLER CENTRAL HIGH 123,19-0123,,3,"Lot 2 Schuyler Commercial Subdivision Replat One, Schuyler",TIF funds used for site acquisition and infrastructure for hotel.,2016,0,0,15000,1204470,0,0,0,0,,15000,1204470,1.899768,22882.14,284.97
19-8615,COLFAX,19,TIF SCHUYLER HOTEL GROUP,01/01/2014,SCHUYLER,SCHUYLER CENTRAL HIGH 123,19-0123,,3,"Lot 2 Schuyler Commercial Subdivision Replat One, Schuyler",TIF funds used for site acquisition and infrastructure for hotel.,2017,0,0,15000,1204470,0,0,0,0,,15000,1204470,1.962469,23637.36,294.37
19-8615,COLFAX,19,TIF SCHUYLER HOTEL GROUP,01/01/2014,SCHUYLER,SCHUYLER CENTRAL HIGH 123,19-0123,,3,"Lot 2 Schuyler Commercial Subdivision Replat One, Schuyler",TIF funds used for site acquisition and infrastructure for hotel.,2018,0,0,15000,1263735,0,0,0,0,,15000,1263735,1.941818,24539.44,291.27
19-8615,COLFAX,19,TIF SCHUYLER HOTEL GROUP,01/01/2014,SCHUYLER,SCHUYLER CENTRAL HIGH 123,19-0123,,3,"Lot 2 Schuyler Commercial Subdivision Replat One, Schuyler",TIF funds used for site acquisition and infrastructure for hotel.,2019,0,0,15000,1263735,0,0,0,0,,15000,1263735,1.959102,24757.86,293.87
19-8615,COLFAX,19,TIF SCHUYLER HOTEL GROUP,01/01/2014,SCHUYLER,SCHUYLER CENTRAL HIGH 123,19-0123,,3,"Lot 2 Schuyler Commercial Subdivision Replat One, Schuyler",TIF funds used for site acquisition and infrastructure for hotel.,2020,0,0,15000,1323185,0,0,0,0,,15000,1323185,1.985603,26273.2,297.84
19-8615,COLFAX,19,TIF SCHUYLER HOTEL GROUP,01/01/2014,SCHUYLER,SCHUYLER CENTRAL HIGH 123,19-0123,,3,"Lot 2 Schuyler Commercial Subdivision Replat One, Schuyler",TIF funds used for site acquisition and infrastructure for hotel.,2021,0,0,15000,1323185,0,0,0,0,,15000,1323185,1.967671,26035.94,295.15
19-8615,COLFAX,19,TIF SCHUYLER HOTEL GROUP,01/01/2014,SCHUYLER,SCHUYLER CENTRAL HIGH 123,19-0123,,3,"Lot 2 Schuyler Commercial Subdivision Replat One, Schuyler",TIF funds used for site acquisition and infrastructure for hotel.,2022,0,0,15000,1323185,0,0,0,0,,15000,1323185,1.885898,24953.92,282.88
19-8616,COLFAX,19,TIF LOVE'S TRAVEL SHOP (DIVISION BEGAN IN 2021),01/01/2020,SCHUYLER,SCHUYLER CENTRAL HIGH 123,19-0123,,3,"Lot 1 Schuyler Industrial Park Addition, Replat 1, a Replat of Schuyler Industrial Park Addition to the City of Schuyler; PID 120672.00","TIF funds used for site acquisition, survey and title fees, site preparation, utility extension and legal fees necessary in the construction of a commercial travel center.",2021,0,0,124715,2809500,0,0,0,0,,124715,2809500,1.967671,55281.72,2453.98
19-8616,COLFAX,19,TIF LOVE'S TRAVEL SHOP (DIVISION BEGAN IN 2021),01/01/2020,SCHUYLER,SCHUYLER CENTRAL HIGH 123,19-0123,,3,"Lot 1 Schuyler Industrial Park Addition, Replat 1, a Replat of Schuyler Industrial Park Addition to the City of Schuyler; PID 120672.00","TIF funds used for site acquisition, survey and title fees, site preparation, utility extension and legal fees necessary in the construction of a commercial travel center.",2022,0,0,124715,2809500,0,0,0,0,,124715,2809500,1.885898,52984.3,2352
20-0306,CUMING,20,TIF MILL STREET & 13TH STREET,01/01/2017,WEST POINT,WEST POINT 1,20-0001,,3,"Tract of land located in Lot 4 and in Tract #1 in Johnson Industrial Tract, a part of West Point Industrial Tract North, an additiion to West Point City.",Installation of paving on 2 streets to support expansion of grain elevator,2017,0,0,0,0,5975,1010260,0,0,,5975,1010260,1.490723,15060.18,89.07
20-0306,CUMING,20,TIF MILL STREET & 13TH STREET,01/01/2017,WEST POINT,WEST POINT 1,20-0001,,3,"Tract of land located in Lot 4 and in Tract #1 in Johnson Industrial Tract, a part of West Point Industrial Tract North, an additiion to West Point City.",Installation of paving on 2 streets to support expansion of grain elevator,2018,0,0,0,0,5975,1010260,0,0,,5975,1010260,1.458867,14738.36,87.17
20-0306,CUMING,20,TIF MILL STREET & 13TH STREET,01/01/2017,WEST POINT,WEST POINT 1,20-0001,,3,"Tract of land located in Lot 4 and in Tract #1 in Johnson Industrial Tract, a part of West Point Industrial Tract North, an additiion to West Point City.",Installation of paving on 2 streets to support expansion of grain elevator,2019,0,0,0,0,5975,1010260,0,0,,5975,1010260,1.470536,14856.24,87.86
20-0306,CUMING,20,TIF MILL STREET & 13TH STREET,01/01/2017,WEST POINT,WEST POINT 1,20-0001,,3,"Tract of land located in Lot 4 and in Tract #1 in Johnson Industrial Tract, a part of West Point Industrial Tract North, an additiion to West Point City.",Installation of paving on 2 streets to support expansion of grain elevator,2020,0,0,0,0,5975,1141160,0,0,,5975,1141160,1.437784,16407.42,85.91
20-0306,CUMING,20,TIF MILL STREET & 13TH STREET,01/01/2017,WEST POINT,WEST POINT 1,20-0001,,3,"Tract of land located in Lot 4 and in Tract #1 in Johnson Industrial Tract, a part of West Point Industrial Tract North, an additiion to West Point City.",Installation of paving on 2 streets to support expansion of grain elevator,2021,0,0,0,0,5975,1141160,0,0,,5975,1141160,1.439747,16429.82,86.02
20-0306,CUMING,20,TIF MILL STREET & 13TH STREET,01/01/2017,WEST POINT,WEST POINT 1,20-0001,,3,"Tract of land located in Lot 4 and in Tract #1 in Johnson Industrial Tract, a part of West Point Industrial Tract North, an additiion to West Point City.",Installation of paving on 2 streets to support expansion of grain elevator,2022,0,0,0,0,5975,1335500,0,0,,5975,1335500,1.371626,18318.08,81.95
21-9903,CUSTER,21,TIF CHAPIN'S FURNITURE,01/01/2008,BROKEN BOW,BROKEN BOW 25,21-0025,,3,"The West 18'8"" of Lot 8 and Lots 9-10, Block 4, J.P. Gandy's Addition","TIF funds used for complete rebuild of Furniture store and all pulbic ways, utilities and infrastructure. City did not respond to letter requesting the project plan. Data from Notice to Divide Tax.",2008,0,0,77775,83903,0,0,0,0,,77775,83903,2.286945,1918.82,1778.67
21-9903,CUSTER,21,TIF CHAPIN'S FURNITURE,01/01/2008,BROKEN BOW,BROKEN BOW 25,21-0025,,3,"The West 18'8"" of Lot 8 and Lots 9-10, Block 4, J.P. Gandy's Addition","TIF funds used for complete rebuild of Furniture store and all pulbic ways, utilities and infrastructure. City did not respond to letter requesting the project plan. Data from Notice to Divide Tax.",2009,0,0,77775,130793,0,0,0,0,,77775,130793,2.256651,2951.54,1755.11
21-9903,CUSTER,21,TIF CHAPIN'S FURNITURE,01/01/2008,BROKEN BOW,BROKEN BOW 25,21-0025,,3,"The West 18'8"" of Lot 8 and Lots 9-10, Block 4, J.P. Gandy's Addition","TIF funds used for complete rebuild of Furniture store and all pulbic ways, utilities and infrastructure. City did not respond to letter requesting the project plan. Data from Notice to Divide Tax.",2010,0,0,77775,130747,0,0,0,0,,77775,130747,2.217374,2899.14,1724.56
21-9903,CUSTER,21,TIF CHAPIN'S FURNITURE,01/01/2008,BROKEN BOW,BROKEN BOW 25,21-0025,,3,"The West 18'8"" of Lot 8 and Lots 9-10, Block 4, J.P. Gandy's Addition","TIF funds used for complete rebuild of Furniture store and all pulbic ways, utilities and infrastructure. City did not respond to letter requesting the project plan. Data from Notice to Divide Tax.",2011,0,0,77775,130747,0,0,0,0,,77775,130747,2.436282,3185.36,1894.82
21-9903,CUSTER,21,TIF CHAPIN'S FURNITURE,01/01/2008,BROKEN BOW,BROKEN BOW 25,21-0025,,3,"The West 18'8"" of Lot 8 and Lots 9-10, Block 4, J.P. Gandy's Addition","TIF funds used for complete rebuild of Furniture store and all pulbic ways, utilities and infrastructure. City did not respond to letter requesting the project plan. Data from Notice to Divide Tax.",2012,0,0,77775,132100,0,0,0,0,,77775,132100,2.413352,3188.04,1876.98
21-9903,CUSTER,21,TIF CHAPIN'S FURNITURE,01/01/2008,BROKEN BOW,BROKEN BOW 25,21-0025,,3,"The West 18'8"" of Lot 8 and Lots 9-10, Block 4, J.P. Gandy's Addition","TIF funds used for complete rebuild of Furniture store and all pulbic ways, utilities and infrastructure. City did not respond to letter requesting the project plan. Data from Notice to Divide Tax.",2013,0,0,77775,132100,0,0,0,0,,77775,132100,2.382347,3147.08,1852.87
21-9903,CUSTER,21,TIF CHAPIN'S FURNITURE,01/01/2008,BROKEN BOW,BROKEN BOW 25,21-0025,,3,"The West 18'8"" of Lot 8 and Lots 9-10, Block 4, J.P. Gandy's Addition","TIF funds used for complete rebuild of Furniture store and all pulbic ways, utilities and infrastructure. City did not respond to letter requesting the project plan. Data from Notice to Divide Tax.",2014,0,0,77775,132100,0,0,0,0,,77775,132100,2.288339,3022.9,1779.76
21-9903,CUSTER,21,TIF CHAPIN'S FURNITURE,01/01/2008,BROKEN BOW,BROKEN BOW 25,21-0025,,3,"The West 18'8"" of Lot 8 and Lots 9-10, Block 4, J.P. Gandy's Addition","TIF funds used for complete rebuild of Furniture store and all pulbic ways, utilities and infrastructure. City did not respond to letter requesting the project plan. Data from Notice to Divide Tax.",2015,0,0,77775,132100,0,0,0,0,,77775,132100,2.211529,2921.42,1720.02
21-9903,CUSTER,21,TIF CHAPIN'S FURNITURE,01/01/2008,BROKEN BOW,BROKEN BOW 25,21-0025,,3,"The West 18'8"" of Lot 8 and Lots 9-10, Block 4, J.P. Gandy's Addition","TIF funds used for complete rebuild of Furniture store and all pulbic ways, utilities and infrastructure. City did not respond to letter requesting the project plan. Data from Notice to Divide Tax.",2016,0,0,77775,132100,0,0,0,0,,77775,132100,2.087812,2758,1623.8
21-9903,CUSTER,21,TIF CHAPIN'S FURNITURE,01/01/2008,BROKEN BOW,BROKEN BOW 25,21-0025,,3,"The West 18'8"" of Lot 8 and Lots 9-10, Block 4, J.P. Gandy's Addition","TIF funds used for complete rebuild of Furniture store and all pulbic ways, utilities and infrastructure. City did not respond to letter requesting the project plan. Data from Notice to Divide Tax.",2017,0,0,77775,132100,0,0,0,0,,77775,132100,1.914093,2528.52,1488.69
21-9903,CUSTER,21,TIF CHAPIN'S FURNITURE,01/01/2008,BROKEN BOW,BROKEN BOW 25,21-0025,,3,"The West 18'8"" of Lot 8 and Lots 9-10, Block 4, J.P. Gandy's Addition","TIF funds used for complete rebuild of Furniture store and all pulbic ways, utilities and infrastructure. City did not respond to letter requesting the project plan. Data from Notice to Divide Tax.",2018,0,0,77775,132100,0,0,0,0,,77775,132100,1.820694,2405.14,1416.04
21-9903,CUSTER,21,TIF CHAPIN'S FURNITURE,01/01/2008,BROKEN BOW,BROKEN BOW 25,21-0025,,3,"The West 18'8"" of Lot 8 and Lots 9-10, Block 4, J.P. Gandy's Addition","TIF funds used for complete rebuild of Furniture store and all pulbic ways, utilities and infrastructure. City did not respond to letter requesting the project plan. Data from Notice to Divide Tax.",2019,0,0,77775,132100,0,0,0,0,,77775,132100,1.879571,2482.92,1461.84
21-9903,CUSTER,21,TIF CHAPIN'S FURNITURE,01/01/2008,BROKEN BOW,BROKEN BOW 25,21-0025,,3,"The West 18'8"" of Lot 8 and Lots 9-10, Block 4, J.P. Gandy's Addition","TIF funds used for complete rebuild of Furniture store and all pulbic ways, utilities and infrastructure. City did not respond to letter requesting the project plan. Data from Notice to Divide Tax.",2020,0,0,77775,132100,0,0,0,0,,77775,132100,1.880707,2484.42,1462.72
21-9903,CUSTER,21,TIF CHAPIN'S FURNITURE,01/01/2008,BROKEN BOW,BROKEN BOW 25,21-0025,,3,"The West 18'8"" of Lot 8 and Lots 9-10, Block 4, J.P. Gandy's Addition","TIF funds used for complete rebuild of Furniture store and all pulbic ways, utilities and infrastructure. City did not respond to letter requesting the project plan. Data from Notice to Divide Tax.",2021,0,0,77775,132100,0,0,0,0,,77775,132100,1.901385,2511.74,1478.8
21-9903,CUSTER,21,TIF CHAPIN'S FURNITURE,01/01/2008,BROKEN BOW,BROKEN BOW 25,21-0025,,3,"The West 18'8"" of Lot 8 and Lots 9-10, Block 4, J.P. Gandy's Addition","TIF funds used for complete rebuild of Furniture store and all pulbic ways, utilities and infrastructure. City did not respond to letter requesting the project plan. Data from Notice to Divide Tax.",2022,0,0,77775,131916,0,0,0,0,,77775,131916,1.941842,2561.6,1510.27
21-9904,CUSTER,21,TIF MILL'S HARDWARE STORE,01/01/2007,ARNOLD,ARNOLD 89,21-0089,,3,A tract of land in Section 22-T17N-R25W,TIF funds used for the reutilization of land for construction of hardware store.,2008,0,0,7267,401273,0,0,0,0,,7267,401273,2.106398,8452.4,153.07
21-9904,CUSTER,21,TIF MILL'S HARDWARE STORE,01/01/2007,ARNOLD,ARNOLD 89,21-0089,,3,A tract of land in Section 22-T17N-R25W,TIF funds used for the reutilization of land for construction of hardware store.,2009,0,0,7267,401900,0,0,0,0,,7267,401900,2.07248,8329.3,150.61
21-9904,CUSTER,21,TIF MILL'S HARDWARE STORE,01/01/2007,ARNOLD,ARNOLD 89,21-0089,,3,A tract of land in Section 22-T17N-R25W,TIF funds used for the reutilization of land for construction of hardware store.,2010,0,0,9671,401900,0,0,0,0,,9671,401900,2.061588,8285.52,199.38
21-9904,CUSTER,21,TIF MILL'S HARDWARE STORE,01/01/2007,ARNOLD,ARNOLD 89,21-0089,,3,A tract of land in Section 22-T17N-R25W,TIF funds used for the reutilization of land for construction of hardware store.,2011,0,0,9671,401900,0,0,0,0,,9671,401900,2.015944,8102.08,194.96
21-9904,CUSTER,21,TIF MILL'S HARDWARE STORE,01/01/2007,ARNOLD,ARNOLD 89,21-0089,,3,A tract of land in Section 22-T17N-R25W,TIF funds used for the reutilization of land for construction of hardware store.,2012,0,0,9671,403073,0,0,0,0,,9671,403073,1.941552,7825.88,187.77
21-9904,CUSTER,21,TIF MILL'S HARDWARE STORE,01/01/2007,ARNOLD,ARNOLD 89,21-0089,,3,A tract of land in Section 22-T17N-R25W,TIF funds used for the reutilization of land for construction of hardware store.,2013,0,0,9671,403073,0,0,0,0,,9671,403073,1.874095,7553.98,181.24
21-9904,CUSTER,21,TIF MILL'S HARDWARE STORE,01/01/2007,ARNOLD,ARNOLD 89,21-0089,,3,A tract of land in Section 22-T17N-R25W,TIF funds used for the reutilization of land for construction of hardware store.,2014,0,0,9671,403073,0,0,0,0,,9671,403073,1.588752,6403.84,153.65
21-9904,CUSTER,21,TIF MILL'S HARDWARE STORE,01/01/2007,ARNOLD,ARNOLD 89,21-0089,,3,A tract of land in Section 22-T17N-R25W,TIF funds used for the reutilization of land for construction of hardware store.,2015,0,0,9671,407175,0,0,0,0,,9671,407175,1.410618,5743.68,136.42
21-9904,CUSTER,21,TIF MILL'S HARDWARE STORE,01/01/2007,ARNOLD,ARNOLD 89,21-0089,,3,A tract of land in Section 22-T17N-R25W,TIF funds used for the reutilization of land for construction of hardware store.,2016,0,0,9671,407175,0,0,0,0,,9671,407175,1.41146,5747.12,136.5
21-9904,CUSTER,21,TIF MILL'S HARDWARE STORE,01/01/2007,ARNOLD,ARNOLD 89,21-0089,,3,A tract of land in Section 22-T17N-R25W,TIF funds used for the reutilization of land for construction of hardware store.,2017,0,0,9671,407175,0,0,0,0,,9671,407175,1.392889,5671.5,134.71
21-9904,CUSTER,21,TIF MILL'S HARDWARE STORE,01/01/2007,ARNOLD,ARNOLD 89,21-0089,,3,A tract of land in Section 22-T17N-R25W,TIF funds used for the reutilization of land for construction of hardware store.,2018,0,0,9671,408134,0,0,0,0,,9671,408134,1.454895,5937.92,140.7
21-9904,CUSTER,21,TIF MILL'S HARDWARE STORE,01/01/2007,ARNOLD,ARNOLD 89,21-0089,,3,A tract of land in Section 22-T17N-R25W,TIF funds used for the reutilization of land for construction of hardware store.,2019,0,0,9671,408134,0,0,0,0,,9671,408134,1.556278,6351.7,150.51
21-9904,CUSTER,21,TIF MILL'S HARDWARE STORE,01/01/2007,ARNOLD,ARNOLD 89,21-0089,,3,A tract of land in Section 22-T17N-R25W,TIF funds used for the reutilization of land for construction of hardware store.,2020,0,0,9671,408134,0,0,0,0,,9671,408134,1.659705,6773.82,160.51
21-9904,CUSTER,21,TIF MILL'S HARDWARE STORE,01/01/2007,ARNOLD,ARNOLD 89,21-0089,,3,A tract of land in Section 22-T17N-R25W,TIF funds used for the reutilization of land for construction of hardware store.,2021,0,0,9671,408134,0,0,0,0,,9671,408134,1.60372,6545.34,155.1
21-9904,CUSTER,21,TIF MILL'S HARDWARE STORE,01/01/2007,ARNOLD,ARNOLD 89,21-0089,,3,A tract of land in Section 22-T17N-R25W,TIF funds used for the reutilization of land for construction of hardware store.,2022,0,0,9671,461485,0,0,0,0,,9671,461485,1.612807,7442.88,155.97
21-9905,CUSTER,21,TIF WINDFIELD INVESTMENTS,01/01/2007,ARNOLD,ARNOLD 89,21-0089,,3,A tract of land in the NE1/4 of the NE1/4 of Section 28-T17N-R25W,TIF funds used for the Reutilization of land for construction of a small motel.,2008,0,0,13766,243263,0,0,0,0,,13766,243263,2.106398,5124.08,289.97
21-9905,CUSTER,21,TIF WINDFIELD INVESTMENTS,01/01/2007,ARNOLD,ARNOLD 89,21-0089,,3,A tract of land in the NE1/4 of the NE1/4 of Section 28-T17N-R25W,TIF funds used for the Reutilization of land for construction of a small motel.,2009,0,0,13766,263621,0,0,0,0,,13766,263621,2.07248,5463.5,285.3
21-9905,CUSTER,21,TIF WINDFIELD INVESTMENTS,01/01/2007,ARNOLD,ARNOLD 89,21-0089,,3,A tract of land in the NE1/4 of the NE1/4 of Section 28-T17N-R25W,TIF funds used for the Reutilization of land for construction of a small motel.,2010,0,0,11362,263621,0,0,0,0,,11362,263621,2.061588,5434.78,234.24
21-9905,CUSTER,21,TIF WINDFIELD INVESTMENTS,01/01/2007,ARNOLD,ARNOLD 89,21-0089,,3,A tract of land in the NE1/4 of the NE1/4 of Section 28-T17N-R25W,TIF funds used for the Reutilization of land for construction of a small motel.,2011,0,0,11362,203908,0,0,0,0,,11362,203908,2.015944,4110.68,229.05
21-9905,CUSTER,21,TIF WINDFIELD INVESTMENTS,01/01/2007,ARNOLD,ARNOLD 89,21-0089,,3,A tract of land in the NE1/4 of the NE1/4 of Section 28-T17N-R25W,TIF funds used for the Reutilization of land for construction of a small motel.,2012,0,0,11362,203908,0,0,0,0,,11362,203908,1.941552,3958.98,220.6
21-9905,CUSTER,21,TIF WINDFIELD INVESTMENTS,01/01/2007,ARNOLD,ARNOLD 89,21-0089,,3,A tract of land in the NE1/4 of the NE1/4 of Section 28-T17N-R25W,TIF funds used for the Reutilization of land for construction of a small motel.,2013,0,0,11362,203908,0,0,0,0,,11362,203908,1.874095,3821.42,212.93
21-9905,CUSTER,21,TIF WINDFIELD INVESTMENTS,01/01/2007,ARNOLD,ARNOLD 89,21-0089,,3,A tract of land in the NE1/4 of the NE1/4 of Section 28-T17N-R25W,TIF funds used for the Reutilization of land for construction of a small motel.,2014,0,0,11362,203908,0,0,0,0,,11362,203908,1.588752,3239.6,180.51
21-9905,CUSTER,21,TIF WINDFIELD INVESTMENTS,01/01/2007,ARNOLD,ARNOLD 89,21-0089,,3,A tract of land in the NE1/4 of the NE1/4 of Section 28-T17N-R25W,TIF funds used for the Reutilization of land for construction of a small motel.,2015,0,0,11362,205647,0,0,0,0,,11362,205647,1.410618,2900.9,160.27
21-9905,CUSTER,21,TIF WINDFIELD INVESTMENTS,01/01/2007,ARNOLD,ARNOLD 89,21-0089,,3,A tract of land in the NE1/4 of the NE1/4 of Section 28-T17N-R25W,TIF funds used for the Reutilization of land for construction of a small motel.,2016,0,0,11362,205647,0,0,0,0,,11362,205647,1.41146,2902.62,160.37
21-9905,CUSTER,21,TIF WINDFIELD INVESTMENTS,01/01/2007,ARNOLD,ARNOLD 89,21-0089,,3,A tract of land in the NE1/4 of the NE1/4 of Section 28-T17N-R25W,TIF funds used for the Reutilization of land for construction of a small motel.,2017,0,0,11362,205647,0,0,0,0,,11362,205647,1.392889,2864.44,158.26
21-9905,CUSTER,21,TIF WINDFIELD INVESTMENTS,01/01/2007,ARNOLD,ARNOLD 89,21-0089,,3,A tract of land in the NE1/4 of the NE1/4 of Section 28-T17N-R25W,TIF funds used for the Reutilization of land for construction of a small motel.,2018,0,0,11362,208541,0,0,0,0,,11362,208541,1.454895,3034.06,165.31
21-9905,CUSTER,21,TIF WINDFIELD INVESTMENTS,01/01/2007,ARNOLD,ARNOLD 89,21-0089,,3,A tract of land in the NE1/4 of the NE1/4 of Section 28-T17N-R25W,TIF funds used for the Reutilization of land for construction of a small motel.,2019,0,0,11362,183660,0,0,0,0,,11362,183660,1.556278,2858.26,176.82
21-9905,CUSTER,21,TIF WINDFIELD INVESTMENTS,01/01/2007,ARNOLD,ARNOLD 89,21-0089,,3,A tract of land in the NE1/4 of the NE1/4 of Section 28-T17N-R25W,TIF funds used for the Reutilization of land for construction of a small motel.,2020,0,0,11362,183660,0,0,0,0,,11362,183660,1.659705,3048.22,188.58
21-9905,CUSTER,21,TIF WINDFIELD INVESTMENTS,01/01/2007,ARNOLD,ARNOLD 89,21-0089,,3,A tract of land in the NE1/4 of the NE1/4 of Section 28-T17N-R25W,TIF funds used for the Reutilization of land for construction of a small motel.,2021,0,0,11362,183660,0,0,0,0,,11362,183660,1.60372,2945.4,182.21
21-9905,CUSTER,21,TIF WINDFIELD INVESTMENTS,01/01/2007,ARNOLD,ARNOLD 89,21-0089,,3,A tract of land in the NE1/4 of the NE1/4 of Section 28-T17N-R25W,TIF funds used for the Reutilization of land for construction of a small motel.,2022,0,0,11362,113638,0,0,0,0,,11362,113638,1.612807,1832.76,183.25
21-9906,CUSTER,21,TIF ENDURANCE PROPERTY CORP,09/02/2009,BROKEN BOW,BROKEN BOW 25,21-0025,,3,"Lot 1, 2, and east half Lot 3, Block 14, Orignal Town","TIF funds for site work, development and infrastructure for construction of 3,000 sqft Office Bldg, 2,000 sqft rented area, 1,000 sqft unfinished to be rented to a business in future.",2010,0,0,10599,217620,0,0,0,0,,10599,217620,2.217374,4825.44,235.02
21-9906,CUSTER,21,TIF ENDURANCE PROPERTY CORP,09/02/2009,BROKEN BOW,BROKEN BOW 25,21-0025,,3,"Lot 1, 2, and east half Lot 3, Block 14, Orignal Town","TIF funds for site work, development and infrastructure for construction of 3,000 sqft Office Bldg, 2,000 sqft rented area, 1,000 sqft unfinished to be rented to a business in future.",2011,0,0,10599,246104,0,0,0,0,,10599,246104,2.436282,5995.78,258.22
21-9906,CUSTER,21,TIF ENDURANCE PROPERTY CORP,09/02/2009,BROKEN BOW,BROKEN BOW 25,21-0025,,3,"Lot 1, 2, and east half Lot 3, Block 14, Orignal Town","TIF funds for site work, development and infrastructure for construction of 3,000 sqft Office Bldg, 2,000 sqft rented area, 1,000 sqft unfinished to be rented to a business in future.",2012,0,0,10599,244466,0,0,0,0,,10599,244466,2.413352,5899.82,255.79
21-9906,CUSTER,21,TIF ENDURANCE PROPERTY CORP,09/02/2009,BROKEN BOW,BROKEN BOW 25,21-0025,,3,"Lot 1, 2, and east half Lot 3, Block 14, Orignal Town","TIF funds for site work, development and infrastructure for construction of 3,000 sqft Office Bldg, 2,000 sqft rented area, 1,000 sqft unfinished to be rented to a business in future.",2013,0,0,10599,244466,0,0,0,0,,10599,244466,2.382347,5824.02,252.5
21-9906,CUSTER,21,TIF ENDURANCE PROPERTY CORP,09/02/2009,BROKEN BOW,BROKEN BOW 25,21-0025,,3,"Lot 1, 2, and east half Lot 3, Block 14, Orignal Town","TIF funds for site work, development and infrastructure for construction of 3,000 sqft Office Bldg, 2,000 sqft rented area, 1,000 sqft unfinished to be rented to a business in future.",2014,0,0,10599,244466,0,0,0,0,,10599,244466,2.288339,5594.22,242.54
21-9906,CUSTER,21,TIF ENDURANCE PROPERTY CORP,09/02/2009,BROKEN BOW,BROKEN BOW 25,21-0025,,3,"Lot 1, 2, and east half Lot 3, Block 14, Orignal Town","TIF funds for site work, development and infrastructure for construction of 3,000 sqft Office Bldg, 2,000 sqft rented area, 1,000 sqft unfinished to be rented to a business in future.",2015,0,0,10599,244466,0,0,0,0,,10599,244466,2.211529,5406.44,234.4
21-9906,CUSTER,21,TIF ENDURANCE PROPERTY CORP,09/02/2009,BROKEN BOW,BROKEN BOW 25,21-0025,,3,"Lot 1, 2, and east half Lot 3, Block 14, Orignal Town","TIF funds for site work, development and infrastructure for construction of 3,000 sqft Office Bldg, 2,000 sqft rented area, 1,000 sqft unfinished to be rented to a business in future.",2016,0,0,10599,248794,0,0,0,0,,10599,248794,2.087812,5194.36,221.29
21-9906,CUSTER,21,TIF ENDURANCE PROPERTY CORP,09/02/2009,BROKEN BOW,BROKEN BOW 25,21-0025,,3,"Lot 1, 2, and east half Lot 3, Block 14, Orignal Town","TIF funds for site work, development and infrastructure for construction of 3,000 sqft Office Bldg, 2,000 sqft rented area, 1,000 sqft unfinished to be rented to a business in future.",2017,0,0,10599,248794,0,0,0,0,,10599,248794,1.914093,4762.14,202.87
21-9906,CUSTER,21,TIF ENDURANCE PROPERTY CORP,09/02/2009,BROKEN BOW,BROKEN BOW 25,21-0025,,3,"Lot 1, 2, and east half Lot 3, Block 14, Orignal Town","TIF funds for site work, development and infrastructure for construction of 3,000 sqft Office Bldg, 2,000 sqft rented area, 1,000 sqft unfinished to be rented to a business in future.",2018,0,0,10599,248794,0,0,0,0,,10599,248794,1.820694,4529.78,192.98
21-9906,CUSTER,21,TIF ENDURANCE PROPERTY CORP,09/02/2009,BROKEN BOW,BROKEN BOW 25,21-0025,,3,"Lot 1, 2, and east half Lot 3, Block 14, Orignal Town","TIF funds for site work, development and infrastructure for construction of 3,000 sqft Office Bldg, 2,000 sqft rented area, 1,000 sqft unfinished to be rented to a business in future.",2019,0,0,10599,248794,0,0,0,0,,10599,248794,1.879571,4676.26,199.22
