"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export 2018 TIF Report  certified as of 2-20-2019,,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SCHOOL CODES & Class,,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
28-2148,DOUGLAS,28,"TIF 2148 Miami Heights Dev. Co. LLC  Phs I",4/8/03,OMAHA,OMAHA 1,28-0001,,5,"Phase I Lake to Miami, 31st to 33rd Streets",TIF used for public improvements for 18 units infill residential development.,2005,18500,1100200,0,0,0,0,0,0,,18500,1100200,2.09798,23081.98,388.13
28-2148,DOUGLAS,28,"TIF 2148 Miami Heights Dev. Co. LLC  Phs I",4/8/03,OMAHA,OMAHA 1,28-0001,,5,"Phase I Lake to Miami, 31st to 33rd Streets",TIF used for public improvements for 18 units infill residential development.,2006,16200,2246900,0,0,0,0,0,0,,16200,2246900,2.07512,46625.87,336.17
28-2148,DOUGLAS,28,"TIF 2148 Miami Heights Dev. Co. LLC  Phs I",4/8/03,OMAHA,OMAHA 1,28-0001,,5,"Phase I Lake to Miami, 31st to 33rd Streets",TIF used for public improvements for 18 units infill residential development.,2007,16200,2996800,0,0,0,0,0,0,,16200,2996800,2.05403,61555.17,332.75
28-2148,DOUGLAS,28,"TIF 2148 Miami Heights Dev. Co. LLC  Phs I",4/8/03,OMAHA,OMAHA 1,28-0001,,5,"Phase I Lake to Miami, 31st to 33rd Streets",TIF used for public improvements for 18 units infill residential development.,2008,16200,3292100,0,0,0,0,0,0,,16200,3292100,2.05498,67652,332.91
28-2148,DOUGLAS,28,"TIF 2148 Miami Heights Dev. Co. LLC  Phs I",4/8/03,OMAHA,OMAHA 1,28-0001,,5,"Phase I Lake to Miami, 31st to 33rd Streets",TIF used for public improvements for 18 units infill residential development.,2009,16200,3311700,0,0,0,0,0,0,,16200,3311700,2.13427,70680.62,345.75
28-2148,DOUGLAS,28,"TIF 2148 Miami Heights Dev. Co. LLC  Phs I",4/8/03,OMAHA,OMAHA 1,28-0001,,5,"Phase I Lake to Miami, 31st to 33rd Streets",TIF used for public improvements for 18 units infill residential development.,2010,16200,3095100,0,0,0,0,0,0,,16200,3095100,2.17816,67416.23,352.86
28-2148,DOUGLAS,28,"TIF 2148 Miami Heights Dev. Co. LLC  Phs I",4/8/03,OMAHA,OMAHA 1,28-0001,,5,"Phase I Lake to Miami, 31st to 33rd Streets",TIF used for public improvements for 18 units infill residential development.,2011,16200,3056200,0,0,0,0,0,0,,16200,3056200,2.17798,66563.46,352.83
28-2148,DOUGLAS,28,"TIF 2148 Miami Heights Dev. Co. LLC  Phs I",4/8/03,OMAHA,OMAHA 1,28-0001,,5,"Phase I Lake to Miami, 31st to 33rd Streets",TIF used for public improvements for 18 units infill residential development.,2012,16200,2718300,0,0,0,0,0,0,,16200,2718300,2.17448,59108.91,352.27
28-2148,DOUGLAS,28,"TIF 2148 Miami Heights Dev. Co. LLC  Phs I",4/8/03,OMAHA,OMAHA 1,28-0001,,5,"Phase I Lake to Miami, 31st to 33rd Streets",TIF used for public improvements for 18 units infill residential development.,2013,16200,2766300,0,0,0,0,0,0,,16200,2766300,2.19974,60851.39,356.36
28-2148,DOUGLAS,28,"TIF 2148 Miami Heights Dev. Co. LLC  Phs I",4/8/03,OMAHA,OMAHA 1,28-0001,,5,"Phase I Lake to Miami, 31st to 33rd Streets",TIF used for public improvements for 18 units infill residential development.,2014,16200,2639400,0,0,0,0,0,0,,16200,2639400,2.18859,57765.64,354.55
28-2148,DOUGLAS,28,"TIF 2148 Miami Heights Dev. Co. LLC  Phs I",4/8/03,OMAHA,OMAHA 1,28-0001,,5,"Phase I Lake to Miami, 31st to 33rd Streets",TIF used for public improvements for 18 units infill residential development.,2015,16200,2432700,0,0,0,0,0,0,,16200,2432700,2.23039,54258.71,361.32
28-2148,DOUGLAS,28,"TIF 2148 Miami Heights Dev. Co. LLC  Phs I",4/8/03,OMAHA,OMAHA 1,28-0001,,5,"Phase I Lake to Miami, 31st to 33rd Streets",TIF used for public improvements for 18 units infill residential development.,2016,16200,3182200,0,0,0,0,0,0,,16200,3182200,2.23537,71133.94,362.13
28-2148,DOUGLAS,28,"TIF 2148 Miami Heights Dev. Co. LLC  Phs I",4/8/03,OMAHA,OMAHA 1,28-0001,,5,"Phase I Lake to Miami, 31st to 33rd Streets",TIF used for public improvements for 18 units infill residential development.,2017,16200,2494500,0,0,0,0,0,0,,16200,2494500,2.24872,56094.3,364.29
28-2148,DOUGLAS,28,"TIF 2148 Miami Heights Dev. Co. LLC  Phs I",4/8/03,OMAHA,OMAHA 1,28-0001,,5,"Phase I Lake to Miami, 31st to 33rd Streets",TIF used for public improvements for 18 units infill residential development.,2018,16200,2502000,0,0,0,0,0,0,,16200,2502000,2.23667,55961.51,362.34
28-2149,DOUGLAS,28,TIF 2149 Greater Omaha Packing,4/8/03,OMAHA,OMAHA 1,28-0001,,5,Approximately 31st and Edward Babe Gomez Ave,TIF funds used for site preparation for industrial expansion.,2007,0,0,0,0,109800,10202800,0,0,,109800,10202800,2.05403,209568.57,2255.32
28-2149,DOUGLAS,28,TIF 2149 Greater Omaha Packing,4/8/03,OMAHA,OMAHA 1,28-0001,,5,Approximately 31st and Edward Babe Gomez Ave,TIF funds used for site preparation for industrial expansion.,2008,0,0,0,0,109800,10202800,0,0,,109800,10202800,2.05498,209665.5,2256.37
28-2149,DOUGLAS,28,TIF 2149 Greater Omaha Packing,4/8/03,OMAHA,OMAHA 1,28-0001,,5,Approximately 31st and Edward Babe Gomez Ave,TIF funds used for site preparation for industrial expansion.,2009,0,0,0,0,109800,10202800,0,0,,109800,10202800,2.13427,217755.3,2343.43
28-2149,DOUGLAS,28,TIF 2149 Greater Omaha Packing,4/8/03,OMAHA,OMAHA 1,28-0001,,5,Approximately 31st and Edward Babe Gomez Ave,TIF funds used for site preparation for industrial expansion.,2010,0,0,0,0,109800,10202800,0,0,,109800,10202800,2.17816,222233.31,2391.62
28-2149,DOUGLAS,28,TIF 2149 Greater Omaha Packing,4/8/03,OMAHA,OMAHA 1,28-0001,,5,Approximately 31st and Edward Babe Gomez Ave,TIF funds used for site preparation for industrial expansion.,2011,0,0,0,0,109800,10202800,0,0,,109800,10202800,2.17798,222214.94,2391.42
28-2149,DOUGLAS,28,TIF 2149 Greater Omaha Packing,4/8/03,OMAHA,OMAHA 1,28-0001,,5,Approximately 31st and Edward Babe Gomez Ave,TIF funds used for site preparation for industrial expansion.,2012,0,0,0,0,109800,10202800,0,0,,109800,10202800,2.17448,221857.85,2387.58
28-2149,DOUGLAS,28,TIF 2149 Greater Omaha Packing,4/8/03,OMAHA,OMAHA 1,28-0001,,5,Approximately 31st and Edward Babe Gomez Ave,TIF funds used for site preparation for industrial expansion.,2013,0,0,0,0,109800,10202800,0,0,,109800,10202800,2.19974,224435.07,2415.31
28-2149,DOUGLAS,28,TIF 2149 Greater Omaha Packing,4/8/03,OMAHA,OMAHA 1,28-0001,,5,Approximately 31st and Edward Babe Gomez Ave,TIF funds used for site preparation for industrial expansion.,2014,0,0,0,0,109800,10202800,0,0,,109800,10202800,2.18859,223297.46,2403.07
28-2149,DOUGLAS,28,TIF 2149 Greater Omaha Packing,4/8/03,OMAHA,OMAHA 1,28-0001,,5,Approximately 31st and Edward Babe Gomez Ave,TIF funds used for site preparation for industrial expansion.,2015,0,0,0,0,109800,10202800,0,0,,109800,10202800,2.23039,227562.23,2448.97
28-2149,DOUGLAS,28,TIF 2149 Greater Omaha Packing,4/8/03,OMAHA,OMAHA 1,28-0001,,5,Approximately 31st and Edward Babe Gomez Ave,TIF funds used for site preparation for industrial expansion.,2016,0,0,0,0,109800,10202800,0,0,,109800,10202800,2.23537,228070.33,2454.44
28-2149,DOUGLAS,28,TIF 2149 Greater Omaha Packing,4/8/03,OMAHA,OMAHA 1,28-0001,,5,Approximately 31st and Edward Babe Gomez Ave,TIF funds used for site preparation for industrial expansion.,2017,0,0,0,0,109800,6899700,0,0,,109800,6899700,2.24872,155154.93,2469.09
28-2149,DOUGLAS,28,TIF 2149 Greater Omaha Packing,4/8/03,OMAHA,OMAHA 1,28-0001,,5,Approximately 31st and Edward Babe Gomez Ave,TIF funds used for site preparation for industrial expansion.,2018,0,0,0,0,109800,6899700,0,0,,109800,6899700,2.23667,154323.52,2455.86
28-2150,DOUGLAS,28,TIF 2150 Airlite Plastics OM,6/24/03,OMAHA,OMAHA 1,28-0001,,5,525 Kansas Avenue,TIF funds used for site preparation for industrial expansion.,2003,0,0,96100,217800,0,0,0,0,,96100,217800,2.16055,4705.68,2076.29
28-2150,DOUGLAS,28,TIF 2150 Airlite Plastics OM,6/24/03,OMAHA,OMAHA 1,28-0001,,5,525 Kansas Avenue,TIF funds used for site preparation for industrial expansion.,2004,0,0,96100,4781570,0,0,0,0,,96100,4781570,2.14791,102703.82,2064.14
28-2150,DOUGLAS,28,TIF 2150 Airlite Plastics OM,6/24/03,OMAHA,OMAHA 1,28-0001,,5,525 Kansas Avenue,TIF funds used for site preparation for industrial expansion.,2005,0,0,96100,4781600,0,0,0,0,,96100,4781600,2.09798,100317.01,2016.16
28-2150,DOUGLAS,28,TIF 2150 Airlite Plastics OM,6/24/03,OMAHA,OMAHA 1,28-0001,,5,525 Kansas Avenue,TIF funds used for site preparation for industrial expansion.,2006,0,0,96100,4781600,0,0,0,0,,96100,4781600,2.07512,99223.94,1994.19
28-2150,DOUGLAS,28,TIF 2150 Airlite Plastics OM,6/24/03,OMAHA,OMAHA 1,28-0001,,5,525 Kansas Avenue,TIF funds used for site preparation for industrial expansion.,2007,0,0,96100,4781600,0,0,0,0,,96100,4781600,2.05403,98215.5,1973.92
28-2150,DOUGLAS,28,TIF 2150 Airlite Plastics OM,6/24/03,OMAHA,OMAHA 1,28-0001,,5,525 Kansas Avenue,TIF funds used for site preparation for industrial expansion.,2008,0,0,0,0,96100,4781600,0,0,,96100,4781600,2.05498,98260.92,1974.84
28-2150,DOUGLAS,28,TIF 2150 Airlite Plastics OM,6/24/03,OMAHA,OMAHA 1,28-0001,,5,525 Kansas Avenue,TIF funds used for site preparation for industrial expansion.,2009,0,0,0,0,96100,3204100,0,0,,96100,3204100,2.13427,68384.15,2051.03
28-2150,DOUGLAS,28,TIF 2150 Airlite Plastics OM,6/24/03,OMAHA,OMAHA 1,28-0001,,5,525 Kansas Avenue,TIF funds used for site preparation for industrial expansion.,2010,0,0,0,0,96100,3204100,0,0,,96100,3204100,2.17816,69790.42,2093.21
28-2150,DOUGLAS,28,TIF 2150 Airlite Plastics OM,6/24/03,OMAHA,OMAHA 1,28-0001,,5,525 Kansas Avenue,TIF funds used for site preparation for industrial expansion.,2011,0,0,0,0,96100,3204100,0,0,,96100,3204100,2.17798,69784.66,2093.04
28-2150,DOUGLAS,28,TIF 2150 Airlite Plastics OM,6/24/03,OMAHA,OMAHA 1,28-0001,,5,525 Kansas Avenue,TIF funds used for site preparation for industrial expansion.,2012,0,0,0,0,96100,3204100,0,0,,96100,3204100,2.17448,69672.51,2089.68
28-2150,DOUGLAS,28,TIF 2150 Airlite Plastics OM,6/24/03,OMAHA,OMAHA 1,28-0001,,5,525 Kansas Avenue,TIF funds used for site preparation for industrial expansion.,2013,0,0,0,0,96100,3204100,0,0,,96100,3204100,2.19974,70481.87,2113.95
28-2150,DOUGLAS,28,TIF 2150 Airlite Plastics OM,6/24/03,OMAHA,OMAHA 1,28-0001,,5,525 Kansas Avenue,TIF funds used for site preparation for industrial expansion.,2014,0,0,0,0,96100,3204100,0,0,,96100,3204100,2.18859,70124.61,2103.23
28-2150,DOUGLAS,28,TIF 2150 Airlite Plastics OM,6/24/03,OMAHA,OMAHA 1,28-0001,,5,525 Kansas Avenue,TIF funds used for site preparation for industrial expansion.,2015,0,0,0,0,96100,3204100,0,0,,96100,3204100,2.23039,71463.93,2143.4
28-2150,DOUGLAS,28,TIF 2150 Airlite Plastics OM,6/24/03,OMAHA,OMAHA 1,28-0001,,5,525 Kansas Avenue,TIF funds used for site preparation for industrial expansion.,2016,0,0,0,0,96100,3204100,0,0,,96100,3204100,2.23537,71623.49,2148.19
28-2150,DOUGLAS,28,TIF 2150 Airlite Plastics OM,6/24/03,OMAHA,OMAHA 1,28-0001,,5,525 Kansas Avenue,TIF funds used for site preparation for industrial expansion.,2017,0,0,0,0,96100,3246500,0,0,,96100,3246500,2.24872,73004.69,2161.02
28-2150,DOUGLAS,28,TIF 2150 Airlite Plastics OM,6/24/03,OMAHA,OMAHA 1,28-0001,,5,525 Kansas Avenue,TIF funds used for site preparation for industrial expansion.,2018,0,0,0,0,96100,3246500,0,0,,96100,3246500,2.23667,72613.49,2149.44
28-2151,DOUGLAS,28,"TIF 2151 California Housing, LLC",1/28/03,OMAHA,OMAHA 1,28-0001,,5,3636 California Street,TIF funds used for rehab/conversion for 55 units assisted living. No base or excess established yet.,2003,0,0,0,0,0,0,0,0,,0,0,2.16055,0,0
28-2151,DOUGLAS,28,"TIF 2151 California Housing, LLC",1/28/03,OMAHA,OMAHA 1,28-0001,,5,3636 California Street,TIF funds used for rehab/conversion for 55 units assisted living. No base or excess established yet.,2004,0,0,0,444300,0,0,0,0,,0,444300,2.14791,9543.16,0
28-2151,DOUGLAS,28,"TIF 2151 California Housing, LLC",1/28/03,OMAHA,OMAHA 1,28-0001,,5,3636 California Street,TIF funds used for rehab/conversion for 55 units assisted living. No base or excess established yet.,2005,0,0,0,353200,0,0,0,0,,0,353200,2.09798,7410.07,0
28-2151,DOUGLAS,28,"TIF 2151 California Housing, LLC",1/28/03,OMAHA,OMAHA 1,28-0001,,5,3636 California Street,TIF funds used for rehab/conversion for 55 units assisted living. No base or excess established yet.,2006,0,0,0,3871000,0,0,0,0,,0,3871000,2.07512,80327.9,0
28-2151,DOUGLAS,28,"TIF 2151 California Housing, LLC",1/28/03,OMAHA,OMAHA 1,28-0001,,5,3636 California Street,TIF funds used for rehab/conversion for 55 units assisted living. No base or excess established yet.,2007,0,0,0,3871000,0,0,0,0,,0,3871000,2.05403,79511.5,0
28-2151,DOUGLAS,28,"TIF 2151 California Housing, LLC",1/28/03,OMAHA,OMAHA 1,28-0001,,5,3636 California Street,TIF funds used for rehab/conversion for 55 units assisted living. No base or excess established yet.,2008,0,0,0,3871000,0,0,0,0,,0,3871000,2.05498,79548.28,0
28-2151,DOUGLAS,28,"TIF 2151 California Housing, LLC",1/28/03,OMAHA,OMAHA 1,28-0001,,5,3636 California Street,TIF funds used for rehab/conversion for 55 units assisted living. No base or excess established yet.,2009,0,0,0,3871000,0,0,0,0,,0,3871000,2.13427,82617.59,0
28-2151,DOUGLAS,28,"TIF 2151 California Housing, LLC",1/28/03,OMAHA,OMAHA 1,28-0001,,5,3636 California Street,TIF funds used for rehab/conversion for 55 units assisted living. No base or excess established yet.,2010,0,0,0,3871000,0,0,0,0,,0,3871000,2.17816,84316.57,0
28-2151,DOUGLAS,28,"TIF 2151 California Housing, LLC",1/28/03,OMAHA,OMAHA 1,28-0001,,5,3636 California Street,TIF funds used for rehab/conversion for 55 units assisted living. No base or excess established yet.,2011,0,0,0,3871000,0,0,0,0,,0,3871000,2.17798,84309.61,0
28-2151,DOUGLAS,28,"TIF 2151 California Housing, LLC",1/28/03,OMAHA,OMAHA 1,28-0001,,5,3636 California Street,TIF funds used for rehab/conversion for 55 units assisted living. No base or excess established yet.,2012,0,0,0,4137100,0,0,0,0,,0,4137100,2.17448,89960.41,0
28-2151,DOUGLAS,28,"TIF 2151 California Housing, LLC",1/28/03,OMAHA,OMAHA 1,28-0001,,5,3636 California Street,TIF funds used for rehab/conversion for 55 units assisted living. No base or excess established yet.,2013,0,0,0,4137100,0,0,0,0,,0,4137100,2.19974,91005.44,0
28-2151,DOUGLAS,28,"TIF 2151 California Housing, LLC",1/28/03,OMAHA,OMAHA 1,28-0001,,5,3636 California Street,TIF funds used for rehab/conversion for 55 units assisted living. No base or excess established yet.,2014,0,0,0,4137100,0,0,0,0,,0,4137100,2.18859,90544.16,0
28-2151,DOUGLAS,28,"TIF 2151 California Housing, LLC",1/28/03,OMAHA,OMAHA 1,28-0001,,5,3636 California Street,TIF funds used for rehab/conversion for 55 units assisted living. No base or excess established yet.,2015,0,0,0,4137100,0,0,0,0,,0,4137100,2.23039,92273.46,0
28-2151,DOUGLAS,28,"TIF 2151 California Housing, LLC",1/28/03,OMAHA,OMAHA 1,28-0001,,5,3636 California Street,TIF funds used for rehab/conversion for 55 units assisted living. No base or excess established yet.,2016,0,0,0,3626900,0,0,0,0,,0,3626900,2.23537,81074.63,0
28-2151,DOUGLAS,28,"TIF 2151 California Housing, LLC",1/28/03,OMAHA,OMAHA 1,28-0001,,5,3636 California Street,TIF funds used for rehab/conversion for 55 units assisted living. No base or excess established yet.,2017,0,0,0,3629900,0,0,0,0,,0,3629900,2.24872,81626.29,0
28-2151,DOUGLAS,28,"TIF 2151 California Housing, LLC",1/28/03,OMAHA,OMAHA 1,28-0001,,5,3636 California Street,TIF funds used for rehab/conversion for 55 units assisted living. No base or excess established yet.,2018,0,0,0,3586100,0,0,0,0,,0,3586100,2.23667,80209.22,0
28-2152,DOUGLAS,28,TIF 2152 Quality Refrigerated Service #2,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"3301 ""G"" Street",This is a new amended plan to the original project. TIF funds used for the relocation of the rail spur behind building and developing a solid base at the site to accomodate expansion of this processing plant.,2003,0,0,0,0,0,0,0,0,,0,0,2.16055,0,0
28-2152,DOUGLAS,28,TIF 2152 Quality Refrigerated Service #2,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"3301 ""G"" Street",This is a new amended plan to the original project. TIF funds used for the relocation of the rail spur behind building and developing a solid base at the site to accomodate expansion of this processing plant.,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0
28-2152,DOUGLAS,28,TIF 2152 Quality Refrigerated Service #2,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"3301 ""G"" Street",This is a new amended plan to the original project. TIF funds used for the relocation of the rail spur behind building and developing a solid base at the site to accomodate expansion of this processing plant.,2006,0,0,0,0,12700,838800,0,0,,12700,838800,2.07512,17406.11,263.54
28-2152,DOUGLAS,28,TIF 2152 Quality Refrigerated Service #2,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"3301 ""G"" Street",This is a new amended plan to the original project. TIF funds used for the relocation of the rail spur behind building and developing a solid base at the site to accomodate expansion of this processing plant.,2007,0,0,0,0,12700,838800,0,0,,12700,838800,2.05403,17229.2,260.86
28-2152,DOUGLAS,28,TIF 2152 Quality Refrigerated Service #2,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"3301 ""G"" Street",This is a new amended plan to the original project. TIF funds used for the relocation of the rail spur behind building and developing a solid base at the site to accomodate expansion of this processing plant.,2008,0,0,0,0,12700,838800,0,0,,12700,838800,2.05498,17237.17,260.98
28-2152,DOUGLAS,28,TIF 2152 Quality Refrigerated Service #2,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"3301 ""G"" Street",This is a new amended plan to the original project. TIF funds used for the relocation of the rail spur behind building and developing a solid base at the site to accomodate expansion of this processing plant.,2009,0,0,0,0,12700,838800,0,0,,12700,838800,2.13427,17902.26,271.05
28-2152,DOUGLAS,28,TIF 2152 Quality Refrigerated Service #2,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"3301 ""G"" Street",This is a new amended plan to the original project. TIF funds used for the relocation of the rail spur behind building and developing a solid base at the site to accomodate expansion of this processing plant.,2010,0,0,0,0,12700,838800,0,0,,12700,838800,2.17816,18270.41,276.63
28-2152,DOUGLAS,28,TIF 2152 Quality Refrigerated Service #2,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"3301 ""G"" Street",This is a new amended plan to the original project. TIF funds used for the relocation of the rail spur behind building and developing a solid base at the site to accomodate expansion of this processing plant.,2011,0,0,0,0,12700,838800,0,0,,12700,838800,2.17798,18268.9,276.6
28-2152,DOUGLAS,28,TIF 2152 Quality Refrigerated Service #2,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"3301 ""G"" Street",This is a new amended plan to the original project. TIF funds used for the relocation of the rail spur behind building and developing a solid base at the site to accomodate expansion of this processing plant.,2012,0,0,0,0,12700,838800,0,0,,12700,838800,2.17448,18239.54,276.16
28-2152,DOUGLAS,28,TIF 2152 Quality Refrigerated Service #2,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"3301 ""G"" Street",This is a new amended plan to the original project. TIF funds used for the relocation of the rail spur behind building and developing a solid base at the site to accomodate expansion of this processing plant.,2013,0,0,0,0,12700,838800,0,0,,12700,838800,2.19974,18451.42,279.37
28-2152,DOUGLAS,28,TIF 2152 Quality Refrigerated Service #2,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"3301 ""G"" Street",This is a new amended plan to the original project. TIF funds used for the relocation of the rail spur behind building and developing a solid base at the site to accomodate expansion of this processing plant.,2014,0,0,0,0,12700,838800,0,0,,12700,838800,2.18859,18357.89,277.95
28-2152,DOUGLAS,28,TIF 2152 Quality Refrigerated Service #2,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"3301 ""G"" Street",This is a new amended plan to the original project. TIF funds used for the relocation of the rail spur behind building and developing a solid base at the site to accomodate expansion of this processing plant.,2015,0,0,0,0,12700,838800,0,0,,12700,838800,2.23039,18708.51,283.26
28-2152,DOUGLAS,28,TIF 2152 Quality Refrigerated Service #2,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"3301 ""G"" Street",This is a new amended plan to the original project. TIF funds used for the relocation of the rail spur behind building and developing a solid base at the site to accomodate expansion of this processing plant.,2016,0,0,0,0,12700,838800,0,0,,12700,838800,2.23537,18750.28,283.89
28-2152,DOUGLAS,28,TIF 2152 Quality Refrigerated Service #2,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"3301 ""G"" Street",This is a new amended plan to the original project. TIF funds used for the relocation of the rail spur behind building and developing a solid base at the site to accomodate expansion of this processing plant.,2017,0,0,0,0,12700,835600,0,0,,12700,835600,2.24872,18790.3,285.59
28-2152,DOUGLAS,28,TIF 2152 Quality Refrigerated Service #2,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"3301 ""G"" Street",This is a new amended plan to the original project. TIF funds used for the relocation of the rail spur behind building and developing a solid base at the site to accomodate expansion of this processing plant.,2018,0,0,0,0,12700,835600,0,0,,12700,835600,2.23667,18689.61,284.06
28-2153,DOUGLAS,28,"TIF 2153 Hy-Vee, Inc",11/18/03,OMAHA,OMAHA 1,28-0001,,5,Area is located between 51st Street and 52nd bounded by Center Street on the south  and Hickory street on the north,Public improvements and sewer relocation,2004,0,0,1960100,100,0,0,0,0,,1960100,100,2.14791,2.15,42101.18
28-2153,DOUGLAS,28,"TIF 2153 Hy-Vee, Inc",11/18/03,OMAHA,OMAHA 1,28-0001,,5,Area is located between 51st Street and 52nd bounded by Center Street on the south  and Hickory street on the north,Public improvements and sewer relocation,2005,0,0,1960100,2090500,0,0,0,0,,1960100,2090500,2.09798,43858.27,41122.51
28-2153,DOUGLAS,28,"TIF 2153 Hy-Vee, Inc",11/18/03,OMAHA,OMAHA 1,28-0001,,5,Area is located between 51st Street and 52nd bounded by Center Street on the south  and Hickory street on the north,Public improvements and sewer relocation,2006,0,0,1960100,3843900,0,0,0,0,,1960100,3843900,2.07512,79765.54,40674.43
28-2153,DOUGLAS,28,"TIF 2153 Hy-Vee, Inc",11/18/03,OMAHA,OMAHA 1,28-0001,,5,Area is located between 51st Street and 52nd bounded by Center Street on the south  and Hickory street on the north,Public improvements and sewer relocation,2007,0,0,1960100,3843900,0,0,0,0,,1960100,3843900,2.05403,78954.86,40261.04
28-2153,DOUGLAS,28,"TIF 2153 Hy-Vee, Inc",11/18/03,OMAHA,OMAHA 1,28-0001,,5,Area is located between 51st Street and 52nd bounded by Center Street on the south  and Hickory street on the north,Public improvements and sewer relocation,2008,0,0,1960100,3843900,0,0,0,0,,1960100,3843900,2.05498,78991.38,40279.66
28-2153,DOUGLAS,28,"TIF 2153 Hy-Vee, Inc",11/18/03,OMAHA,OMAHA 1,28-0001,,5,Area is located between 51st Street and 52nd bounded by Center Street on the south  and Hickory street on the north,Public improvements and sewer relocation,2009,0,0,1960100,3843900,0,0,0,0,,1960100,3843900,2.13427,82039.2,41833.83
28-2153,DOUGLAS,28,"TIF 2153 Hy-Vee, Inc",11/18/03,OMAHA,OMAHA 1,28-0001,,5,Area is located between 51st Street and 52nd bounded by Center Street on the south  and Hickory street on the north,Public improvements and sewer relocation,2010,0,0,1960100,3843900,0,0,0,0,,1960100,3843900,2.17816,83726.29,42694.11
28-2153,DOUGLAS,28,"TIF 2153 Hy-Vee, Inc",11/18/03,OMAHA,OMAHA 1,28-0001,,5,Area is located between 51st Street and 52nd bounded by Center Street on the south  and Hickory street on the north,Public improvements and sewer relocation,2011,0,0,1960100,3843900,0,0,0,0,,1960100,3843900,2.17798,83719.37,42690.59
28-2153,DOUGLAS,28,"TIF 2153 Hy-Vee, Inc",11/18/03,OMAHA,OMAHA 1,28-0001,,5,Area is located between 51st Street and 52nd bounded by Center Street on the south  and Hickory street on the north,Public improvements and sewer relocation,2012,0,0,1960100,3008100,0,0,0,0,,1960100,3008100,2.17448,65410.53,42621.98
28-2153,DOUGLAS,28,"TIF 2153 Hy-Vee, Inc",11/18/03,OMAHA,OMAHA 1,28-0001,,5,Area is located between 51st Street and 52nd bounded by Center Street on the south  and Hickory street on the north,Public improvements and sewer relocation,2013,0,0,1960100,3803000,0,0,0,0,,1960100,3803000,2.19974,83656.11,43117.1
28-2153,DOUGLAS,28,"TIF 2153 Hy-Vee, Inc",11/18/03,OMAHA,OMAHA 1,28-0001,,5,Area is located between 51st Street and 52nd bounded by Center Street on the south  and Hickory street on the north,Public improvements and sewer relocation,2014,0,0,1960100,3803000,0,0,0,0,,1960100,3803000,2.18859,83232.08,42898.55
28-2153,DOUGLAS,28,"TIF 2153 Hy-Vee, Inc",11/18/03,OMAHA,OMAHA 1,28-0001,,5,Area is located between 51st Street and 52nd bounded by Center Street on the south  and Hickory street on the north,Public improvements and sewer relocation,2015,0,0,1960100,3803000,0,0,0,0,,1960100,3803000,2.23039,84821.73,43717.87
28-2153,DOUGLAS,28,"TIF 2153 Hy-Vee, Inc",11/18/03,OMAHA,OMAHA 1,28-0001,,5,Area is located between 51st Street and 52nd bounded by Center Street on the south  and Hickory street on the north,Public improvements and sewer relocation,2016,0,0,1960100,3803000,0,0,0,0,,1960100,3803000,2.23537,85011.12,43815.49
28-2153,DOUGLAS,28,"TIF 2153 Hy-Vee, Inc",11/18/03,OMAHA,OMAHA 1,28-0001,,5,Area is located between 51st Street and 52nd bounded by Center Street on the south  and Hickory street on the north,Public improvements and sewer relocation,2017,0,0,1960100,3803000,0,0,0,0,,1960100,3803000,2.24872,85518.82,44077.16
28-2153,DOUGLAS,28,"TIF 2153 Hy-Vee, Inc",11/18/03,OMAHA,OMAHA 1,28-0001,,5,Area is located between 51st Street and 52nd bounded by Center Street on the south  and Hickory street on the north,Public improvements and sewer relocation,2018,0,0,1960100,3931000,0,0,0,0,,1960100,3931000,2.23667,87923.5,43840.97
28-2155,DOUGLAS,28,"TIF 2155 Twenty Fourth & Hamilton, LLC",11/18/03,OMAHA,OMAHA 1,28-0001,,5,24th & Hamilton,TIF funds used for public improvements and site prep for commercial development.,2007,0,0,62200,1242100,0,0,0,0,,62200,1242100,2.05403,25513.11,1277.61
