"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export 2021 TIF Report  certified as of 2-25-2022,,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SCHOOL CODES & Class,,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
27-6670,DODGE,27,TIF NORTHEAST BIO-DIESEL,5/2/2007,SCRIBNER,SCRIBNER-SYNDER 62,27-0062,,3,"Tracts of land in Section 31, T20, R7","TIF funds used for acquisition and redevelopment of real estate to establish a 5,000,000 gallon bio-diesel production facility.",2020,0,0,109665,760345,0,0,0,0,,109665,760345,1.574432,11971.12,1726.6
27-6671,DODGE,27,TIF SOUTH BROAD ST. AREA 2010,1/1/2011,FREMONT,FREMONT 1,27-0001,,3,"Approx. 20 parcels, various lots in Sawyer Sub Blocks 1 & 2 , various lots Sawyer Second Sub Blk 3, and various tax lots Section 23 and 26 T17 R8, FremontDescripton: TIF funds to be used for acquistion of an exi","TIF funds to be used for acquistion of an existing building and adjacent land, construction of 11,000 sq ft addition, demolition of certain existing structures, installation of parking facilities and related improvements for a facility to be leased to State of NE Dept. of Health & Human Services.",2011,68575,0,2098895,1335720,0,0,0,0,,2167470,1335720,1.973428,26359.48,42773.46
27-6671,DODGE,27,TIF SOUTH BROAD ST. AREA 2010,1/1/2011,FREMONT,FREMONT 1,27-0001,,3,"Approx. 20 parcels, various lots in Sawyer Sub Blocks 1 & 2 , various lots Sawyer Second Sub Blk 3, and various tax lots Section 23 and 26 T17 R8, FremontDescripton: TIF funds to be used for acquistion of an exi","TIF funds to be used for acquistion of an existing building and adjacent land, construction of 11,000 sq ft addition, demolition of certain existing structures, installation of parking facilities and related improvements for a facility to be leased to State of NE Dept. of Health & Human Services.",2012,68575,0,2098895,1467670,0,0,0,0,,2167470,1467670,1.966422,28860.6,42621.61
27-6671,DODGE,27,TIF SOUTH BROAD ST. AREA 2010,1/1/2011,FREMONT,FREMONT 1,27-0001,,3,"Approx. 20 parcels, various lots in Sawyer Sub Blocks 1 & 2 , various lots Sawyer Second Sub Blk 3, and various tax lots Section 23 and 26 T17 R8, FremontDescripton: TIF funds to be used for acquistion of an exi","TIF funds to be used for acquistion of an existing building and adjacent land, construction of 11,000 sq ft addition, demolition of certain existing structures, installation of parking facilities and related improvements for a facility to be leased to State of NE Dept. of Health & Human Services.",2013,64970,0,2094535,1493209,0,0,0,0,,2159505,1493209,2.033402,30362.94,43911.42
27-6671,DODGE,27,TIF SOUTH BROAD ST. AREA 2010,1/1/2011,FREMONT,FREMONT 1,27-0001,,3,"Approx. 20 parcels, various lots in Sawyer Sub Blocks 1 & 2 , various lots Sawyer Second Sub Blk 3, and various tax lots Section 23 and 26 T17 R8, FremontDescripton: TIF funds to be used for acquistion of an exi","TIF funds to be used for acquistion of an existing building and adjacent land, construction of 11,000 sq ft addition, demolition of certain existing structures, installation of parking facilities and related improvements for a facility to be leased to State of NE Dept. of Health & Human Services.",2014,64970,2250,2094535,1589854,0,0,0,0,,2159505,1592104,1.973072,31413.36,42608.59
27-6671,DODGE,27,TIF SOUTH BROAD ST. AREA 2010,1/1/2011,FREMONT,FREMONT 1,27-0001,,3,"Approx. 20 parcels, various lots in Sawyer Sub Blocks 1 & 2 , various lots Sawyer Second Sub Blk 3, and various tax lots Section 23 and 26 T17 R8, FremontDescripton: TIF funds to be used for acquistion of an exi","TIF funds to be used for acquistion of an existing building and adjacent land, construction of 11,000 sq ft addition, demolition of certain existing structures, installation of parking facilities and related improvements for a facility to be leased to State of NE Dept. of Health & Human Services.",2015,64970,2250,2094535,1720651,0,0,0,0,,2159505,1722901,1.966559,33881.86,42467.94
27-6671,DODGE,27,TIF SOUTH BROAD ST. AREA 2010,1/1/2011,FREMONT,FREMONT 1,27-0001,,3,"Approx. 20 parcels, various lots in Sawyer Sub Blocks 1 & 2 , various lots Sawyer Second Sub Blk 3, and various tax lots Section 23 and 26 T17 R8, FremontDescripton: TIF funds to be used for acquistion of an exi","TIF funds to be used for acquistion of an existing building and adjacent land, construction of 11,000 sq ft addition, demolition of certain existing structures, installation of parking facilities and related improvements for a facility to be leased to State of NE Dept. of Health & Human Services.",2016,64970,2250,2094535,1827936,0,0,0,0,,2159505,1830186,1.98324,36296.98,42828.17
27-6671,DODGE,27,TIF SOUTH BROAD ST. AREA 2010,1/1/2011,FREMONT,FREMONT 1,27-0001,,3,"Approx. 20 parcels, various lots in Sawyer Sub Blocks 1 & 2 , various lots Sawyer Second Sub Blk 3, and various tax lots Section 23 and 26 T17 R8, FremontDescripton: TIF funds to be used for acquistion of an exi","TIF funds to be used for acquistion of an existing building and adjacent land, construction of 11,000 sq ft addition, demolition of certain existing structures, installation of parking facilities and related improvements for a facility to be leased to State of NE Dept. of Health & Human Services.",2017,64970,2250,2094535,1827936,0,0,0,0,,2159505,1830186,2.041365,37360.78,44083.38
27-6671,DODGE,27,TIF SOUTH BROAD ST. AREA 2010,1/1/2011,FREMONT,FREMONT 1,27-0001,,3,"Approx. 20 parcels, various lots in Sawyer Sub Blocks 1 & 2 , various lots Sawyer Second Sub Blk 3, and various tax lots Section 23 and 26 T17 R8, FremontDescripton: TIF funds to be used for acquistion of an exi","TIF funds to be used for acquistion of an existing building and adjacent land, construction of 11,000 sq ft addition, demolition of certain existing structures, installation of parking facilities and related improvements for a facility to be leased to State of NE Dept. of Health & Human Services.",2018,64970,2250,2023905,1977551,0,0,0,0,,2088875,1979801,2.084558,41270.18,43543.81
27-6671,DODGE,27,TIF SOUTH BROAD ST. AREA 2010,1/1/2011,FREMONT,FREMONT 1,27-0001,,3,"Approx. 20 parcels, various lots in Sawyer Sub Blocks 1 & 2 , various lots Sawyer Second Sub Blk 3, and various tax lots Section 23 and 26 T17 R8, FremontDescripton: TIF funds to be used for acquistion of an exi","TIF funds to be used for acquistion of an existing building and adjacent land, construction of 11,000 sq ft addition, demolition of certain existing structures, installation of parking facilities and related improvements for a facility to be leased to State of NE Dept. of Health & Human Services.",2019,45604,0,2023905,2543020,0,0,0,0,,2069509,2543020,2.047225,52061.64,42367.51
27-6671,DODGE,27,TIF SOUTH BROAD ST. AREA 2010,1/1/2011,FREMONT,FREMONT 1,27-0001,,3,"Approx. 20 parcels, various lots in Sawyer Sub Blocks 1 & 2 , various lots Sawyer Second Sub Blk 3, and various tax lots Section 23 and 26 T17 R8, FremontDescripton: TIF funds to be used for acquistion of an exi","TIF funds to be used for acquistion of an existing building and adjacent land, construction of 11,000 sq ft addition, demolition of certain existing structures, installation of parking facilities and related improvements for a facility to be leased to State of NE Dept. of Health & Human Services.",2020,64970,0,2088138,3375509,0,0,0,0,,2153108,3375509,1.940584,65504.66,41782.87
27-6672,DODGE,27,TIF SNYDER REDV. AREA 1,1/1/2015,SNYDER,SCRIBNER-SNYDER 62,27-0062,,3,Parcel #270139561 PT TL 38 All TL 39 & 44  13-30-5  9.54 acres,Water main extension and street resurfacing associated with Hunke Property.,2015,0,0,36350,2249510,0,0,0,0,,36350,2249510,1.8039,40578.92,655.72
27-6672,DODGE,27,TIF SNYDER REDV. AREA 1,1/1/2015,SNYDER,SCRIBNER-SNYDER 62,27-0062,,3,Parcel #270139561 PT TL 38 All TL 39 & 44  13-30-5  9.54 acres,Water main extension and street resurfacing associated with Hunke Property.,2016,0,0,36350,2269130,0,0,0,0,,36350,2269130,1.752074,39756.84,636.88
27-6672,DODGE,27,TIF SNYDER REDV. AREA 1,1/1/2015,SNYDER,SCRIBNER-SNYDER 62,27-0062,,3,Parcel #270139561 PT TL 38 All TL 39 & 44  13-30-5  9.54 acres,Water main extension and street resurfacing associated with Hunke Property.,2017,0,0,36350,2183970,0,0,0,0,,36350,2183970,1.737414,37944.6,631.55
27-6672,DODGE,27,TIF SNYDER REDV. AREA 1,1/1/2015,SNYDER,SCRIBNER-SNYDER 62,27-0062,,3,Parcel #270139561 PT TL 38 All TL 39 & 44  13-30-5  9.54 acres,Water main extension and street resurfacing associated with Hunke Property.,2018,0,0,36350,2156645,0,0,0,0,,36350,2156645,1.758876,37932.7,639.35
27-6672,DODGE,27,TIF SNYDER REDV. AREA 1,1/1/2015,SNYDER,SCRIBNER-SNYDER 62,27-0062,,3,Parcel #270139561 PT TL 38 All TL 39 & 44  13-30-5  9.54 acres,Water main extension and street resurfacing associated with Hunke Property.,2019,0,0,36350,2156645,0,0,0,0,,36350,2156645,1.720693,37109.26,625.47
27-6672,DODGE,27,TIF SNYDER REDV. AREA 1,1/1/2015,SNYDER,SCRIBNER-SNYDER 62,27-0062,,3,Parcel #270139561 PT TL 38 All TL 39 & 44  13-30-5  9.54 acres,Water main extension and street resurfacing associated with Hunke Property.,2020,0,0,36350,2156645,0,0,0,0,,36350,2156645,1.694848,36551.86,616.08
27-6673,DODGE,27,TIF 23RD & YAGER HOTEL PROJ,1/1/2017,FREMONT,FREMONT 1,27-0001,,3,"Lot 1 Yager Place Subdivision, Fremont",Construction of new approx 75-room 3-story hotel with approx 77 controlled access parking stalls and associated improvements.,2017,0,0,345065,3456660,0,0,0,0,,345065,3456660,2.041365,70563.06,7044.04
27-6673,DODGE,27,TIF 23RD & YAGER HOTEL PROJ,1/1/2017,FREMONT,FREMONT 1,27-0001,,3,"Lot 1 Yager Place Subdivision, Fremont",Construction of new approx 75-room 3-story hotel with approx 77 controlled access parking stalls and associated improvements.,2018,0,0,345065,3567265,0,0,0,0,,345065,3567265,2.084558,74361.74,7193.08
27-6673,DODGE,27,TIF 23RD & YAGER HOTEL PROJ,1/1/2017,FREMONT,FREMONT 1,27-0001,,3,"Lot 1 Yager Place Subdivision, Fremont",Construction of new approx 75-room 3-story hotel with approx 77 controlled access parking stalls and associated improvements.,2019,0,0,345065,3982064,0,0,0,0,,345065,3982064,2.047225,81521.82,7064.26
27-6673,DODGE,27,TIF 23RD & YAGER HOTEL PROJ,1/1/2017,FREMONT,FREMONT 1,27-0001,,3,"Lot 1 Yager Place Subdivision, Fremont",Construction of new approx 75-room 3-story hotel with approx 77 controlled access parking stalls and associated improvements.,2020,0,0,345065,3982064,0,0,0,0,,345065,3982064,1.940584,77275.3,6696.28
27-6674,DODGE,27,TIF FIRST NATIONAL BANK NE DEV,1/1/2017,HOOPER,LOGAN-VIEW 594,27-0594,,3,"Lots 9, 10, 11, and 12 Block 10, Hooper NE",Construction of a branch banking facility and associated improvements. Amended start date from 2016 to 2017.,2017,0,0,5500,876720,0,0,0,0,,5500,876720,2.248615,19714.06,123.67
27-6674,DODGE,27,TIF FIRST NATIONAL BANK NE DEV,1/1/2017,HOOPER,LOGAN-VIEW 594,27-0594,,3,"Lots 9, 10, 11, and 12 Block 10, Hooper NE",Construction of a branch banking facility and associated improvements. Amended start date from 2016 to 2017.,2018,0,0,2500,896995,0,0,0,0,,2500,896995,2.216166,19878.94,55.4
27-6674,DODGE,27,TIF FIRST NATIONAL BANK NE DEV,1/1/2017,HOOPER,LOGAN-VIEW 594,27-0594,,3,"Lots 9, 10, 11, and 12 Block 10, Hooper NE",Construction of a branch banking facility and associated improvements. Amended start date from 2016 to 2017.,2019,0,0,2500,896995,0,0,0,0,,2500,896995,2.197203,19708.84,54.93
27-6674,DODGE,27,TIF FIRST NATIONAL BANK NE DEV,1/1/2017,HOOPER,LOGAN-VIEW 594,27-0594,,3,"Lots 9, 10, 11, and 12 Block 10, Hooper NE",Construction of a branch banking facility and associated improvements. Amended start date from 2016 to 2017.,2020,0,0,5500,876077,0,0,0,0,,5500,876077,2.171438,19023.5,119.43
27-6675,DODGE,27,TIF FOUNTAIN SPRINGS ESTATES HSING,1/1/2017,FREMONT,FREMONT 1,27-0001,,3,Lot 1 Fountain Springs Estates Subdivision,Construction of a new 32-unit multifamily affordable apartment project for qualifying senior residents and associated improvements.,2017,0,0,223200,1092900,0,0,0,0,,223200,1092900,2.041365,22310.08,4556.33
27-6675,DODGE,27,TIF FOUNTAIN SPRINGS ESTATES HSING,1/1/2017,FREMONT,FREMONT 1,27-0001,,3,Lot 1 Fountain Springs Estates Subdivision,Construction of a new 32-unit multifamily affordable apartment project for qualifying senior residents and associated improvements.,2018,0,0,223200,2512850,0,0,0,0,,223200,2512850,2.084558,52381.86,4652.73
27-6675,DODGE,27,TIF FOUNTAIN SPRINGS ESTATES HSING,1/1/2017,FREMONT,FREMONT 1,27-0001,,3,Lot 1 Fountain Springs Estates Subdivision,Construction of a new 32-unit multifamily affordable apartment project for qualifying senior residents and associated improvements.,2019,0,0,223200,519574,0,0,0,0,,223200,519574,2.047225,10636.88,4569.41
27-6675,DODGE,27,TIF FOUNTAIN SPRINGS ESTATES HSING,1/1/2017,FREMONT,FREMONT 1,27-0001,,3,Lot 1 Fountain Springs Estates Subdivision,Construction of a new 32-unit multifamily affordable apartment project for qualifying senior residents and associated improvements.,2020,0,0,223200,3193008,0,0,0,0,,223200,3193008,1.940584,61963.02,4331.38
27-6676,DODGE,27,TIF YAGER RETAIL DEVELP PHASE 1,1/1/2017,FREMONT,FREMONT 1,27-0001,,3,Lot 2 Yager Place Subdivision Replat,"Construction of new approx 9,450 sq ft multi-tenant building, incorporating retail and restaurant uses, and associated improvements.",2017,0,0,219275,738625,0,0,0,0,,219275,738625,2.041365,15078.04,4476.2
27-6676,DODGE,27,TIF YAGER RETAIL DEVELP PHASE 1,1/1/2017,FREMONT,FREMONT 1,27-0001,,3,Lot 2 Yager Place Subdivision Replat,"Construction of new approx 9,450 sq ft multi-tenant building, incorporating retail and restaurant uses, and associated improvements.",2018,0,0,219275,870195,0,0,0,0,,219275,870195,2.084558,18139.76,4570.91
27-6676,DODGE,27,TIF YAGER RETAIL DEVELP PHASE 1,1/1/2017,FREMONT,FREMONT 1,27-0001,,3,Lot 2 Yager Place Subdivision Replat,"Construction of new approx 9,450 sq ft multi-tenant building, incorporating retail and restaurant uses, and associated improvements.",2019,0,0,219275,949725,0,0,0,0,,219275,949725,2.047225,19443.12,4489.05
27-6676,DODGE,27,TIF YAGER RETAIL DEVELP PHASE 1,1/1/2017,FREMONT,FREMONT 1,27-0001,,3,Lot 2 Yager Place Subdivision Replat,"Construction of new approx 9,450 sq ft multi-tenant building, incorporating retail and restaurant uses, and associated improvements.",2020,0,0,219275,1115413,0,0,0,0,,219275,1115413,1.940584,21645.52,4255.22
27-6677,DODGE,27,TIF YAGER RETAIL DEVELP PHASE 2,1/1/2017,FREMONT,FREMONT 1,27-0001,,3,Lot 3 Yager Place Subdivision Replat,"Construction of a new approx 5,000 sq ft retail building and associated improvements.",2017,0,0,219270,484390,0,0,0,0,,219270,484390,2.041365,9888.18,4476.1
27-6677,DODGE,27,TIF YAGER RETAIL DEVELP PHASE 2,1/1/2017,FREMONT,FREMONT 1,27-0001,,3,Lot 3 Yager Place Subdivision Replat,"Construction of a new approx 5,000 sq ft retail building and associated improvements.",2018,0,0,219270,617270,0,0,0,0,,219270,617270,2.084558,12867.38,4570.81
27-6677,DODGE,27,TIF YAGER RETAIL DEVELP PHASE 2,1/1/2017,FREMONT,FREMONT 1,27-0001,,3,Lot 3 Yager Place Subdivision Replat,"Construction of a new approx 5,000 sq ft retail building and associated improvements.",2019,0,0,219270,669589,0,0,0,0,,219270,669589,2.047225,13708.04,4488.95
27-6677,DODGE,27,TIF YAGER RETAIL DEVELP PHASE 2,1/1/2017,FREMONT,FREMONT 1,27-0001,,3,Lot 3 Yager Place Subdivision Replat,"Construction of a new approx 5,000 sq ft retail building and associated improvements.",2020,0,0,219270,778588,0,0,0,0,,219270,778588,1.940584,15109.2,4255.12
27-6678,DODGE,27,TIF COSTCO POULTRY COMPLEX PRJ 1,1/1/2018,FREMONT,FREMONT 1,27-0001,,3,"A tract of land to be annexed into the City of Fremont, located in part of NE and NW Quarters of Section 26, Township 17N, Range 8E of the 6th P.M.; and a tract of land to be annexed into the City of Fremont, located in part of SE1/4NE1/4, and part of the E1/2NW1/4 and part of the SW1/4 and part of the W1/2SE1/4 of Section 25, and part of the NW1/4NE1/4 of Section 36, Township 17N, Range 8E of the 6th P.M.","TIF Funds to be used for site acquisition, site preparation, architectural and engineering fees, utility extension and installation, street paving and other infrastructure improvements, façade enhancements, public sidewalk improvements, energy enhancements, landscaping and other improvements for the construction of an integrated poultry complex and associated improvements.",2018,0,0,653560,24985,1019385,224120,596190,0,,2269135,249105,2.084558,5192.88,47301.44
27-6678,DODGE,27,TIF COSTCO POULTRY COMPLEX PRJ 1,1/1/2018,FREMONT,FREMONT 1,27-0001,,3,"A tract of land to be annexed into the City of Fremont, located in part of NE and NW Quarters of Section 26, Township 17N, Range 8E of the 6th P.M.; and a tract of land to be annexed into the City of Fremont, located in part of SE1/4NE1/4, and part of the E1/2NW1/4 and part of the SW1/4 and part of the W1/2SE1/4 of Section 25, and part of the NW1/4NE1/4 of Section 36, Township 17N, Range 8E of the 6th P.M.","TIF Funds to be used for site acquisition, site preparation, architectural and engineering fees, utility extension and installation, street paving and other infrastructure improvements, façade enhancements, public sidewalk improvements, energy enhancements, landscaping and other improvements for the construction of an integrated poultry complex and associated improvements.",2019,0,0,846649,24985,1445863,123416691,0,0,,2292512,123441676,2.047225,2527129.04,46932.88
27-6678,DODGE,27,TIF COSTCO POULTRY COMPLEX PRJ 1,1/1/2018,FREMONT,FREMONT 1,27-0001,,3,"A tract of land to be annexed into the City of Fremont, located in part of NE and NW Quarters of Section 26, Township 17N, Range 8E of the 6th P.M.; and a tract of land to be annexed into the City of Fremont, located in part of SE1/4NE1/4, and part of the E1/2NW1/4 and part of the SW1/4 and part of the W1/2SE1/4 of Section 25, and part of the NW1/4NE1/4 of Section 36, Township 17N, Range 8E of the 6th P.M.","TIF Funds to be used for site acquisition, site preparation, architectural and engineering fees, utility extension and installation, street paving and other infrastructure improvements, façade enhancements, public sidewalk improvements, energy enhancements, landscaping and other improvements for the construction of an integrated poultry complex and associated improvements.",2020,0,0,831248,39573,1449155,149169064,0,0,,2280403,149208637,1.940584,2895518.98,44253.14
27-6679,DODGE,27,TIF SCHOOL PARK SUBDV 308 WestMaple,1/1/2019,HOOPER,LOGAN-VIEW 594,27-0594,,3,Lot 5 School Park Subdivision Hooper PID 270140101,"TIF funds used for site acquisition, site preparation, including without limitation, engineering, platting, grading, and other preliminary costs, street installation and paving for public streets in the Project Site, extension and construction of public utilities associated with the Redevelopment area consisting of a residential, single family subdivision.",2019,12250,145535,0,0,0,0,0,0,,12250,145535,2.197203,3197.7,269.16
27-6679,DODGE,27,TIF SCHOOL PARK SUBDV 308 WestMaple,1/1/2019,HOOPER,LOGAN-VIEW 594,27-0594,,3,Lot 5 School Park Subdivision Hooper PID 270140101,"TIF funds used for site acquisition, site preparation, including without limitation, engineering, platting, grading, and other preliminary costs, street installation and paving for public streets in the Project Site, extension and construction of public utilities associated with the Redevelopment area consisting of a residential, single family subdivision.",2020,12250,145535,0,0,0,0,0,0,,12250,145535,2.171438,3160.2,266
27-6680,DODGE,27,TIF SCHOOL PARK SUBDV 201 NorthPark,1/1/2019,HOOPER,LOGAN-VIEW 594,27-0594,,3,"Lot 5, Lot 4 and the South 24 feet Lot 3 Block 29 PID 270140108 Hooper","TIF funds used for site acquisition, site preparation, including, without limitations, engineering, platting, grading and other site development costs, street installation and paving for public streets, extension and construction of public utilities associated with the construction of a residential, single family development.",2019,18035,257019,0,0,0,0,0,0,,18035,257019,2.197203,5647.28,396.27
27-6680,DODGE,27,TIF SCHOOL PARK SUBDV 201 NorthPark,1/1/2019,HOOPER,LOGAN-VIEW 594,27-0594,,3,"Lot 5, Lot 4 and the South 24 feet Lot 3 Block 29 PID 270140108 Hooper","TIF funds used for site acquisition, site preparation, including, without limitations, engineering, platting, grading and other site development costs, street installation and paving for public streets, extension and construction of public utilities associated with the construction of a residential, single family development.",2020,18035,257019,0,0,0,0,0,0,,18035,257019,2.171438,5581.02,391.62
27-6681,DODGE,27,TIF NEBR IRRIGATED SEEDS,1/1/2019,FREMONT,FREMONT 1,27-0001,,3,"Tax Lot 12 in 11-17-8 PID 270140304; Part of Lots 3 & 4 Block 3 LJ Abbott's Subdivision, PID 270140303; and All Lot 2, parts of Lots 1, 3 and 4 Block 3 LJ Abbott's Subdivision, and Tax Lot 43 Block 4 in 2-17-8  PID 270103404 Fremont","TIF funds used for land acquisition, extension of public utilities, architectural and engineering fees, site preparation, landscaping and other eligible public expenditures associated with new construction of approximately 100,000 square foot refrigerated warehouse.",2019,0,0,0,0,101800,5720474,0,0,,101800,5720474,2.047225,117111,2084.08
27-6681,DODGE,27,TIF NEBR IRRIGATED SEEDS,1/1/2019,FREMONT,FREMONT 1,27-0001,,3,"Tax Lot 12 in 11-17-8 PID 270140304; Part of Lots 3 & 4 Block 3 LJ Abbott's Subdivision, PID 270140303; and All Lot 2, parts of Lots 1, 3 and 4 Block 3 LJ Abbott's Subdivision, and Tax Lot 43 Block 4 in 2-17-8  PID 270103404 Fremont","TIF funds used for land acquisition, extension of public utilities, architectural and engineering fees, site preparation, landscaping and other eligible public expenditures associated with new construction of approximately 100,000 square foot refrigerated warehouse.",2020,0,0,0,0,101800,5720474,0,0,,101800,5720474,1.940584,111010.64,1975.51
27-6682,DODGE,27,TIF SCHOOL PARK SUBDIVISION 202 NorthPark,1/1/2020,HOOPER,LOGAN-VIEW 594,27-0594,,3,Lots 6 and 7 Block 22 School Park Subdivision; 2020 N Park; PID 270140102,"TIF funds to be used for site acquisition, site preparation, including, without limitation, engineering, platting, grading and other preliminary costs, street installation and paving for public streets in the Project Site, extension and construction of public utilities associtated with the redevelopment area consisting of a residential, single family subdivision.",2020,13143,123804,0,0,0,0,0,0,,13143,123804,2.171438,2688.36,285.39
27-6683,DODGE,27,TIF SCHOOL PARK SUBDIVISION 203 NorthPark,1/1/2020,HOOPER,LOGAN-VIEW 594,27-0594,,3,Lot B School Park Subdivision; 203 N Park St.; PID 270140106,"TIF funds to be used for site acquisition, site preparation, including, without limitation, engineering, platting, grading and other preliminary costs, street installation and paving for public streets in the Project Site, extension and construction of public utilities associtated with the redevelopment area consisting of a residential, single family subdivision.",2020,13141,160634,0,0,0,0,0,0,,13141,160634,2.171438,3488.08,285.35
27-6684,DODGE,27,TIF SCHOOL PARK SUBDIVISION 205 NorthPark,1/1/2020,HOOPER,LOGAN-VIEW 594,27-0594,,3,Lot A School Park Subdivision; 205 N Park St.; PID 270140105,"TIF funds to be used for site acquisition, site preparation, including, without limitation, engineering, platting, grading and other preliminary costs, street installation and paving for public streets in the Project Site, extension and construction of public utilities associtated with the redevelopment area consisting of a residential, single family subdivision.",2020,13125,28011,0,0,0,0,0,0,,13125,28011,2.171438,608.24,285
27-6685,DODGE,27,TIF FOUNTAIN SPRINGS APARTMENTS REDEV PRJ,1/1/2020,FREMONT,FREMONT 1,27-0001,,3,Lot 1 Fountain Springs Apartments First Addition; PID 270140980,"TIF funds used for 32nd and Yager Improvements, site acqusition, soil and material testing, city sidewalks and trail extensions, sanitary sewer and water extensions,  sewer and water permits, soil correction, mitigation, excavation and storm water, landscaping, street lighting, surface level concrete work, development fee, contractor's fee and overhead, architecture and engineering fees, capitalization interest on TIF loan, and legal fees needed for construction of a multi-familty apartment complex to be developed in phases.",2020,0,0,181500,1218327,0,0,0,0,,181500,1218327,1.940584,23642.68,3522.16
27-6686,DODGE,27,TIF WCBS REDEVELOPMENT PROJECT,1/1/2020,FREMONT,FREMONT 1,27-0001,,3,"Lot 2R, Block 1 Morningside North Business Park Replat; PID 270139047","TIF funds used for administration fees, cost of issuance, city improvements, site acquisition, site preparation and grading needed in the construction of an approximately 70,000 square foot warehouse with an office, parking lot and associated improvements.",2020,0,0,148300,1283665,0,0,0,0,,148300,1283665,1.940584,24910.6,2877.89
28-1533,DOUGLAS,28,"TIF 1533 Homes at River Road, LLC",2/9/2005,WATERLOO,DOUGLAS CO. WEST COMM. 15,28-0015,,3,All the lots and lands included within the Homes at the River Road Subdivision to the Village of Waterloo,"Developer will acquire and develop approximately 120 residential lots and related infrastructure to develop 18 lots as part of first phase. Thereafter, additional development will occur at the rate of 15 additional residential lots annually.This plan was amended on 7/17/2006 to include additional lots.",2005,30300,455000,0,0,0,0,0,0,,30300,455000,2.14914,9778.59,651.19
28-1533,DOUGLAS,28,"TIF 1533 Homes at River Road, LLC",2/9/2005,WATERLOO,DOUGLAS CO. WEST COMM. 15,28-0015,,3,All the lots and lands included within the Homes at the River Road Subdivision to the Village of Waterloo,"Developer will acquire and develop approximately 120 residential lots and related infrastructure to develop 18 lots as part of first phase. Thereafter, additional development will occur at the rate of 15 additional residential lots annually.This plan was amended on 7/17/2006 to include additional lots.",2006,30300,1966600,0,0,0,0,0,0,,30300,1966600,2.11707,41634.3,641.47
28-1533,DOUGLAS,28,"TIF 1533 Homes at River Road, LLC",2/9/2005,WATERLOO,DOUGLAS CO. WEST COMM. 15,28-0015,,3,All the lots and lands included within the Homes at the River Road Subdivision to the Village of Waterloo,"Developer will acquire and develop approximately 120 residential lots and related infrastructure to develop 18 lots as part of first phase. Thereafter, additional development will occur at the rate of 15 additional residential lots annually.This plan was amended on 7/17/2006 to include additional lots.",2007,30300,2115200,0,0,0,0,0,0,,30300,2115200,2.01694,42662.31,611.13
28-1533,DOUGLAS,28,"TIF 1533 Homes at River Road, LLC",2/9/2005,WATERLOO,DOUGLAS CO. WEST COMM. 15,28-0015,,3,All the lots and lands included within the Homes at the River Road Subdivision to the Village of Waterloo,"Developer will acquire and develop approximately 120 residential lots and related infrastructure to develop 18 lots as part of first phase. Thereafter, additional development will occur at the rate of 15 additional residential lots annually.This plan was amended on 7/17/2006 to include additional lots.",2008,30300,2125900,0,0,0,0,0,0,,30300,2125900,1.98671,42235.49,601.97
28-1533,DOUGLAS,28,"TIF 1533 Homes at River Road, LLC",2/9/2005,WATERLOO,DOUGLAS CO. WEST COMM. 15,28-0015,,3,All the lots and lands included within the Homes at the River Road Subdivision to the Village of Waterloo,"Developer will acquire and develop approximately 120 residential lots and related infrastructure to develop 18 lots as part of first phase. Thereafter, additional development will occur at the rate of 15 additional residential lots annually.This plan was amended on 7/17/2006 to include additional lots.",2009,30300,2097200,0,0,0,0,0,0,,30300,2097200,1.99846,41911.7,605.53
28-1533,DOUGLAS,28,"TIF 1533 Homes at River Road, LLC",2/9/2005,WATERLOO,DOUGLAS CO. WEST COMM. 15,28-0015,,3,All the lots and lands included within the Homes at the River Road Subdivision to the Village of Waterloo,"Developer will acquire and develop approximately 120 residential lots and related infrastructure to develop 18 lots as part of first phase. Thereafter, additional development will occur at the rate of 15 additional residential lots annually.This plan was amended on 7/17/2006 to include additional lots.",2010,30300,2098500,0,0,0,0,0,0,,30300,2098500,2.02107,42412.15,612.38
28-1533,DOUGLAS,28,"TIF 1533 Homes at River Road, LLC",2/9/2005,WATERLOO,DOUGLAS CO. WEST COMM. 15,28-0015,,3,All the lots and lands included within the Homes at the River Road Subdivision to the Village of Waterloo,"Developer will acquire and develop approximately 120 residential lots and related infrastructure to develop 18 lots as part of first phase. Thereafter, additional development will occur at the rate of 15 additional residential lots annually.This plan was amended on 7/17/2006 to include additional lots.",2011,30300,2125000,0,0,0,0,0,0,,30300,2125000,2.01384,42794.11,610.19
28-1533,DOUGLAS,28,"TIF 1533 Homes at River Road, LLC",2/9/2005,WATERLOO,DOUGLAS CO. WEST COMM. 15,28-0015,,3,All the lots and lands included within the Homes at the River Road Subdivision to the Village of Waterloo,"Developer will acquire and develop approximately 120 residential lots and related infrastructure to develop 18 lots as part of first phase. Thereafter, additional development will occur at the rate of 15 additional residential lots annually.This plan was amended on 7/17/2006 to include additional lots.",2012,30300,2083300,0,0,0,0,0,0,,30300,2083300,2.01362,41949.75,610.13
