"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export 2019 TIF Report  certified as of 2-21-2020,,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SCHOOL CODES & Class,,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
10-9047,BUFFALO,10,"TIF PEANUT BUTTER & JELLY, LLC",42736,KEARNEY,KEARNEY 7,10-0007,,3,"Lots 4 and 5 of Younes Center Fifth Addition, Parcel ID 580127250","Construct a 6,702 sq ft single story pavilion building with a deck on water and a 15,562 sq ft single story building with a deck on water.",2018,0,0,"272,975","1,500,130",0,0,0,0,,"272,975","1,500,130",1.812559,"27,190.74","4,947.83"
10-9047,BUFFALO,10,"TIF PEANUT BUTTER & JELLY, LLC",42736,KEARNEY,KEARNEY 7,10-0007,,3,"Lots 4 and 5 of Younes Center Fifth Addition, Parcel ID 580127250","Construct a 6,702 sq ft single story pavilion building with a deck on water and a 15,562 sq ft single story building with a deck on water.",2019,0,0,"272,975","3,264,275",0,0,0,0,,"272,975","3,264,275",1.855056,"60,554.14","5,063.84"
10-9048,BUFFALO,10,"TIF VSL Kearney, LLC",43101,KEARNEY,KEARNEY 7,10-0007,,3,"Parcel ID 580002900. Lot 1, Brookestone Gardens Add.","TIF Funds to be used for streets, water, sewer, electrical, sidewalks and landscaping for construction of a senior living community, known as Brookestone Gardens, which will consist of 60 beds of skilled nursing for short term rehabilitation and long term care, along with 40 apartments of assisted living.",2018,0,0,"84,285","220,675",0,0,0,0,,"84,285","220,675",1.812559,"3,999.86","1,527.72"
10-9048,BUFFALO,10,"TIF VSL Kearney, LLC",43101,KEARNEY,KEARNEY 7,10-0007,,3,"Parcel ID 580002900. Lot 1, Brookestone Gardens Add.","TIF Funds to be used for streets, water, sewer, electrical, sidewalks and landscaping for construction of a senior living community, known as Brookestone Gardens, which will consist of 60 beds of skilled nursing for short term rehabilitation and long term care, along with 40 apartments of assisted living.",2019,0,0,"84,285","4,549,255",0,0,0,0,,"84,285","4,549,255",1.855056,"84,391.24","1,563.53"
10-9049,BUFFALO,10,"TIF CONSTRUCTION RENTAL, INC",43101,KEARNEY,KEARNEY 7,10-0007,,3,"Parcel ID 602110000. Part of Lot 5, Block 58; Lots 1- 10, Block 59; and Lots 2 - 5, Block 60, East Lawn Add and the vacated Avenue O and 26th St.","TIF Funds to be used for demolition, water, sewer, public parking facilities, sidewalks, light, and landscaping to demolish two existing buildings and construct a new 14,400 s.f. building. Additionally, the west access drive will be relocated north on Avenue N to align with 26th St.",2018,0,0,"258,530",0,0,0,0,0,,"258,530",0,1.812559,0.00,"4,686.01"
10-9049,BUFFALO,10,"TIF CONSTRUCTION RENTAL, INC",43101,KEARNEY,KEARNEY 7,10-0007,,3,"Parcel ID 602110000. Part of Lot 5, Block 58; Lots 1- 10, Block 59; and Lots 2 - 5, Block 60, East Lawn Add and the vacated Avenue O and 26th St.","TIF Funds to be used for demolition, water, sewer, public parking facilities, sidewalks, light, and landscaping to demolish two existing buildings and construct a new 14,400 s.f. building. Additionally, the west access drive will be relocated north on Avenue N to align with 26th St.",2019,0,0,"381,505","502,465",0,0,0,0,,"381,505","502,465",1.855056,"9,321.02","7,077.13"
10-9050,BUFFALO,10,TIF DJ GILBERT,43101,KEARNEY,KEARNEY 7,10-0007,,3,"Parcel ID 600392000. The West 46 ft. of Lots 269 - 272, Original Town of Kearney Junction, now the City of Kearney, Buffalo County, Nebraska.","TIF Funds will be used for demolition, asbestos removal, water, sewer, electrical, public parking facilities, landscaping and detention cell to demolish two extisting deteriorating buildings and replace with a new steel-framed 2,520 sq. ft. storage building with office and bathroom.",2018,0,0,"24,440",0,0,0,0,0,,"24,440",0,1.812559,0.00,442.99
10-9050,BUFFALO,10,TIF DJ GILBERT,43101,KEARNEY,KEARNEY 7,10-0007,,3,"Parcel ID 600392000. The West 46 ft. of Lots 269 - 272, Original Town of Kearney Junction, now the City of Kearney, Buffalo County, Nebraska.","TIF Funds will be used for demolition, asbestos removal, water, sewer, electrical, public parking facilities, landscaping and detention cell to demolish two extisting deteriorating buildings and replace with a new steel-framed 2,520 sq. ft. storage building with office and bathroom.",2019,0,0,"50,165","172,735",0,0,0,0,,"50,165","172,735",1.855056,"3,204.34",930.59
10-9051,BUFFALO,10,"TIF DANCO II  2767 KEARNEY, LLC",43101,KEARNEY,KEARNEY 7,10-0007,,3,"Parcel ID 600066000. Lot 1, Danco KN Addition","TIF Funds will be used for demolition, street improvements, site utilities, public parking facilities, sidewalks, lighting, site preparation, erosion control, and landscaping of an existing building to construct a new Mini-Mart Convenience Store, along with new canopy and fuel tanks.",2018,0,0,"923,035","21,835",0,0,0,0,,"923,035","21,835",1.812559,395.78,"16,730.55"
10-9051,BUFFALO,10,"TIF DANCO II  2767 KEARNEY, LLC",43101,KEARNEY,KEARNEY 7,10-0007,,3,"Parcel ID 600066000. Lot 1, Danco KN Addition","TIF Funds will be used for demolition, street improvements, site utilities, public parking facilities, sidewalks, lighting, site preparation, erosion control, and landscaping of an existing building to construct a new Mini-Mart Convenience Store, along with new canopy and fuel tanks.",2019,0,0,"923,035","105,590",0,0,0,0,,"923,035","105,590",1.855056,"1,958.76","17,122.82"
10-9052,BUFFALO,10,"TIF KAAPA ETHANOL HOLDINGS, LLC",43466,KEARNEY,KEARNEY 7,10-0007,,3,Lots 1 and 2 Block 2 Lake Villa Estates Addition Kearney PID 603741115,"TIF funds to be used to demolish, clear and remove all present buildings, structures, trees, septic system, well and other objects located on the premises, grading on the premises, soil mitigation work on the premises, construction of a parking lot and parking lot lighting, construction of sidewalks, construction of a retaining wall, utility connections and other utility work to provide utility services to the new building, reconstruction of street curbs where needed, signage, landscaping, irrigation and other public improvements related to the same in association with the construction of a13,005 square foot commercial office building.",2019,0,0,"360,200",0,0,0,0,0,,"360,200",0,1.855056,0.00,"6,681.91"
10-9053,BUFFALO,10,"TIF GOODFELLOW'S PAINT & BODY, INC",43466,KEARNEY,KEARNEY 7,10-0007,,3,Lots 1 and 2 Big Boy Addition Kearney PID 600615000 and 600616000,"TIF funds to be used for site grading, modification of an existing detention cell, public parking, sidewalks, utilities, (water, sewer, electrical), lighting, landscaping, fencing, and other public improvements related to the same in association with the construction of a 7,500 square foot body repair and restoration shop with parking lot and driveway.",2019,0,0,"59,485","122,470",0,0,0,0,,"59,485","122,470",1.855056,"2,271.90","1,103.48"
10-9054,BUFFALO,10,TIF KEARNEY HABITAT FOR HUMANITY (PHASE II),43466,KEARNEY,KEARNEY 7,10-0007,,3,"Lot 12 Block 3 Marlatt Addition, Lots 8 & 9 Block1 Marlatt Second Addition, Lots 1,2,3,4 and 5 Block 1 Marlatt Third Addition, Lots 1,2,3,4,5,6 and 7 Block 2 Marlatt Third Addition, Lots 1,2,3,4 and 5 Block 3 Marlatt Third Addition Kearney PID's 600008024, 600008038, 600008039, 600008042, 600008043, 600008044, 600008045, 600008046, 60008047, 600008048, 600008049, 600008050, 600008051, 600008052, 600008053, 600008054, 6000089055, 600008056, 600008057, and 600008058","TIF funds used to develop, equip and construct public improvements and necessary infrastructure, including sewer and water infrastructure, paving and related dirt work, and other public improvements related to the same in association with the construction of a new residential subdivision containing three and four bedroom Habitiat  homes.",2019,"261,695",0,0,0,0,0,0,0,,"261,695",0,1.855056,0.00,"4,854.59"
10-9055,BUFFALO,10,"TIF BENDWAGER, LLC",43466,KEARNEY,KEARNEY 7,10-0007,,3,Abood Addition Lot 3 Kearney PID 608001030,"TIF funds used for exterior lighting, landscaping, site preparation, grading and erosion control, onsite infrastructure, paving and public parking, utilites (water, sewer, and electrical) signage, lighting, landscaping, and other public improvements related to the same associated with a 10,500 square foot commercial structure which will include a showroom, service area, storage area, canopy cover, 14,230 square foot concrete parking lot and driveway and exterior storage yard.",2019,0,0,"116,550",0,0,0,0,0,,"116,550",0,1.855056,0.00,"2,162.07"
10-9056,BUFFALO,10,TIF KEARNEY - HOLIDAY INN & CONVENTION CENTER,43466,KEARNEY,KEARNEY 7,10-0007,,3,Lot 1 Younes Center Sixth Addition Kearney PID 580090000,"TIF funds used for paving improvements for public parking, sanitary sewer and water improvements. The project will require the extension and relocation of the public utilites, internal private roadways, plus extension of 6th Avenue in association with the construction of a new 5 story hotel and convention center",2019,0,0,"388,400",0,0,0,0,0,,"388,400",0,1.855056,0.00,"7,205.04"
10-9057,BUFFALO,10,"TIF BOWMAN AGRONOMICS, INC",43466,KEARNEY,KEARNEY 7,10-0007,,3,Part of Lots 7 & 8 Block 1 Patriot Industrial Park Kearney PID 620143575,"TIF funds to be used for site preparation, grading and erosion control, onsite infrastructure, landscaping, irrigation, crushed concrete site work, paving irmpovements and utility connections, plus paving improvements made by City to Patriot Boulevard as well as other public improvements related to the same and associated with the construction of a 16,140 square foot warehouse, along with 11,500 square foot commercial space.",2019,0,0,0,0,"23,650","28,410",0,0,,"23,650","28,410",1.855056,527.02,438.72
10-9101,BUFFALO,10,TIF TRUE VALUE HARDWR L.WILKE,37627,RAVENNA,RAVENNA 69,10-0069,,3,"Lots 8-12, Block 28, Original Town of Ravenna","TIF funds used for decorative landscaping, site development, land acqusition, parking area and other improvements as needed for the construction of a 10,800 sq. ft. building to house retail selling area, offices, work and storage area.",2003,0,0,"35,430",0,0,0,0,0,,"124,285",0,2.168579,0.00,"2,695.22"
10-9101,BUFFALO,10,TIF TRUE VALUE HARDWR L.WILKE,37627,RAVENNA,RAVENNA 69,10-0069,,3,"Lots 8-12, Block 28, Original Town of Ravenna","TIF funds used for decorative landscaping, site development, land acqusition, parking area and other improvements as needed for the construction of a 10,800 sq. ft. building to house retail selling area, offices, work and storage area.",2004,0,0,"124,285","175,890",0,0,0,0,,"124,285","175,890",2.144967,"3,772.78","2,665.87"
10-9101,BUFFALO,10,TIF TRUE VALUE HARDWR L.WILKE,37627,RAVENNA,RAVENNA 69,10-0069,,3,"Lots 8-12, Block 28, Original Town of Ravenna","TIF funds used for decorative landscaping, site development, land acqusition, parking area and other improvements as needed for the construction of a 10,800 sq. ft. building to house retail selling area, offices, work and storage area.",2005,0,0,"124,285","125,715",0,0,0,0,,"124,285","125,715",2.130440,"2,678.28","2,647.82"
10-9101,BUFFALO,10,TIF TRUE VALUE HARDWR L.WILKE,37627,RAVENNA,RAVENNA 69,10-0069,,3,"Lots 8-12, Block 28, Original Town of Ravenna","TIF funds used for decorative landscaping, site development, land acqusition, parking area and other improvements as needed for the construction of a 10,800 sq. ft. building to house retail selling area, offices, work and storage area.",2006,0,0,"124,285","125,140",0,0,0,0,,"124,285","125,140",2.221661,"2,780.18","2,761.19"
10-9101,BUFFALO,10,TIF TRUE VALUE HARDWR L.WILKE,37627,RAVENNA,RAVENNA 69,10-0069,,3,"Lots 8-12, Block 28, Original Town of Ravenna","TIF funds used for decorative landscaping, site development, land acqusition, parking area and other improvements as needed for the construction of a 10,800 sq. ft. building to house retail selling area, offices, work and storage area.",2007,0,0,"124,285","125,140",0,0,0,0,,"124,285","125,140",2.236266,"2,798.46","2,779.34"
10-9101,BUFFALO,10,TIF TRUE VALUE HARDWR L.WILKE,37627,RAVENNA,RAVENNA 69,10-0069,,3,"Lots 8-12, Block 28, Original Town of Ravenna","TIF funds used for decorative landscaping, site development, land acqusition, parking area and other improvements as needed for the construction of a 10,800 sq. ft. building to house retail selling area, offices, work and storage area.",2008,0,0,"124,285","125,140",0,0,0,0,,"124,285","125,140",2.245060,"2,809.46","2,790.27"
10-9101,BUFFALO,10,TIF TRUE VALUE HARDWR L.WILKE,37627,RAVENNA,RAVENNA 69,10-0069,,3,"Lots 8-12, Block 28, Original Town of Ravenna","TIF funds used for decorative landscaping, site development, land acqusition, parking area and other improvements as needed for the construction of a 10,800 sq. ft. building to house retail selling area, offices, work and storage area.",2009,0,0,"124,285","125,140",0,0,0,0,,"124,285","125,140",2.162639,"2,706.32","2,687.84"
10-9101,BUFFALO,10,TIF TRUE VALUE HARDWR L.WILKE,37627,RAVENNA,RAVENNA 69,10-0069,,3,"Lots 8-12, Block 28, Original Town of Ravenna","TIF funds used for decorative landscaping, site development, land acqusition, parking area and other improvements as needed for the construction of a 10,800 sq. ft. building to house retail selling area, offices, work and storage area.",2010,0,0,"124,285","123,005",0,0,0,0,,"124,285","123,005",2.128555,"2,618.22","2,645.47"
10-9101,BUFFALO,10,TIF TRUE VALUE HARDWR L.WILKE,37627,RAVENNA,RAVENNA 69,10-0069,,3,"Lots 8-12, Block 28, Original Town of Ravenna","TIF funds used for decorative landscaping, site development, land acqusition, parking area and other improvements as needed for the construction of a 10,800 sq. ft. building to house retail selling area, offices, work and storage area.",2011,0,0,"124,285","123,005",0,0,0,0,,"124,285","123,005",2.134553,"2,625.60","2,652.93"
10-9101,BUFFALO,10,TIF TRUE VALUE HARDWR L.WILKE,37627,RAVENNA,RAVENNA 69,10-0069,,3,"Lots 8-12, Block 28, Original Town of Ravenna","TIF funds used for decorative landscaping, site development, land acqusition, parking area and other improvements as needed for the construction of a 10,800 sq. ft. building to house retail selling area, offices, work and storage area.",2012,0,0,"124,285","123,005",0,0,0,0,,"124,285","123,005",2.179369,"2,680.74","2,708.63"
10-9101,BUFFALO,10,TIF TRUE VALUE HARDWR L.WILKE,37627,RAVENNA,RAVENNA 69,10-0069,,3,"Lots 8-12, Block 28, Original Town of Ravenna","TIF funds used for decorative landscaping, site development, land acqusition, parking area and other improvements as needed for the construction of a 10,800 sq. ft. building to house retail selling area, offices, work and storage area.",2013,0,0,"124,285","123,005",0,0,0,0,,"124,285","123,005",2.153728,"2,649.20","2,676.76"
10-9101,BUFFALO,10,TIF TRUE VALUE HARDWR L.WILKE,37627,RAVENNA,RAVENNA 69,10-0069,,3,"Lots 8-12, Block 28, Original Town of Ravenna","TIF funds used for decorative landscaping, site development, land acqusition, parking area and other improvements as needed for the construction of a 10,800 sq. ft. building to house retail selling area, offices, work and storage area.",2014,0,0,"124,285","128,885",0,0,0,0,,"124,285","128,885",1.965954,"2,533.82","2,443.39"
10-9101,BUFFALO,10,TIF TRUE VALUE HARDWR L.WILKE,37627,RAVENNA,RAVENNA 69,10-0069,,3,"Lots 8-12, Block 28, Original Town of Ravenna","TIF funds used for decorative landscaping, site development, land acqusition, parking area and other improvements as needed for the construction of a 10,800 sq. ft. building to house retail selling area, offices, work and storage area.",2015,0,0,"124,285","131,005",0,0,0,0,,"124,285","131,005",1.794421,"2,350.78","2,230.20"
10-9101,BUFFALO,10,TIF TRUE VALUE HARDWR L.WILKE,37627,RAVENNA,RAVENNA 69,10-0069,,3,"Lots 8-12, Block 28, Original Town of Ravenna","TIF funds used for decorative landscaping, site development, land acqusition, parking area and other improvements as needed for the construction of a 10,800 sq. ft. building to house retail selling area, offices, work and storage area.",2016,0,0,"124,285","131,005",0,0,0,0,,"124,285","131,005",1.737877,"2,276.72","2,159.92"
10-9101,BUFFALO,10,TIF TRUE VALUE HARDWR L.WILKE,37627,RAVENNA,RAVENNA 69,10-0069,,3,"Lots 8-12, Block 28, Original Town of Ravenna","TIF funds used for decorative landscaping, site development, land acqusition, parking area and other improvements as needed for the construction of a 10,800 sq. ft. building to house retail selling area, offices, work and storage area.",2017,0,0,"124,285","104,870",0,0,0,0,,"124,285","104,870",1.450571,"1,521.22","1,802.84"
10-9101,BUFFALO,10,TIF TRUE VALUE HARDWR L.WILKE,37627,RAVENNA,RAVENNA 69,10-0069,,3,"Lots 8-12, Block 28, Original Town of Ravenna","TIF funds used for decorative landscaping, site development, land acqusition, parking area and other improvements as needed for the construction of a 10,800 sq. ft. building to house retail selling area, offices, work and storage area.",2018,0,0,"124,285","106,790",0,0,0,0,,"124,285","106,790",1.471582,"1,571.50","1,828.96"
10-9101,BUFFALO,10,TIF TRUE VALUE HARDWR L.WILKE,37627,RAVENNA,RAVENNA 69,10-0069,,3,"Lots 8-12, Block 28, Original Town of Ravenna","TIF funds used for decorative landscaping, site development, land acqusition, parking area and other improvements as needed for the construction of a 10,800 sq. ft. building to house retail selling area, offices, work and storage area.",2019,0,0,"124,285","85,735",0,0,0,0,,"124,285","85,735",1.548663,"1,327.76","1,924.76"
10-9102,BUFFALO,10,TIF NORDIC BIOFUELS RAVENNA,38637,RAVENNA,RAVENNA 69,10-0069,,3,W1/2 of South of Burlington R/R/Row 201 acres,"Site development, environmentals, infrastructure costs and ancilliary facilties sufficient to produce approximately 80 million gallons of anhydrous ethanol",2007,0,0,"215,000","20,468,985",0,0,0,0,,"215,000","20,468,985",2.236266,"457,740.96","4,807.97"
10-9102,BUFFALO,10,TIF NORDIC BIOFUELS RAVENNA,38637,RAVENNA,RAVENNA 69,10-0069,,3,W1/2 of South of Burlington R/R/Row 201 acres,"Site development, environmentals, infrastructure costs and ancilliary facilties sufficient to produce approximately 80 million gallons of anhydrous ethanol",2008,0,0,"215,000","32,252,145",0,0,0,0,,"215,000","32,252,145",2.245060,"724,080.00","4,826.88"
10-9102,BUFFALO,10,TIF NORDIC BIOFUELS RAVENNA,38637,RAVENNA,RAVENNA 69,10-0069,,3,W1/2 of South of Burlington R/R/Row 201 acres,"Site development, environmentals, infrastructure costs and ancilliary facilties sufficient to produce approximately 80 million gallons of anhydrous ethanol",2009,0,0,"215,000","34,750,710",0,0,0,0,,"215,000","34,750,710",2.162639,"751,532.40","4,649.67"
10-9102,BUFFALO,10,TIF NORDIC BIOFUELS RAVENNA,38637,RAVENNA,RAVENNA 69,10-0069,,3,W1/2 of South of Burlington R/R/Row 201 acres,"Site development, environmentals, infrastructure costs and ancilliary facilties sufficient to produce approximately 80 million gallons of anhydrous ethanol",2010,0,0,"215,000","33,578,095",0,0,0,0,,"215,000","33,578,095",2.128555,"714,728.22","4,576.39"
10-9102,BUFFALO,10,TIF NORDIC BIOFUELS RAVENNA,38637,RAVENNA,RAVENNA 69,10-0069,,3,W1/2 of South of Burlington R/R/Row 201 acres,"Site development, environmentals, infrastructure costs and ancilliary facilties sufficient to produce approximately 80 million gallons of anhydrous ethanol",2011,0,0,"215,000","33,578,095",0,0,0,0,,"215,000","33,578,095",2.134553,"716,742.24","4,589.29"
10-9102,BUFFALO,10,TIF NORDIC BIOFUELS RAVENNA,38637,RAVENNA,RAVENNA 69,10-0069,,3,W1/2 of South of Burlington R/R/Row 201 acres,"Site development, environmentals, infrastructure costs and ancilliary facilties sufficient to produce approximately 80 million gallons of anhydrous ethanol",2012,0,0,"215,000","33,578,095",0,0,0,0,,"215,000","33,578,095",2.179369,"731,790.60","4,685.64"
10-9102,BUFFALO,10,TIF NORDIC BIOFUELS RAVENNA,38637,RAVENNA,RAVENNA 69,10-0069,,3,W1/2 of South of Burlington R/R/Row 201 acres,"Site development, environmentals, infrastructure costs and ancilliary facilties sufficient to produce approximately 80 million gallons of anhydrous ethanol",2013,0,0,"215,000","33,578,095",0,0,0,0,,"215,000","33,578,095",2.153728,"723,180.88","4,630.52"
10-9102,BUFFALO,10,TIF NORDIC BIOFUELS RAVENNA,38637,RAVENNA,RAVENNA 69,10-0069,,3,W1/2 of South of Burlington R/R/Row 201 acres,"Site development, environmentals, infrastructure costs and ancilliary facilties sufficient to produce approximately 80 million gallons of anhydrous ethanol",2014,0,0,"215,000","33,578,095",0,0,0,0,,"215,000","33,578,095",1.965954,"660,129.88","4,226.80"
10-9102,BUFFALO,10,TIF NORDIC BIOFUELS RAVENNA,38637,RAVENNA,RAVENNA 69,10-0069,,3,W1/2 of South of Burlington R/R/Row 201 acres,"Site development, environmentals, infrastructure costs and ancilliary facilties sufficient to produce approximately 80 million gallons of anhydrous ethanol",2015,0,0,"215,000",0,0,"33,578,095",0,0,,"215,000","33,578,095",1.794421,"602,532.38","3,858.01"
10-9102,BUFFALO,10,TIF NORDIC BIOFUELS RAVENNA,38637,RAVENNA,RAVENNA 69,10-0069,,3,W1/2 of South of Burlington R/R/Row 201 acres,"Site development, environmentals, infrastructure costs and ancilliary facilties sufficient to produce approximately 80 million gallons of anhydrous ethanol",2016,0,0,"215,000",0,0,"31,861,020",0,0,,"215,000","31,861,020",1.737877,"553,705.34","3,736.44"
10-9102,BUFFALO,10,TIF NORDIC BIOFUELS RAVENNA,38637,RAVENNA,RAVENNA 69,10-0069,,3,W1/2 of South of Burlington R/R/Row 201 acres,"Site development, environmentals, infrastructure costs and ancilliary facilties sufficient to produce approximately 80 million gallons of anhydrous ethanol",2017,0,0,"215,000",0,0,"24,086,800",0,0,,"215,000","24,086,800",1.450571,"349,396.14","3,118.73"
10-9102,BUFFALO,10,TIF NORDIC BIOFUELS RAVENNA,38637,RAVENNA,RAVENNA 69,10-0069,,3,W1/2 of South of Burlington R/R/Row 201 acres,"Site development, environmentals, infrastructure costs and ancilliary facilties sufficient to produce approximately 80 million gallons of anhydrous ethanol",2018,0,0,"215,000",0,0,"30,103,785",0,0,,"215,000","30,103,785",1.471582,"443,001.88","3,163.90"
10-9102,BUFFALO,10,TIF NORDIC BIOFUELS RAVENNA,38637,RAVENNA,RAVENNA 69,10-0069,,3,W1/2 of South of Burlington R/R/Row 201 acres,"Site development, environmentals, infrastructure costs and ancilliary facilties sufficient to produce approximately 80 million gallons of anhydrous ethanol",2019,0,0,"215,000",0,0,"35,751,725",0,0,,"215,000","35,751,725",1.548663,"553,673.74","3,329.63"
10-9103,BUFFALO,10,TIF SENECA SUNRISE ADD,42005,RAVENNA,RAVENNA 69,10-0069,,3,"Segment one: All Blk 2 First Addition Ravenna, except easterly 200 ft of Blk 2  710 Grand Avenue  Segment two: Lots 13 and 14 Orig Town Ravenna","Segment one, TIF funds used for an addition to the existing living facility for 14 additional apartments that my be assisted or independent living. Segment two, 5% of eligible TIF used for improvements to Ravenna City Auditorium, including but not limited to windows, air conditioning system, kitchen, stage and flooring.",2015,0,0,"23,480",0,0,0,0,0,,"23,480",0,1.794421,0.00,421.33
10-9103,BUFFALO,10,TIF SENECA SUNRISE ADD,42005,RAVENNA,RAVENNA 69,10-0069,,3,"Segment one: All Blk 2 First Addition Ravenna, except easterly 200 ft of Blk 2  710 Grand Avenue  Segment two: Lots 13 and 14 Orig Town Ravenna","Segment one, TIF funds used for an addition to the existing living facility for 14 additional apartments that my be assisted or independent living. Segment two, 5% of eligible TIF used for improvements to Ravenna City Auditorium, including but not limited to windows, air conditioning system, kitchen, stage and flooring.",2016,0,0,"23,480","841,355",0,0,0,0,,"23,480","841,355",1.737877,"14,621.72",408.05
10-9103,BUFFALO,10,TIF SENECA SUNRISE ADD,42005,RAVENNA,RAVENNA 69,10-0069,,3,"Segment one: All Blk 2 First Addition Ravenna, except easterly 200 ft of Blk 2  710 Grand Avenue  Segment two: Lots 13 and 14 Orig Town Ravenna","Segment one, TIF funds used for an addition to the existing living facility for 14 additional apartments that my be assisted or independent living. Segment two, 5% of eligible TIF used for improvements to Ravenna City Auditorium, including but not limited to windows, air conditioning system, kitchen, stage and flooring.",2017,0,0,"23,480","827,060",0,0,0,0,,"23,480","827,060",1.450571,"11,997.10",340.59
10-9103,BUFFALO,10,TIF SENECA SUNRISE ADD,42005,RAVENNA,RAVENNA 69,10-0069,,3,"Segment one: All Blk 2 First Addition Ravenna, except easterly 200 ft of Blk 2  710 Grand Avenue  Segment two: Lots 13 and 14 Orig Town Ravenna","Segment one, TIF funds used for an addition to the existing living facility for 14 additional apartments that my be assisted or independent living. Segment two, 5% of eligible TIF used for improvements to Ravenna City Auditorium, including but not limited to windows, air conditioning system, kitchen, stage and flooring.",2018,0,0,"23,480","866,435",0,0,0,0,,"23,480","866,435",1.471582,"12,750.30",345.53
10-9103,BUFFALO,10,TIF SENECA SUNRISE ADD,42005,RAVENNA,RAVENNA 69,10-0069,,3,"Segment one: All Blk 2 First Addition Ravenna, except easterly 200 ft of Blk 2  710 Grand Avenue  Segment two: Lots 13 and 14 Orig Town Ravenna","Segment one, TIF funds used for an addition to the existing living facility for 14 additional apartments that my be assisted or independent living. Segment two, 5% of eligible TIF used for improvements to Ravenna City Auditorium, including but not limited to windows, air conditioning system, kitchen, stage and flooring.",2019,0,0,"23,480","946,940",0,0,0,0,,"23,480","946,940",1.548663,"14,664.92",363.63
11-1001,BURT,11,TIF IND. PAVING DOLLAR GENERAL,40909,TEKAMAH,TEKAMAH-HERMAN 1,11-0001,,3,Lot 2 Tekamah Dollar General Subdivision within South Industrial Area,Installation of street paving and related infrastructure,2012,0,0,"13,415","546,510",0,0,0,0,,"13,415","546,510",2.221207,"12,139.12",297.97
11-1001,BURT,11,TIF IND. PAVING DOLLAR GENERAL,40909,TEKAMAH,TEKAMAH-HERMAN 1,11-0001,,3,Lot 2 Tekamah Dollar General Subdivision within South Industrial Area,Installation of street paving and related infrastructure,2013,0,0,"13,415","546,510",0,0,0,0,,"13,415","546,510",2.134932,"11,667.62",286.40
11-1001,BURT,11,TIF IND. PAVING DOLLAR GENERAL,40909,TEKAMAH,TEKAMAH-HERMAN 1,11-0001,,3,Lot 2 Tekamah Dollar General Subdivision within South Industrial Area,Installation of street paving and related infrastructure,2014,0,0,"13,415","571,825",0,0,0,0,,"13,415","571,825",2.112274,"12,078.52",283.36
11-1001,BURT,11,TIF IND. PAVING DOLLAR GENERAL,40909,TEKAMAH,TEKAMAH-HERMAN 1,11-0001,,3,Lot 2 Tekamah Dollar General Subdivision within South Industrial Area,Installation of street paving and related infrastructure,2015,0,0,"13,415","571,825",0,0,0,0,,"13,415","571,825",2.045787,"11,698.32",274.44
11-1001,BURT,11,TIF IND. PAVING DOLLAR GENERAL,40909,TEKAMAH,TEKAMAH-HERMAN 1,11-0001,,3,Lot 2 Tekamah Dollar General Subdivision within South Industrial Area,Installation of street paving and related infrastructure,2016,0,0,"13,415","571,825",0,0,0,0,,"13,415","571,825",2.011737,"11,503.60",269.87
11-1001,BURT,11,TIF IND. PAVING DOLLAR GENERAL,40909,TEKAMAH,TEKAMAH-HERMAN 1,11-0001,,3,Lot 2 Tekamah Dollar General Subdivision within South Industrial Area,Installation of street paving and related infrastructure,2017,0,0,"13,415","571,825",0,0,0,0,,"13,415","571,825",1.982829,"11,338.36",266.00
11-1001,BURT,11,TIF IND. PAVING DOLLAR GENERAL,40909,TEKAMAH,TEKAMAH-HERMAN 1,11-0001,,3,Lot 2 Tekamah Dollar General Subdivision within South Industrial Area,Installation of street paving and related infrastructure,2018,0,0,"13,415","571,825",0,0,0,0,,"13,415","571,825",1.831389,"10,472.38",245.68
11-1001,BURT,11,TIF IND. PAVING DOLLAR GENERAL,40909,TEKAMAH,TEKAMAH-HERMAN 1,11-0001,,3,Lot 2 Tekamah Dollar General Subdivision within South Industrial Area,Installation of street paving and related infrastructure,2019,0,0,"13,415","571,825",0,0,0,0,,"13,415","571,825",1.821142,"10,413.80",244.31
12-5001,BUTLER,12,TIF EATING ESTAB. LLC,39337,DAVID CITY,DAVID CITY 56,12-0056,,3,"Lots 5 & 6, Block 33, Original Town of David City",TIF funds used for the rehabilitation of commercial building for restaurant.,2008,0,0,"38,760","141,735",0,0,0,0,,"38,760","141,735",2.020840,"2,864.24",783.28
12-5001,BUTLER,12,TIF EATING ESTAB. LLC,39337,DAVID CITY,DAVID CITY 56,12-0056,,3,"Lots 5 & 6, Block 33, Original Town of David City",TIF funds used for the rehabilitation of commercial building for restaurant.,2009,0,0,"38,760","141,735",0,0,0,0,,"38,760","141,735",1.949138,"2,762.62",755.49
12-5001,BUTLER,12,TIF EATING ESTAB. LLC,39337,DAVID CITY,DAVID CITY 56,12-0056,,3,"Lots 5 & 6, Block 33, Original Town of David City",TIF funds used for the rehabilitation of commercial building for restaurant.,2010,0,0,"38,760","141,735",0,0,0,0,,"38,760","141,735",2.067884,"2,930.92",801.51
