"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export 2017 TIF Report  certified as of 2-20-2018,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SCHOOL CODES & Class,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
28-2139,DOUGLAS,28,TIF REDEVELOPMENT 139,3/19/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Signa Dev Services
2002 Douglas Street
Description: Rehabilitation commercial development.",2010,0,0,844100,926000,0,0,0,0,,844100,926000,2.17816,20169.76,18385.85
28-2139,DOUGLAS,28,TIF REDEVELOPMENT 139,3/19/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Signa Dev Services
2002 Douglas Street
Description: Rehabilitation commercial development.",2011,0,0,844100,927300,0,0,0,0,,844100,927300,2.17798,20196.41,18384.33
28-2139,DOUGLAS,28,TIF REDEVELOPMENT 139,3/19/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Signa Dev Services
2002 Douglas Street
Description: Rehabilitation commercial development.",2012,0,0,844100,927300,0,0,0,0,,844100,927300,2.17448,20163.95,18354.79
28-2139,DOUGLAS,28,TIF REDEVELOPMENT 139,3/19/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Signa Dev Services
2002 Douglas Street
Description: Rehabilitation commercial development.",2013,0,0,844100,927300,0,0,0,0,,844100,927300,2.19974,20398.19,18568.01
28-2139,DOUGLAS,28,TIF REDEVELOPMENT 139,3/19/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Signa Dev Services
2002 Douglas Street
Description: Rehabilitation commercial development.",2014,0,0,844100,927300,0,0,0,0,,844100,927300,2.18859,20294.8,18473.89
28-2139,DOUGLAS,28,TIF REDEVELOPMENT 139,3/19/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Signa Dev Services
2002 Douglas Street
Description: Rehabilitation commercial development.",2015,0,0,844100,955600,0,0,0,0,,844100,955600,2.23039,21313.61,18826.72
28-2139,DOUGLAS,28,TIF REDEVELOPMENT 139,3/19/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Signa Dev Services
2002 Douglas Street
Description: Rehabilitation commercial development.",2016,0,0,844100,955600,0,0,0,0,,844100,955600,2.23537,21361.2,18868.76
28-2139,DOUGLAS,28,TIF REDEVELOPMENT 139,3/19/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Signa Dev Services
2002 Douglas Street
Description: Rehabilitation commercial development.",2017,0,0,844100,955600,0,0,0,0,,844100,955600,2.24872,21488.77,18981.45
28-2141,DOUGLAS,28,TIF REDEVELOPMENT 141,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Villa LP
25th Avenue & Indiana Street
Description: Public improvements, site preparation for low/moderate housing - 15 units",2002,28500,200,0,0,0,0,0,0,,28500,200,2.08626,4.17,594.58
28-2141,DOUGLAS,28,TIF REDEVELOPMENT 141,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Villa LP
25th Avenue & Indiana Street
Description: Public improvements, site preparation for low/moderate housing - 15 units",2003,28500,347200,0,0,0,0,0,0,,28500,347200,2.16055,7501.43,615.76
28-2141,DOUGLAS,28,TIF REDEVELOPMENT 141,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Villa LP
25th Avenue & Indiana Street
Description: Public improvements, site preparation for low/moderate housing - 15 units",2004,28500,347200,0,0,0,0,0,0,,28500,347200,2.14791,7457.54,612.15
28-2141,DOUGLAS,28,TIF REDEVELOPMENT 141,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Villa LP
25th Avenue & Indiana Street
Description: Public improvements, site preparation for low/moderate housing - 15 units",2005,28500,1145200,0,0,0,0,0,0,,28500,1145200,2.09798,24026.07,597.92
28-2141,DOUGLAS,28,TIF REDEVELOPMENT 141,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Villa LP
25th Avenue & Indiana Street
Description: Public improvements, site preparation for low/moderate housing - 15 units",2006,28500,1209000,0,0,0,0,0,0,,28500,1209000,2.07512,25088.2,591.41
28-2141,DOUGLAS,28,TIF REDEVELOPMENT 141,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Villa LP
25th Avenue & Indiana Street
Description: Public improvements, site preparation for low/moderate housing - 15 units",2007,28500,472500,0,0,0,0,0,0,,28500,472500,2.05403,9705.29,585.4
28-2141,DOUGLAS,28,TIF REDEVELOPMENT 141,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Villa LP
25th Avenue & Indiana Street
Description: Public improvements, site preparation for low/moderate housing - 15 units",2008,28500,442500,0,0,0,0,0,0,,28500,442500,2.05498,9093.27,585.67
28-2141,DOUGLAS,28,TIF REDEVELOPMENT 141,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Villa LP
25th Avenue & Indiana Street
Description: Public improvements, site preparation for low/moderate housing - 15 units",2009,28500,1042900,0,0,0,0,0,0,,28500,1042900,2.13427,22258.3,608.27
28-2141,DOUGLAS,28,TIF REDEVELOPMENT 141,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Villa LP
25th Avenue & Indiana Street
Description: Public improvements, site preparation for low/moderate housing - 15 units",2010,28500,356100,0,0,0,0,0,0,,28500,356100,2.17816,7756.43,620.78
28-2141,DOUGLAS,28,TIF REDEVELOPMENT 141,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Villa LP
25th Avenue & Indiana Street
Description: Public improvements, site preparation for low/moderate housing - 15 units",2011,28500,356100,0,0,0,0,0,0,,28500,356100,2.17798,7755.79,620.72
28-2141,DOUGLAS,28,TIF REDEVELOPMENT 141,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Villa LP
25th Avenue & Indiana Street
Description: Public improvements, site preparation for low/moderate housing - 15 units",2012,28500,356100,0,0,0,0,0,0,,28500,356100,2.17448,7743.32,619.73
28-2141,DOUGLAS,28,TIF REDEVELOPMENT 141,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Villa LP
25th Avenue & Indiana Street
Description: Public improvements, site preparation for low/moderate housing - 15 units",2013,28500,356100,0,0,0,0,0,0,,28500,356100,2.19974,7833.27,626.93
28-2141,DOUGLAS,28,TIF REDEVELOPMENT 141,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Villa LP
25th Avenue & Indiana Street
Description: Public improvements, site preparation for low/moderate housing - 15 units",2014,28500,356100,0,0,0,0,0,0,,28500,356100,2.18859,7793.57,623.75
28-2141,DOUGLAS,28,TIF REDEVELOPMENT 141,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Villa LP
25th Avenue & Indiana Street
Description: Public improvements, site preparation for low/moderate housing - 15 units",2015,28500,356100,0,0,0,0,0,0,,28500,356100,2.23039,7942.42,635.66
28-2141,DOUGLAS,28,TIF REDEVELOPMENT 141,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Villa LP
25th Avenue & Indiana Street
Description: Public improvements, site preparation for low/moderate housing - 15 units",2016,28500,327600,0,0,0,0,0,0,,28500,327600,2.23537,7323.07,637.08
28-2141,DOUGLAS,28,TIF REDEVELOPMENT 141,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Villa LP
25th Avenue & Indiana Street
Description: Public improvements, site preparation for low/moderate housing - 15 units",2017,28500,353200,0,0,0,0,0,0,,28500,353200,2.24872,7942.48,640.89
28-2142,DOUGLAS,28,TIF REDEVELOPMENT 142,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Gardens LP
26th & Caldwell Streets
Description: Public improvements, site preparation for elderly housing - 20 units",2002,300,1200,0,0,0,0,0,0,,300,1200,2.08626,25.04,6.26
28-2142,DOUGLAS,28,TIF REDEVELOPMENT 142,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Gardens LP
26th & Caldwell Streets
Description: Public improvements, site preparation for elderly housing - 20 units",2003,300,574000,0,0,0,0,0,0,,300,574000,2.16055,12401.56,6.48
28-2142,DOUGLAS,28,TIF REDEVELOPMENT 142,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Gardens LP
26th & Caldwell Streets
Description: Public improvements, site preparation for elderly housing - 20 units",2004,300,574000,0,0,0,0,0,0,,300,574000,2.14791,12329,6.44
28-2142,DOUGLAS,28,TIF REDEVELOPMENT 142,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Gardens LP
26th & Caldwell Streets
Description: Public improvements, site preparation for elderly housing - 20 units",2005,300,574000,0,0,0,0,0,0,,300,574000,2.09798,12042.41,6.29
28-2142,DOUGLAS,28,TIF REDEVELOPMENT 142,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Gardens LP
26th & Caldwell Streets
Description: Public improvements, site preparation for elderly housing - 20 units",2006,300,630000,0,0,0,0,0,0,,300,630000,2.07512,13073.26,6.23
28-2142,DOUGLAS,28,TIF REDEVELOPMENT 142,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Gardens LP
26th & Caldwell Streets
Description: Public improvements, site preparation for elderly housing - 20 units",2007,300,403700,0,0,0,0,0,0,,300,403700,2.05403,8292.12,6.16
28-2142,DOUGLAS,28,TIF REDEVELOPMENT 142,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Gardens LP
26th & Caldwell Streets
Description: Public improvements, site preparation for elderly housing - 20 units",2008,0,0,300,403700,0,0,0,0,,300,403700,2.05498,8295.95,6.16
28-2142,DOUGLAS,28,TIF REDEVELOPMENT 142,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Gardens LP
26th & Caldwell Streets
Description: Public improvements, site preparation for elderly housing - 20 units",2009,0,0,300,403700,0,0,0,0,,300,403700,2.13427,8616.05,6.4
28-2142,DOUGLAS,28,TIF REDEVELOPMENT 142,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Gardens LP
26th & Caldwell Streets
Description: Public improvements, site preparation for elderly housing - 20 units",2010,0,0,300,334400,0,0,0,0,,300,334400,2.17816,7283.77,6.53
28-2142,DOUGLAS,28,TIF REDEVELOPMENT 142,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Gardens LP
26th & Caldwell Streets
Description: Public improvements, site preparation for elderly housing - 20 units",2011,0,0,300,334400,0,0,0,0,,300,334400,2.17798,7283.17,6.53
28-2142,DOUGLAS,28,TIF REDEVELOPMENT 142,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Gardens LP
26th & Caldwell Streets
Description: Public improvements, site preparation for elderly housing - 20 units",2012,0,0,300,440800,0,0,0,0,,300,440800,2.17448,9585.11,6.52
28-2142,DOUGLAS,28,TIF REDEVELOPMENT 142,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Gardens LP
26th & Caldwell Streets
Description: Public improvements, site preparation for elderly housing - 20 units",2013,0,0,300,440800,0,0,0,0,,300,440800,2.19974,9696.45,6.6
28-2142,DOUGLAS,28,TIF REDEVELOPMENT 142,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Gardens LP
26th & Caldwell Streets
Description: Public improvements, site preparation for elderly housing - 20 units",2014,0,0,300,440800,0,0,0,0,,300,440800,2.18859,9647.3,6.57
28-2142,DOUGLAS,28,TIF REDEVELOPMENT 142,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Gardens LP
26th & Caldwell Streets
Description: Public improvements, site preparation for elderly housing - 20 units",2015,0,0,300,440800,0,0,0,0,,300,440800,2.23039,9831.56,6.69
28-2142,DOUGLAS,28,TIF REDEVELOPMENT 142,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Gardens LP
26th & Caldwell Streets
Description: Public improvements, site preparation for elderly housing - 20 units",2016,0,0,300,598700,0,0,0,0,,300,598700,2.23537,13383.16,6.71
28-2142,DOUGLAS,28,TIF REDEVELOPMENT 142,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kellom Gardens LP
26th & Caldwell Streets
Description: Public improvements, site preparation for elderly housing - 20 units",2017,0,0,300,191700,0,0,0,0,,300,191700,2.24872,4310.8,6.75
28-2143,DOUGLAS,28,TIF REDEVELOPMENT 143,7/9/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Armored Knights, Inc.
2330 Paul Street
Description: Public improvements, acquisition, demolition, site prep for commercial development.",2002,0,0,0,0,0,0,0,0,,0,0,2.08626,0,0
28-2143,DOUGLAS,28,TIF REDEVELOPMENT 143,7/9/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Armored Knights, Inc.
2330 Paul Street
Description: Public improvements, acquisition, demolition, site prep for commercial development.",2003,0,0,0,0,0,0,0,0,,0,0,2.16055,0,0
28-2143,DOUGLAS,28,TIF REDEVELOPMENT 143,7/9/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Armored Knights, Inc.
2330 Paul Street
Description: Public improvements, acquisition, demolition, site prep for commercial development.",2004,0,0,29600,314500,0,0,0,0,,29600,314500,2.14791,6755.18,635.78
28-2143,DOUGLAS,28,TIF REDEVELOPMENT 143,7/9/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Armored Knights, Inc.
2330 Paul Street
Description: Public improvements, acquisition, demolition, site prep for commercial development.",2005,0,0,29600,314500,0,0,0,0,,29600,314500,2.09798,6598.15,621
28-2143,DOUGLAS,28,TIF REDEVELOPMENT 143,7/9/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Armored Knights, Inc.
2330 Paul Street
Description: Public improvements, acquisition, demolition, site prep for commercial development.",2006,0,0,29600,318000,0,0,0,0,,29600,318000,2.07512,6598.88,614.24
28-2143,DOUGLAS,28,TIF REDEVELOPMENT 143,7/9/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Armored Knights, Inc.
2330 Paul Street
Description: Public improvements, acquisition, demolition, site prep for commercial development.",2007,0,0,29600,318000,0,0,0,0,,29600,318000,2.05403,6531.82,607.99
28-2143,DOUGLAS,28,TIF REDEVELOPMENT 143,7/9/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Armored Knights, Inc.
2330 Paul Street
Description: Public improvements, acquisition, demolition, site prep for commercial development.",2008,0,0,29600,318000,0,0,0,0,,29600,318000,2.05498,6534.84,608.27
28-2143,DOUGLAS,28,TIF REDEVELOPMENT 143,7/9/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Armored Knights, Inc.
2330 Paul Street
Description: Public improvements, acquisition, demolition, site prep for commercial development.",2009,0,0,29600,330800,0,0,0,0,,29600,330800,2.13427,7060.17,631.74
28-2143,DOUGLAS,28,TIF REDEVELOPMENT 143,7/9/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Armored Knights, Inc.
2330 Paul Street
Description: Public improvements, acquisition, demolition, site prep for commercial development.",2010,0,0,29600,330800,0,0,0,0,,29600,330800,2.17816,7205.35,644.74
28-2143,DOUGLAS,28,TIF REDEVELOPMENT 143,7/9/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Armored Knights, Inc.
2330 Paul Street
Description: Public improvements, acquisition, demolition, site prep for commercial development.",2011,0,0,29600,330800,0,0,0,0,,29600,330800,2.17798,7204.76,644.68
28-2143,DOUGLAS,28,TIF REDEVELOPMENT 143,7/9/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Armored Knights, Inc.
2330 Paul Street
Description: Public improvements, acquisition, demolition, site prep for commercial development.",2012,0,0,29600,330800,0,0,0,0,,29600,330800,2.17448,7193.18,643.65
28-2143,DOUGLAS,28,TIF REDEVELOPMENT 143,7/9/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Armored Knights, Inc.
2330 Paul Street
Description: Public improvements, acquisition, demolition, site prep for commercial development.",2013,0,0,29600,330800,0,0,0,0,,29600,330800,2.19974,7276.74,651.12
28-2143,DOUGLAS,28,TIF REDEVELOPMENT 143,7/9/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Armored Knights, Inc.
2330 Paul Street
Description: Public improvements, acquisition, demolition, site prep for commercial development.",2014,0,0,29600,330800,0,0,0,0,,29600,330800,2.18859,7239.86,647.82
28-2143,DOUGLAS,28,TIF REDEVELOPMENT 143,7/9/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Armored Knights, Inc.
2330 Paul Street
Description: Public improvements, acquisition, demolition, site prep for commercial development.",2015,0,0,0,0,29600,330800,0,0,,29600,330800,2.23039,7378.13,660.2
28-2143,DOUGLAS,28,TIF REDEVELOPMENT 143,7/9/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Armored Knights, Inc.
2330 Paul Street
Description: Public improvements, acquisition, demolition, site prep for commercial development.",2016,0,0,0,0,29600,330800,0,0,,29600,330800,2.23537,7394.6,661.67
28-2143,DOUGLAS,28,TIF REDEVELOPMENT 143,7/9/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Armored Knights, Inc.
2330 Paul Street
Description: Public improvements, acquisition, demolition, site prep for commercial development.",2017,0,0,0,0,29600,300700,0,0,,29600,300700,2.24872,6761.9,665.62
28-2144,DOUGLAS,28,TIF REDEVELOPMENT 144,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Phillips Realty
Stockyards Business Park
Note: Base has not been established. Property is currently city owned.
Description: Public improvements, acqusition, site preparation for industrial development.",2002,0,0,0,0,0,0,0,0,,0,0,2.08626,0,0
28-2144,DOUGLAS,28,TIF REDEVELOPMENT 144,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Phillips Realty
Stockyards Business Park
Note: Base has not been established. Property is currently city owned.
Description: Public improvements, acqusition, site preparation for industrial development.",2003,0,282500,0,0,0,0,0,0,,0,282500,2.16055,6103.55,0
28-2144,DOUGLAS,28,TIF REDEVELOPMENT 144,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Phillips Realty
Stockyards Business Park
Note: Base has not been established. Property is currently city owned.
Description: Public improvements, acqusition, site preparation for industrial development.",2004,0,3944700,0,0,0,0,0,0,,0,3977700,2.14791,85437.42,0
28-2144,DOUGLAS,28,TIF REDEVELOPMENT 144,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Phillips Realty
Stockyards Business Park
Note: Base has not been established. Property is currently city owned.
Description: Public improvements, acqusition, site preparation for industrial development.",2005,0,6405000,0,0,0,0,0,0,,0,6405000,2.09798,134375.62,0
28-2144,DOUGLAS,28,TIF REDEVELOPMENT 144,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Phillips Realty
Stockyards Business Park
Note: Base has not been established. Property is currently city owned.
Description: Public improvements, acqusition, site preparation for industrial development.",2006,0,6405000,0,0,0,0,0,0,,0,6405000,2.07512,132911.44,0
28-2144,DOUGLAS,28,TIF REDEVELOPMENT 144,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Phillips Realty
Stockyards Business Park
Note: Base has not been established. Property is currently city owned.
Description: Public improvements, acqusition, site preparation for industrial development.",2007,0,6405000,0,0,0,0,0,0,,0,6405000,2.05403,131560.62,0
28-2144,DOUGLAS,28,TIF REDEVELOPMENT 144,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Phillips Realty
Stockyards Business Park
Note: Base has not been established. Property is currently city owned.
Description: Public improvements, acqusition, site preparation for industrial development.",2008,0,0,0,110700,0,6294300,0,0,,0,6405000,2.05498,131621.47,0
28-2144,DOUGLAS,28,TIF REDEVELOPMENT 144,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Phillips Realty
Stockyards Business Park
Note: Base has not been established. Property is currently city owned.
Description: Public improvements, acqusition, site preparation for industrial development.",2009,0,0,0,110700,0,6294300,0,0,,0,6405000,2.13427,136699.99,0
28-2144,DOUGLAS,28,TIF REDEVELOPMENT 144,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Phillips Realty
Stockyards Business Park
Note: Base has not been established. Property is currently city owned.
Description: Public improvements, acqusition, site preparation for industrial development.",2010,0,0,0,110700,0,6294300,0,0,,0,6405000,2.17816,139511.15,0
28-2144,DOUGLAS,28,TIF REDEVELOPMENT 144,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Phillips Realty
Stockyards Business Park
Note: Base has not been established. Property is currently city owned.
Description: Public improvements, acqusition, site preparation for industrial development.",2011,0,0,0,110700,0,6294300,0,0,,0,6405000,2.17798,139499.62,0
28-2144,DOUGLAS,28,TIF REDEVELOPMENT 144,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Phillips Realty
Stockyards Business Park
Note: Base has not been established. Property is currently city owned.
Description: Public improvements, acqusition, site preparation for industrial development.",2012,0,0,0,110700,0,6294300,0,0,,0,6405000,2.17448,139275.44,0
28-2144,DOUGLAS,28,TIF REDEVELOPMENT 144,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Phillips Realty
Stockyards Business Park
Note: Base has not been established. Property is currently city owned.
Description: Public improvements, acqusition, site preparation for industrial development.",2013,0,0,0,110700,0,6294300,0,0,,0,6405000,2.19974,140893.34,0
28-2144,DOUGLAS,28,TIF REDEVELOPMENT 144,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Phillips Realty
Stockyards Business Park
Note: Base has not been established. Property is currently city owned.
Description: Public improvements, acqusition, site preparation for industrial development.",2014,0,0,0,110700,0,6294300,0,0,,0,6405000,2.18859,140179.19,0
28-2144,DOUGLAS,28,TIF REDEVELOPMENT 144,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Phillips Realty
Stockyards Business Park
Note: Base has not been established. Property is currently city owned.
Description: Public improvements, acqusition, site preparation for industrial development.",2015,0,0,0,0,0,6405000,0,0,,0,6405000,2.23039,142856.48,0
28-2144,DOUGLAS,28,TIF REDEVELOPMENT 144,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Phillips Realty
Stockyards Business Park
Note: Base has not been established. Property is currently city owned.
Description: Public improvements, acqusition, site preparation for industrial development.",2016,0,0,0,0,0,6405000,0,0,,0,6405000,2.23537,143175.44,0
28-2144,DOUGLAS,28,TIF REDEVELOPMENT 144,8/13/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Phillips Realty
Stockyards Business Park
Note: Base has not been established. Property is currently city owned.
Description: Public improvements, acqusition, site preparation for industrial development.",2017,0,0,0,0,0,7535400,0,0,,0,7535400,2.24872,169450.04,0
28-2145,DOUGLAS,28,TIF REDEVELOPMENT 145,11/19/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kings Heritage Estates I
Area of 52nd and Bauman Ave
Description: TIF used for public improvements for 14 units infill residential development.",2003,43900,368100,0,0,0,0,0,0,,43900,368100,2.16055,7952.98,948.48
28-2145,DOUGLAS,28,TIF REDEVELOPMENT 145,11/19/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kings Heritage Estates I
Area of 52nd and Bauman Ave
Description: TIF used for public improvements for 14 units infill residential development.",2004,43900,1206400,0,0,0,0,0,0,,43900,1206400,2.14791,25912.39,942.93
28-2145,DOUGLAS,28,TIF REDEVELOPMENT 145,11/19/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kings Heritage Estates I
Area of 52nd and Bauman Ave
Description: TIF used for public improvements for 14 units infill residential development.",2005,43900,925500,0,0,0,0,0,0,,43900,925500,2.09798,19416.8,921.01
28-2145,DOUGLAS,28,TIF REDEVELOPMENT 145,11/19/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kings Heritage Estates I
Area of 52nd and Bauman Ave
Description: TIF used for public improvements for 14 units infill residential development.",2006,47900,1183200,0,0,0,0,0,0,,47900,1183200,2.07512,24552.82,993.98
28-2145,DOUGLAS,28,TIF REDEVELOPMENT 145,11/19/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kings Heritage Estates I
Area of 52nd and Bauman Ave
Description: TIF used for public improvements for 14 units infill residential development.",2007,47900,1186200,0,0,0,0,0,0,,47900,1186200,2.05403,24364.9,983.88
28-2145,DOUGLAS,28,TIF REDEVELOPMENT 145,11/19/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kings Heritage Estates I
Area of 52nd and Bauman Ave
Description: TIF used for public improvements for 14 units infill residential development.",2008,47900,1186200,0,0,0,0,0,0,,47900,1186200,2.05498,24376.17,984.34
28-2145,DOUGLAS,28,TIF REDEVELOPMENT 145,11/19/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kings Heritage Estates I
Area of 52nd and Bauman Ave
Description: TIF used for public improvements for 14 units infill residential development.",2009,47900,1260000,0,0,0,0,0,0,,47900,1260000,2.13427,26891.8,1022.32
28-2145,DOUGLAS,28,TIF REDEVELOPMENT 145,11/19/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kings Heritage Estates I
Area of 52nd and Bauman Ave
Description: TIF used for public improvements for 14 units infill residential development.",2010,47900,1212500,0,0,0,0,0,0,,47900,1212500,2.17816,26410.19,1043.34
28-2145,DOUGLAS,28,TIF REDEVELOPMENT 145,11/19/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kings Heritage Estates I
Area of 52nd and Bauman Ave
Description: TIF used for public improvements for 14 units infill residential development.",2011,47900,1212500,0,0,0,0,0,0,,47900,1212500,2.17798,26408.03,1043.25
28-2145,DOUGLAS,28,TIF REDEVELOPMENT 145,11/19/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kings Heritage Estates I
Area of 52nd and Bauman Ave
Description: TIF used for public improvements for 14 units infill residential development.",2012,47900,1279900,0,0,0,0,0,0,,47900,1279900,2.17448,27831.2,1041.58
28-2145,DOUGLAS,28,TIF REDEVELOPMENT 145,11/19/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kings Heritage Estates I
Area of 52nd and Bauman Ave
Description: TIF used for public improvements for 14 units infill residential development.",2013,47900,1279900,0,0,0,0,0,0,,47900,1279900,2.19974,28154.5,1053.68
28-2145,DOUGLAS,28,TIF REDEVELOPMENT 145,11/19/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kings Heritage Estates I
Area of 52nd and Bauman Ave
Description: TIF used for public improvements for 14 units infill residential development.",2014,47900,1279900,0,0,0,0,0,0,,47900,1279900,2.18859,28011.81,1048.33
28-2145,DOUGLAS,28,TIF REDEVELOPMENT 145,11/19/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kings Heritage Estates I
Area of 52nd and Bauman Ave
Description: TIF used for public improvements for 14 units infill residential development.",2015,47900,1279900,0,0,0,0,0,0,,47900,1279900,2.23039,28546.78,1068.36
28-2145,DOUGLAS,28,TIF REDEVELOPMENT 145,11/19/02,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Kings Heritage Estates I
Area of 52nd and Bauman Ave
Description: TIF used for public improvements for 14 units infill residential development.",2016,47900,1279900,0,0,0,0,0,0,,47900,1279900,2.23537,28610.47,1070.74
