"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export from 2015 Tax Increment Financing Report ,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SCHOOL CODES & Class,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
28-2112,DOUGLAS,28,TIF REDEVELOPMENT 112,5/23/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Roman Marble Products, Inc
5606 Lindbergh Drive
Description: TIF funds used for acquisition, public improvements and site preparation for industrial development.",2000,0,0,348300,0,0,0,0,0,,348300,0,1.88197,0,6554.9
28-2112,DOUGLAS,28,TIF REDEVELOPMENT 112,5/23/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Roman Marble Products, Inc
5606 Lindbergh Drive
Description: TIF funds used for acquisition, public improvements and site preparation for industrial development.",2001,0,0,390800,322200,0,0,0,0,,390800,322200,2.01321,6486.56,7867.62
28-2112,DOUGLAS,28,TIF REDEVELOPMENT 112,5/23/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Roman Marble Products, Inc
5606 Lindbergh Drive
Description: TIF funds used for acquisition, public improvements and site preparation for industrial development.",2002,0,0,390800,322200,0,0,0,0,,390800,322200,2.08626,6721.93,8153.1
28-2112,DOUGLAS,28,TIF REDEVELOPMENT 112,5/23/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Roman Marble Products, Inc
5606 Lindbergh Drive
Description: TIF funds used for acquisition, public improvements and site preparation for industrial development.",2003,0,0,390800,322200,0,0,0,0,,390800,322200,2.16055,6961.29,8443.43
28-2112,DOUGLAS,28,TIF REDEVELOPMENT 112,5/23/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Roman Marble Products, Inc
5606 Lindbergh Drive
Description: TIF funds used for acquisition, public improvements and site preparation for industrial development.",2004,0,0,390800,322200,0,0,0,0,,390800,322200,2.14791,6920.57,8394.03
28-2112,DOUGLAS,28,TIF REDEVELOPMENT 112,5/23/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Roman Marble Products, Inc
5606 Lindbergh Drive
Description: TIF funds used for acquisition, public improvements and site preparation for industrial development.",2005,0,0,390800,322200,0,0,0,0,,390800,322200,2.09798,6759.69,8198.91
28-2112,DOUGLAS,28,TIF REDEVELOPMENT 112,5/23/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Roman Marble Products, Inc
5606 Lindbergh Drive
Description: TIF funds used for acquisition, public improvements and site preparation for industrial development.",2006,0,0,390800,322200,0,0,0,0,,390800,322200,2.07512,6686.04,8109.57
28-2112,DOUGLAS,28,TIF REDEVELOPMENT 112,5/23/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Roman Marble Products, Inc
5606 Lindbergh Drive
Description: TIF funds used for acquisition, public improvements and site preparation for industrial development.",2007,0,0,390800,322200,0,0,0,0,,390800,322200,2.05403,6618.08,8027.15
28-2112,DOUGLAS,28,TIF REDEVELOPMENT 112,5/23/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Roman Marble Products, Inc
5606 Lindbergh Drive
Description: TIF funds used for acquisition, public improvements and site preparation for industrial development.",2008,0,0,390800,322200,0,0,0,0,,390800,322200,2.05498,6621.15,8030.86
28-2112,DOUGLAS,28,TIF REDEVELOPMENT 112,5/23/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Roman Marble Products, Inc
5606 Lindbergh Drive
Description: TIF funds used for acquisition, public improvements and site preparation for industrial development.",2009,0,0,390800,423100,0,0,0,0,,390800,423100,2.13427,9030.1,8340.73
28-2112,DOUGLAS,28,TIF REDEVELOPMENT 112,5/23/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Roman Marble Products, Inc
5606 Lindbergh Drive
Description: TIF funds used for acquisition, public improvements and site preparation for industrial development.",2010,0,0,390800,423100,0,0,0,0,,390800,423100,2.17816,9215.79,8512.25
28-2112,DOUGLAS,28,TIF REDEVELOPMENT 112,5/23/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Roman Marble Products, Inc
5606 Lindbergh Drive
Description: TIF funds used for acquisition, public improvements and site preparation for industrial development.",2011,0,0,390800,423100,0,0,0,0,,390800,423100,2.17798,9215.03,8511.55
28-2112,DOUGLAS,28,TIF REDEVELOPMENT 112,5/23/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Roman Marble Products, Inc
5606 Lindbergh Drive
Description: TIF funds used for acquisition, public improvements and site preparation for industrial development.",2012,0,0,390800,423100,0,0,0,0,,390800,423100,2.17448,9200.22,8497.87
28-2112,DOUGLAS,28,TIF REDEVELOPMENT 112,5/23/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Roman Marble Products, Inc
5606 Lindbergh Drive
Description: TIF funds used for acquisition, public improvements and site preparation for industrial development.",2013,0,0,390800,423100,0,0,0,0,,390800,423100,2.19974,9307.1,8596.58
28-2112,DOUGLAS,28,TIF REDEVELOPMENT 112,5/23/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Roman Marble Products, Inc
5606 Lindbergh Drive
Description: TIF funds used for acquisition, public improvements and site preparation for industrial development.",2014,0,0,390800,423100,0,0,0,0,,390800,423100,2.18859,9259.92,8553.01
28-2112,DOUGLAS,28,TIF REDEVELOPMENT 112,5/23/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Roman Marble Products, Inc
5606 Lindbergh Drive
Description: TIF funds used for acquisition, public improvements and site preparation for industrial development.",2015,0,0,390800,423100,0,0,0,0,,390800,423100,2.23039,9436.78,8716.36
28-2113,DOUGLAS,28,TIF REDEVELOPMENT 113,5/16/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Abbot Drive Plaza
Northwest of Avenue ""H"" and Abbott Drive
Description: Funds used for acquisition, public improvements and site preparation for 3.9 acre commercial development.",2000,0,0,126000,0,0,0,0,0,,126500,0,1.88197,0,2380.69
28-2113,DOUGLAS,28,TIF REDEVELOPMENT 113,5/16/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Abbot Drive Plaza
Northwest of Avenue ""H"" and Abbott Drive
Description: Funds used for acquisition, public improvements and site preparation for 3.9 acre commercial development.",2001,0,0,126000,0,0,0,0,0,,126500,0,2.01321,0,2546.71
28-2113,DOUGLAS,28,TIF REDEVELOPMENT 113,5/16/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Abbot Drive Plaza
Northwest of Avenue ""H"" and Abbott Drive
Description: Funds used for acquisition, public improvements and site preparation for 3.9 acre commercial development.",2002,0,0,126500,96900,0,0,0,0,,126500,96900,2.08626,2021.59,2639.12
28-2113,DOUGLAS,28,TIF REDEVELOPMENT 113,5/16/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Abbot Drive Plaza
Northwest of Avenue ""H"" and Abbott Drive
Description: Funds used for acquisition, public improvements and site preparation for 3.9 acre commercial development.",2003,0,0,126500,96900,0,0,0,0,,126500,96900,2.16055,2093.57,2733.1
28-2113,DOUGLAS,28,TIF REDEVELOPMENT 113,5/16/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Abbot Drive Plaza
Northwest of Avenue ""H"" and Abbott Drive
Description: Funds used for acquisition, public improvements and site preparation for 3.9 acre commercial development.",2004,0,0,126500,602560,0,0,0,0,,126500,602560,2.14791,12942.45,2717.11
28-2113,DOUGLAS,28,TIF REDEVELOPMENT 113,5/16/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Abbot Drive Plaza
Northwest of Avenue ""H"" and Abbott Drive
Description: Funds used for acquisition, public improvements and site preparation for 3.9 acre commercial development.",2005,0,0,126500,602600,0,0,0,0,,126500,602600,2.09798,12642.43,2653.94
28-2113,DOUGLAS,28,TIF REDEVELOPMENT 113,5/16/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Abbot Drive Plaza
Northwest of Avenue ""H"" and Abbott Drive
Description: Funds used for acquisition, public improvements and site preparation for 3.9 acre commercial development.",2006,0,0,126500,602600,0,0,0,0,,126500,602600,2.07512,12504.67,2625.03
28-2113,DOUGLAS,28,TIF REDEVELOPMENT 113,5/16/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Abbot Drive Plaza
Northwest of Avenue ""H"" and Abbott Drive
Description: Funds used for acquisition, public improvements and site preparation for 3.9 acre commercial development.",2007,0,0,126500,1006800,0,0,0,0,,126500,1006800,2.05403,20679.97,2598.35
28-2113,DOUGLAS,28,TIF REDEVELOPMENT 113,5/16/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Abbot Drive Plaza
Northwest of Avenue ""H"" and Abbott Drive
Description: Funds used for acquisition, public improvements and site preparation for 3.9 acre commercial development.",2008,0,0,93000,1005100,33500,1700,0,0,,126500,1006800,2.05498,20689.54,2599.55
28-2113,DOUGLAS,28,TIF REDEVELOPMENT 113,5/16/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Abbot Drive Plaza
Northwest of Avenue ""H"" and Abbott Drive
Description: Funds used for acquisition, public improvements and site preparation for 3.9 acre commercial development.",2009,0,0,93000,4893600,33500,1700,0,0,,126500,4895300,2.13427,104478.92,2699.85
28-2113,DOUGLAS,28,TIF REDEVELOPMENT 113,5/16/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Abbot Drive Plaza
Northwest of Avenue ""H"" and Abbott Drive
Description: Funds used for acquisition, public improvements and site preparation for 3.9 acre commercial development.",2010,0,0,93000,4355400,33500,1700,0,0,,126500,4357100,2.17816,94904.61,2755.37
28-2113,DOUGLAS,28,TIF REDEVELOPMENT 113,5/16/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Abbot Drive Plaza
Northwest of Avenue ""H"" and Abbott Drive
Description: Funds used for acquisition, public improvements and site preparation for 3.9 acre commercial development.",2011,0,0,93000,4355400,33500,1700,0,0,,126500,4357100,2.17798,94896.77,2755.14
28-2113,DOUGLAS,28,TIF REDEVELOPMENT 113,5/16/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Abbot Drive Plaza
Northwest of Avenue ""H"" and Abbott Drive
Description: Funds used for acquisition, public improvements and site preparation for 3.9 acre commercial development.",2012,0,0,93000,5204900,33500,1700,0,0,,126500,5206600,2.17448,113216.48,2750.72
28-2113,DOUGLAS,28,TIF REDEVELOPMENT 113,5/16/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Abbot Drive Plaza
Northwest of Avenue ""H"" and Abbott Drive
Description: Funds used for acquisition, public improvements and site preparation for 3.9 acre commercial development.",2013,0,0,93000,5218100,33500,1700,0,0,,126500,5219800,2.19974,114822.03,2782.67
28-2113,DOUGLAS,28,TIF REDEVELOPMENT 113,5/16/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Abbot Drive Plaza
Northwest of Avenue ""H"" and Abbott Drive
Description: Funds used for acquisition, public improvements and site preparation for 3.9 acre commercial development.",2014,0,0,93000,5218100,33500,1700,0,0,,126500,5219800,2.18859,114240.02,2768.57
28-2113,DOUGLAS,28,TIF REDEVELOPMENT 113,5/16/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Abbot Drive Plaza
Northwest of Avenue ""H"" and Abbott Drive
Description: Funds used for acquisition, public improvements and site preparation for 3.9 acre commercial development.",2015,0,0,93000,5218100,33500,1700,0,0,,126500,5219800,2.23039,116421.9,2821.44
28-2114,DOUGLAS,28,TIF REDEVELOPMENT 114,5/2/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: NCDC Meredith Manor
Bounded by Ames & Meredith Avenues, between 33rd & 34th Street.
Description: Funds used for the development of approximately 24 units of elderly-assisted housing.",2000,0,0,47400,0,0,0,0,0,,47400,0,1.88197,0,892.05
28-2114,DOUGLAS,28,TIF REDEVELOPMENT 114,5/2/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: NCDC Meredith Manor
Bounded by Ames & Meredith Avenues, between 33rd & 34th Street.
Description: Funds used for the development of approximately 24 units of elderly-assisted housing.",2001,0,0,47400,375000,0,0,0,0,,47400,375000,2.01321,7549.54,954.26
28-2114,DOUGLAS,28,TIF REDEVELOPMENT 114,5/2/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: NCDC Meredith Manor
Bounded by Ames & Meredith Avenues, between 33rd & 34th Street.
Description: Funds used for the development of approximately 24 units of elderly-assisted housing.",2002,0,0,47400,737200,0,0,0,0,,47400,737200,2.08626,15379.91,988.89
28-2114,DOUGLAS,28,TIF REDEVELOPMENT 114,5/2/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: NCDC Meredith Manor
Bounded by Ames & Meredith Avenues, between 33rd & 34th Street.
Description: Funds used for the development of approximately 24 units of elderly-assisted housing.",2003,0,0,47400,737200,0,0,0,0,,47400,737200,2.16055,15927.57,1024.1
28-2114,DOUGLAS,28,TIF REDEVELOPMENT 114,5/2/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: NCDC Meredith Manor
Bounded by Ames & Meredith Avenues, between 33rd & 34th Street.
Description: Funds used for the development of approximately 24 units of elderly-assisted housing.",2004,0,0,47400,737200,0,0,0,0,,47400,737200,2.14791,15834.39,1018.11
28-2114,DOUGLAS,28,TIF REDEVELOPMENT 114,5/2/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: NCDC Meredith Manor
Bounded by Ames & Meredith Avenues, between 33rd & 34th Street.
Description: Funds used for the development of approximately 24 units of elderly-assisted housing.",2005,0,0,47400,737200,0,0,0,0,,47400,737200,2.09798,15466.31,994.44
28-2114,DOUGLAS,28,TIF REDEVELOPMENT 114,5/2/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: NCDC Meredith Manor
Bounded by Ames & Meredith Avenues, between 33rd & 34th Street.
Description: Funds used for the development of approximately 24 units of elderly-assisted housing.",2006,0,0,47400,737200,0,0,0,0,,47400,737200,2.07512,15297.78,983.61
28-2114,DOUGLAS,28,TIF REDEVELOPMENT 114,5/2/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: NCDC Meredith Manor
Bounded by Ames & Meredith Avenues, between 33rd & 34th Street.
Description: Funds used for the development of approximately 24 units of elderly-assisted housing.",2007,0,0,47400,737200,0,0,0,0,,47400,737200,2.05403,15142.31,973.61
28-2114,DOUGLAS,28,TIF REDEVELOPMENT 114,5/2/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: NCDC Meredith Manor
Bounded by Ames & Meredith Avenues, between 33rd & 34th Street.
Description: Funds used for the development of approximately 24 units of elderly-assisted housing.",2008,0,0,47400,515800,0,0,0,0,,47400,515800,2.05498,10599.59,974.06
28-2114,DOUGLAS,28,TIF REDEVELOPMENT 114,5/2/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: NCDC Meredith Manor
Bounded by Ames & Meredith Avenues, between 33rd & 34th Street.
Description: Funds used for the development of approximately 24 units of elderly-assisted housing.",2009,0,0,47400,515800,0,0,0,0,,47400,515800,2.13427,11008.56,1011.64
28-2114,DOUGLAS,28,TIF REDEVELOPMENT 114,5/2/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: NCDC Meredith Manor
Bounded by Ames & Meredith Avenues, between 33rd & 34th Street.
Description: Funds used for the development of approximately 24 units of elderly-assisted housing.",2010,0,0,47400,394400,0,0,0,0,,47400,394400,2.17816,8590.66,1032.45
28-2114,DOUGLAS,28,TIF REDEVELOPMENT 114,5/2/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: NCDC Meredith Manor
Bounded by Ames & Meredith Avenues, between 33rd & 34th Street.
Description: Funds used for the development of approximately 24 units of elderly-assisted housing.",2011,0,0,47400,394400,0,0,0,0,,47400,394400,2.17798,8589.95,1032.36
28-2114,DOUGLAS,28,TIF REDEVELOPMENT 114,5/2/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: NCDC Meredith Manor
Bounded by Ames & Meredith Avenues, between 33rd & 34th Street.
Description: Funds used for the development of approximately 24 units of elderly-assisted housing.",2012,0,0,47400,394400,0,0,0,0,,47400,394400,2.17448,8576.15,1030.7
28-2114,DOUGLAS,28,TIF REDEVELOPMENT 114,5/2/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: NCDC Meredith Manor
Bounded by Ames & Meredith Avenues, between 33rd & 34th Street.
Description: Funds used for the development of approximately 24 units of elderly-assisted housing.",2013,0,0,47400,394400,0,0,0,0,,47400,394400,2.19974,8675.77,1042.68
28-2114,DOUGLAS,28,TIF REDEVELOPMENT 114,5/2/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: NCDC Meredith Manor
Bounded by Ames & Meredith Avenues, between 33rd & 34th Street.
Description: Funds used for the development of approximately 24 units of elderly-assisted housing.",2014,0,0,47400,394400,0,0,0,0,,47400,394400,2.18859,8631.8,1037.39
28-2114,DOUGLAS,28,TIF REDEVELOPMENT 114,5/2/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: NCDC Meredith Manor
Bounded by Ames & Meredith Avenues, between 33rd & 34th Street.
Description: Funds used for the development of approximately 24 units of elderly-assisted housing.",2015,0,0,47400,1056100,0,0,0,0,,47400,1056100,2.23039,23555.15,1057.2
28-2118,DOUGLAS,28,TIF REDEVELOPMENT 118,10/3/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Cox/Suburban Electric
1875 Ida Street
Description: TIF funds used for acquisition, public improvements and site preparation for industrial development.",2001,0,0,580000,0,0,0,0,0,,95400,0,2.01321,0,1920.6
28-2118,DOUGLAS,28,TIF REDEVELOPMENT 118,10/3/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Cox/Suburban Electric
1875 Ida Street
Description: TIF funds used for acquisition, public improvements and site preparation for industrial development.",2002,0,0,95400,510900,0,0,0,0,,95400,510900,2.08626,10658.7,1990.29
28-2118,DOUGLAS,28,TIF REDEVELOPMENT 118,10/3/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Cox/Suburban Electric
1875 Ida Street
Description: TIF funds used for acquisition, public improvements and site preparation for industrial development.",2003,0,0,95400,510900,0,0,0,0,,95400,510900,2.16055,11038.25,2061.16
28-2118,DOUGLAS,28,TIF REDEVELOPMENT 118,10/3/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Cox/Suburban Electric
1875 Ida Street
Description: TIF funds used for acquisition, public improvements and site preparation for industrial development.",2004,0,0,95400,510900,0,0,0,0,,95400,510900,2.14791,10973.67,2049.11
28-2118,DOUGLAS,28,TIF REDEVELOPMENT 118,10/3/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Cox/Suburban Electric
1875 Ida Street
Description: TIF funds used for acquisition, public improvements and site preparation for industrial development.",2005,0,0,95400,510900,0,0,0,0,,95400,510900,2.09798,10718.58,2001.47
28-2118,DOUGLAS,28,TIF REDEVELOPMENT 118,10/3/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Cox/Suburban Electric
1875 Ida Street
Description: TIF funds used for acquisition, public improvements and site preparation for industrial development.",2006,0,0,95400,510900,0,0,0,0,,95400,510900,2.07512,10601.79,1979.66
28-2118,DOUGLAS,28,TIF REDEVELOPMENT 118,10/3/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Cox/Suburban Electric
1875 Ida Street
Description: TIF funds used for acquisition, public improvements and site preparation for industrial development.",2007,0,0,95400,510600,0,0,0,0,,95400,510600,2.05403,10487.88,1959.54
28-2118,DOUGLAS,28,TIF REDEVELOPMENT 118,10/3/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Cox/Suburban Electric
1875 Ida Street
Description: TIF funds used for acquisition, public improvements and site preparation for industrial development.",2008,0,0,95400,510600,0,0,0,0,,95400,510600,2.05498,10492.73,1960.45
28-2118,DOUGLAS,28,TIF REDEVELOPMENT 118,10/3/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Cox/Suburban Electric
1875 Ida Street
Description: TIF funds used for acquisition, public improvements and site preparation for industrial development.",2009,0,0,95400,430500,0,0,0,0,,95400,430500,2.13427,9188.03,2036.09
28-2118,DOUGLAS,28,TIF REDEVELOPMENT 118,10/3/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Cox/Suburban Electric
1875 Ida Street
Description: TIF funds used for acquisition, public improvements and site preparation for industrial development.",2010,0,0,95400,430500,0,0,0,0,,95400,430500,2.17816,9376.98,2077.96
28-2118,DOUGLAS,28,TIF REDEVELOPMENT 118,10/3/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Cox/Suburban Electric
1875 Ida Street
Description: TIF funds used for acquisition, public improvements and site preparation for industrial development.",2011,0,0,95400,430500,0,0,0,0,,95400,430500,2.17798,9376.2,2077.79
28-2118,DOUGLAS,28,TIF REDEVELOPMENT 118,10/3/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Cox/Suburban Electric
1875 Ida Street
Description: TIF funds used for acquisition, public improvements and site preparation for industrial development.",2012,0,0,95400,430500,0,0,0,0,,95400,430500,2.17448,9361.14,2074.45
28-2118,DOUGLAS,28,TIF REDEVELOPMENT 118,10/3/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Cox/Suburban Electric
1875 Ida Street
Description: TIF funds used for acquisition, public improvements and site preparation for industrial development.",2013,0,0,95400,430500,0,0,0,0,,95400,430500,2.19974,9469.88,2098.55
28-2118,DOUGLAS,28,TIF REDEVELOPMENT 118,10/3/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Cox/Suburban Electric
1875 Ida Street
Description: TIF funds used for acquisition, public improvements and site preparation for industrial development.",2014,0,0,95400,430500,0,0,0,0,,95400,430500,2.18859,9421.88,2087.91
28-2118,DOUGLAS,28,TIF REDEVELOPMENT 118,10/3/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: Cox/Suburban Electric
1875 Ida Street
Description: TIF funds used for acquisition, public improvements and site preparation for industrial development.",2015,0,0,95400,6400,0,424100,0,0,,95400,430500,2.23039,9601.82,2127.79
28-2120,DOUGLAS,28,TIF REDEVELOPMENT 120,10/24/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: T & B Properties, LLC
4115 Lake Street
Description: TIF funds used for public improvements, site preparation for industrial facility.",2001,0,0,19700,0,0,0,0,0,,36100,0,2.01321,0,726.77
28-2120,DOUGLAS,28,TIF REDEVELOPMENT 120,10/24/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: T & B Properties, LLC
4115 Lake Street
Description: TIF funds used for public improvements, site preparation for industrial facility.",2002,0,0,36100,2500,0,0,0,0,,36100,2500,2.08626,52.16,753.14
28-2120,DOUGLAS,28,TIF REDEVELOPMENT 120,10/24/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: T & B Properties, LLC
4115 Lake Street
Description: TIF funds used for public improvements, site preparation for industrial facility.",2003,0,0,36100,380100,0,0,0,0,,36100,380100,2.16055,8212.25,779.96
28-2120,DOUGLAS,28,TIF REDEVELOPMENT 120,10/24/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: T & B Properties, LLC
4115 Lake Street
Description: TIF funds used for public improvements, site preparation for industrial facility.",2004,0,0,36100,380100,0,0,0,0,,36100,380100,2.14791,8164.21,775.4
28-2120,DOUGLAS,28,TIF REDEVELOPMENT 120,10/24/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: T & B Properties, LLC
4115 Lake Street
Description: TIF funds used for public improvements, site preparation for industrial facility.",2005,0,0,36100,380100,0,0,0,0,,36100,380100,2.09798,7974.42,757.37
28-2120,DOUGLAS,28,TIF REDEVELOPMENT 120,10/24/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: T & B Properties, LLC
4115 Lake Street
Description: TIF funds used for public improvements, site preparation for industrial facility.",2006,0,0,36100,380100,0,0,0,0,,36100,380100,2.07512,7887.53,749.12
28-2120,DOUGLAS,28,TIF REDEVELOPMENT 120,10/24/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: T & B Properties, LLC
4115 Lake Street
Description: TIF funds used for public improvements, site preparation for industrial facility.",2007,0,0,36100,383800,0,0,0,0,,36100,383800,2.05403,7883.37,741.5
28-2120,DOUGLAS,28,TIF REDEVELOPMENT 120,10/24/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: T & B Properties, LLC
4115 Lake Street
Description: TIF funds used for public improvements, site preparation for industrial facility.",2008,0,0,36100,383800,0,0,0,0,,36100,383800,2.05498,7887.01,741.85
28-2120,DOUGLAS,28,TIF REDEVELOPMENT 120,10/24/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: T & B Properties, LLC
4115 Lake Street
Description: TIF funds used for public improvements, site preparation for industrial facility.",2009,0,0,36100,476100,0,0,0,0,,36100,476100,2.13427,10161.26,770.47
28-2120,DOUGLAS,28,TIF REDEVELOPMENT 120,10/24/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: T & B Properties, LLC
4115 Lake Street
Description: TIF funds used for public improvements, site preparation for industrial facility.",2010,0,0,36100,476100,0,0,0,0,,36100,476100,2.17816,10370.22,786.32
28-2120,DOUGLAS,28,TIF REDEVELOPMENT 120,10/24/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: T & B Properties, LLC
4115 Lake Street
Description: TIF funds used for public improvements, site preparation for industrial facility.",2011,0,0,36100,476100,0,0,0,0,,36100,476100,2.17798,10369.36,786.25
28-2120,DOUGLAS,28,TIF REDEVELOPMENT 120,10/24/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: T & B Properties, LLC
4115 Lake Street
Description: TIF funds used for public improvements, site preparation for industrial facility.",2012,0,0,36100,476100,0,0,0,0,,36100,476100,2.17448,10352.7,784.99
28-2120,DOUGLAS,28,TIF REDEVELOPMENT 120,10/24/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: T & B Properties, LLC
4115 Lake Street
Description: TIF funds used for public improvements, site preparation for industrial facility.",2013,0,0,36100,476100,0,0,0,0,,36100,476100,2.19974,10472.96,794.11
28-2120,DOUGLAS,28,TIF REDEVELOPMENT 120,10/24/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: T & B Properties, LLC
4115 Lake Street
Description: TIF funds used for public improvements, site preparation for industrial facility.",2014,0,0,36100,476100,0,0,0,0,,36100,476100,2.18859,10419.88,790.08
28-2120,DOUGLAS,28,TIF REDEVELOPMENT 120,10/24/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: T & B Properties, LLC
4115 Lake Street
Description: TIF funds used for public improvements, site preparation for industrial facility.",2015,0,0,36100,476100,0,0,0,0,,36100,476100,2.23039,10618.89,805.17
28-2122,DOUGLAS,28,TIF REDEVELOPMENT 122,5/23/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: 1st National Child Development Center
14th & Chicago Streets
Description: TIF funds used for public improvements, site preparation for commercial facility.",2001,0,0,344100,851400,0,0,0,0,,344100,851400,2.01321,17140.47,6927.46
28-2122,DOUGLAS,28,TIF REDEVELOPMENT 122,5/23/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: 1st National Child Development Center
14th & Chicago Streets
Description: TIF funds used for public improvements, site preparation for commercial facility.",2002,0,0,344100,3139800,0,0,0,0,,344100,3139800,2.08626,65504.39,7178.82
28-2122,DOUGLAS,28,TIF REDEVELOPMENT 122,5/23/00,OMAHA,OMAHA 1,28-0001,,5,"Name of Project: 1st National Child Development Center
14th & Chicago Streets
Description: TIF funds used for public improvements, site preparation for commercial facility.",2003,0,0,344100,3139800,0,0,0,0,,344100,3139800,2.16055,67836.95,7434.45
