"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export from 2014 Tax Increment Financing Report ,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SCHOOL CODES & Class,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
24-0955,DAWSON,24,TIF GLC #3 LEXINGTON,5/3/2005,LEXINGTON,LEXINGTON 1,24-0001,,3,"Name of Project: Greater Lexington Corporation Lots in Woodwards 4th Addition, Pulsen's First Addition and Parkview Addition Description: TIF funds used for infrastructure such as streets, storm water facilities, water lines and sewage lines for the construction of 10 single family residences. This is an extension of GLC # 1",2007,"28,748.00","546,107.00",0.00,0.00,0.00,0.00,0.00,0.00,,"28,748.00","546,107.00",2.138558,"11,678.82",614.79
24-0955,DAWSON,24,TIF GLC #3 LEXINGTON,5/3/2005,LEXINGTON,LEXINGTON 1,24-0001,,3,"Name of Project: Greater Lexington Corporation Lots in Woodwards 4th Addition, Pulsen's First Addition and Parkview Addition Description: TIF funds used for infrastructure such as streets, storm water facilities, water lines and sewage lines for the construction of 10 single family residences. This is an extension of GLC # 1",2008,"28,748.00","546,107.00",0.00,0.00,0.00,0.00,0.00,0.00,,"28,748.00","546,107.00",2.169139,"11,845.82",623.58
24-0955,DAWSON,24,TIF GLC #3 LEXINGTON,5/3/2005,LEXINGTON,LEXINGTON 1,24-0001,,3,"Name of Project: Greater Lexington Corporation Lots in Woodwards 4th Addition, Pulsen's First Addition and Parkview Addition Description: TIF funds used for infrastructure such as streets, storm water facilities, water lines and sewage lines for the construction of 10 single family residences. This is an extension of GLC # 1",2009,"28,748.00","699,177.00",0.00,0.00,0.00,0.00,0.00,0.00,,"28,748.00","699,177.00",2.187967,"15,297.77",629.00
24-0955,DAWSON,24,TIF GLC #3 LEXINGTON,5/3/2005,LEXINGTON,LEXINGTON 1,24-0001,,3,"Name of Project: Greater Lexington Corporation Lots in Woodwards 4th Addition, Pulsen's First Addition and Parkview Addition Description: TIF funds used for infrastructure such as streets, storm water facilities, water lines and sewage lines for the construction of 10 single family residences. This is an extension of GLC # 1",2010,"28,748.00","689,143.00",0.00,0.00,0.00,0.00,0.00,0.00,,"28,748.00","689,143.00",2.199592,"15,158.33",632.34
24-0955,DAWSON,24,TIF GLC #3 LEXINGTON,5/3/2005,LEXINGTON,LEXINGTON 1,24-0001,,3,"Name of Project: Greater Lexington Corporation Lots in Woodwards 4th Addition, Pulsen's First Addition and Parkview Addition Description: TIF funds used for infrastructure such as streets, storm water facilities, water lines and sewage lines for the construction of 10 single family residences. This is an extension of GLC # 1",2011,"28,748.00","689,143.00",0.00,0.00,0.00,0.00,0.00,0.00,,"28,748.00","689,143.00",2.225397,"15,336.18",639.76
24-0955,DAWSON,24,TIF GLC #3 LEXINGTON,5/3/2005,LEXINGTON,LEXINGTON 1,24-0001,,3,"Name of Project: Greater Lexington Corporation Lots in Woodwards 4th Addition, Pulsen's First Addition and Parkview Addition Description: TIF funds used for infrastructure such as streets, storm water facilities, water lines and sewage lines for the construction of 10 single family residences. This is an extension of GLC # 1",2012,"28,748.00","690,278.00",0.00,0.00,0.00,0.00,0.00,0.00,,"28,748.00","690,278.00",2.217015,"15,303.60",637.35
24-0955,DAWSON,24,TIF GLC #3 LEXINGTON,5/3/2005,LEXINGTON,LEXINGTON 1,24-0001,,3,"Name of Project: Greater Lexington Corporation Lots in Woodwards 4th Addition, Pulsen's First Addition and Parkview Addition Description: TIF funds used for infrastructure such as streets, storm water facilities, water lines and sewage lines for the construction of 10 single family residences. This is an extension of GLC # 1",2013,"28,748.00","679,738.00",0.00,0.00,0.00,0.00,0.00,0.00,,"28,748.00","679,738.00",2.177554,"14,801.66",626.00
24-0955,DAWSON,24,TIF GLC #3 LEXINGTON,5/3/2005,LEXINGTON,LEXINGTON 1,24-0001,,3,"Name of Project: Greater Lexington Corporation Lots in Woodwards 4th Addition, Pulsen's First Addition and Parkview Addition Description: TIF funds used for infrastructure such as streets, storm water facilities, water lines and sewage lines for the construction of 10 single family residences. This is an extension of GLC # 1",2014,"28,748.00","679,738.00",0.00,0.00,0.00,0.00,0.00,0.00,,"28,748.00","679,738.00",2.042805,"13,885.74",587.27
26-2101,DIXON,26,TIF WATERBURY 1 PROJ,9/22/2005,WATERBURY,PONCA 1,26-0001,,3,"Name of Project: Village of Waterbury District Redevelopment Project Village of Waterbury 
Description: TIF funds used for public improvements necessary to encourage economic development in the subject area.",2006,"667,665.00","130,140.00","69,715.00","3,110.00",0.00,0.00,0.00,0.00,,"737,380.00","133,250.00",2.414913,"3,217.87","17,807.09"
26-2101,DIXON,26,TIF WATERBURY 1 PROJ,9/22/2005,WATERBURY,PONCA 1,26-0001,,3,"Name of Project: Village of Waterbury District Redevelopment Project Village of Waterbury 
Description: TIF funds used for public improvements necessary to encourage economic development in the subject area.",2007,"648,375.00","166,840.00","69,715.00","3,110.00",0.00,0.00,0.00,0.00,,"718,090.00","169,950.00",2.441798,"4,149.84","17,534.31"
26-2101,DIXON,26,TIF WATERBURY 1 PROJ,9/22/2005,WATERBURY,PONCA 1,26-0001,,3,"Name of Project: Village of Waterbury District Redevelopment Project Village of Waterbury 
Description: TIF funds used for public improvements necessary to encourage economic development in the subject area.",2008,"642,655.00","163,570.00","69,715.00","3,110.00",0.00,0.00,0.00,0.00,,"712,370.00","166,680.00",2.339886,"3,900.12","16,668.65"
26-2101,DIXON,26,TIF WATERBURY 1 PROJ,9/22/2005,WATERBURY,PONCA 1,26-0001,,3,"Name of Project: Village of Waterbury District Redevelopment Project Village of Waterbury 
Description: TIF funds used for public improvements necessary to encourage economic development in the subject area.",2009,"642,655.00","191,025.00","69,715.00","3,110.00",0.00,0.00,0.00,0.00,,"712,370.00","194,135.00",2.557772,"4,965.53","18,220.80"
26-2101,DIXON,26,TIF WATERBURY 1 PROJ,9/22/2005,WATERBURY,PONCA 1,26-0001,,3,"Name of Project: Village of Waterbury District Redevelopment Project Village of Waterbury 
Description: TIF funds used for public improvements necessary to encourage economic development in the subject area.",2010,"620,595.00","221,410.00","69,105.00","2,595.00",0.00,0.00,0.00,0.00,,"689,700.00","224,005.00",2.563866,"5,743.19","17,682.98"
26-2101,DIXON,26,TIF WATERBURY 1 PROJ,9/22/2005,WATERBURY,PONCA 1,26-0001,,3,"Name of Project: Village of Waterbury District Redevelopment Project Village of Waterbury 
Description: TIF funds used for public improvements necessary to encourage economic development in the subject area.",2011,"572,850.00","221,410.00","117,460.00","3,110.00",0.00,0.00,0.00,0.00,,"690,310.00","224,520.00",2.557082,"5,741.36","17,651.79"
26-2101,DIXON,26,TIF WATERBURY 1 PROJ,9/22/2005,WATERBURY,PONCA 1,26-0001,,3,"Name of Project: Village of Waterbury District Redevelopment Project Village of Waterbury 
Description: TIF funds used for public improvements necessary to encourage economic development in the subject area.",2012,"558,920.00","224,460.00","117,460.00","3,110.00",0.00,0.00,0.00,0.00,,"676,380.00","227,570.00",2.422250,"5,512.50","16,383.61"
26-2101,DIXON,26,TIF WATERBURY 1 PROJ,9/22/2005,WATERBURY,PONCA 1,26-0001,,3,"Name of Project: Village of Waterbury District Redevelopment Project Village of Waterbury 
Description: TIF funds used for public improvements necessary to encourage economic development in the subject area.",2013,"551,075.00","172,225.00","117,460.00","2,715.00",0.00,0.00,0.00,0.00,,"668,535.00","174,940.00",2.231160,"3,903.38","14,916.09"
26-2101,DIXON,26,TIF WATERBURY 1 PROJ,9/22/2005,WATERBURY,PONCA 1,26-0001,,3,"Name of Project: Village of Waterbury District Redevelopment Project Village of Waterbury 
Description: TIF funds used for public improvements necessary to encourage economic development in the subject area.",2014,"551,075.00","172,225.00","117,460.00","2,715.00",0.00,0.00,0.00,0.00,,"668,535.00","174,940.00",2.099664,"3,673.36","14,036.99"
26-2170,DIXON,26,TIF WATERBURY 70 PROJ,9/22/2005,WATERBURY,ALLEN 70,26-0070,,3,"Name of Project: Village of Waterbury District Redevelopment Project Village of Waterbury 
Description: TIF funds used for public improvements necessary to encourage economic development in the subject area.",2006,"386,675.00","44,125.00",895.00,765.00,0.00,0.00,0.00,0.00,,"387,570.00","44,890.00",2.458503,"1,103.62","9,528.42"
26-2170,DIXON,26,TIF WATERBURY 70 PROJ,9/22/2005,WATERBURY,ALLEN 70,26-0070,,3,"Name of Project: Village of Waterbury District Redevelopment Project Village of Waterbury 
Description: TIF funds used for public improvements necessary to encourage economic development in the subject area.",2007,"400,940.00","52,635.00",895.00,765.00,0.00,0.00,0.00,0.00,,"401,835.00","53,400.00",2.441380,"1,303.70","9,810.32"
26-2170,DIXON,26,TIF WATERBURY 70 PROJ,9/22/2005,WATERBURY,ALLEN 70,26-0070,,3,"Name of Project: Village of Waterbury District Redevelopment Project Village of Waterbury 
Description: TIF funds used for public improvements necessary to encourage economic development in the subject area.",2008,"400,940.00","65,435.00",895.00,765.00,0.00,0.00,0.00,0.00,,"401,835.00","66,200.00",2.314656,"1,532.30","9,301.10"
26-2170,DIXON,26,TIF WATERBURY 70 PROJ,9/22/2005,WATERBURY,ALLEN 70,26-0070,,3,"Name of Project: Village of Waterbury District Redevelopment Project Village of Waterbury 
Description: TIF funds used for public improvements necessary to encourage economic development in the subject area.",2009,"400,940.00","77,400.00",895.00,765.00,0.00,0.00,0.00,0.00,,"401,835.00","78,165.00",2.347937,"1,835.26","9,434.83"
26-2170,DIXON,26,TIF WATERBURY 70 PROJ,9/22/2005,WATERBURY,ALLEN 70,26-0070,,3,"Name of Project: Village of Waterbury District Redevelopment Project Village of Waterbury 
Description: TIF funds used for public improvements necessary to encourage economic development in the subject area.",2010,"400,330.00","72,470.00","1,505.00","1,280.00",0.00,0.00,0.00,0.00,,"401,835.00","73,750.00",2.380125,"1,755.34","9,564.18"
26-2170,DIXON,26,TIF WATERBURY 70 PROJ,9/22/2005,WATERBURY,ALLEN 70,26-0070,,3,"Name of Project: Village of Waterbury District Redevelopment Project Village of Waterbury 
Description: TIF funds used for public improvements necessary to encourage economic development in the subject area.",2011,"400,940.00","77,400.00",895.00,765.00,0.00,0.00,0.00,0.00,,"401,835.00","78,165.00",2.289386,"1,789.56","9,199.55"
26-2170,DIXON,26,TIF WATERBURY 70 PROJ,9/22/2005,WATERBURY,ALLEN 70,26-0070,,3,"Name of Project: Village of Waterbury District Redevelopment Project Village of Waterbury 
Description: TIF funds used for public improvements necessary to encourage economic development in the subject area.",2012,"400,940.00","77,400.00",895.00,765.00,0.00,0.00,0.00,0.00,,"401,835.00","78,165.00",2.206925,"1,725.16","8,868.20"
26-2170,DIXON,26,TIF WATERBURY 70 PROJ,9/22/2005,WATERBURY,ALLEN 70,26-0070,,3,"Name of Project: Village of Waterbury District Redevelopment Project Village of Waterbury 
Description: TIF funds used for public improvements necessary to encourage economic development in the subject area.",2013,"400,940.00","76,900.00",895.00,765.00,0.00,0.00,0.00,0.00,,"401,835.00","77,665.00",2.057788,"1,598.30","8,268.91"
26-2170,DIXON,26,TIF WATERBURY 70 PROJ,9/22/2005,WATERBURY,ALLEN 70,26-0070,,3,"Name of Project: Village of Waterbury District Redevelopment Project Village of Waterbury 
Description: TIF funds used for public improvements necessary to encourage economic development in the subject area.",2014,"400,940.00","96,085.00",895.00,765.00,0.00,0.00,0.00,0.00,,"401,835.00","96,850.00",1.860629,"1,802.16","7,476.66"
27-6666,DODGE,27,TIF MDI LIMITED PARTNERSHIP#36,10/25/2002,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: MDI Limited Partnership (Powerhouse Apartments)
The North 140 feet of Block 113, Original Town of Freemont
Description: TIF funds used for the renovation of the historic Powerhouse in downtown Freemont.",2005,0.00,0.00,"1,560,000.00",0.00,0.00,0.00,0.00,0.00,,"1,560,000.00",0.00,1.866089,0.00,"29,110.99"
27-6666,DODGE,27,TIF MDI LIMITED PARTNERSHIP#36,10/25/2002,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: MDI Limited Partnership (Powerhouse Apartments)
The North 140 feet of Block 113, Original Town of Freemont
Description: TIF funds used for the renovation of the historic Powerhouse in downtown Freemont.",2006,0.00,0.00,"111,420.00","1,448,580.00",0.00,0.00,0.00,0.00,,"111,420.00","1,448,580.00",1.906009,"27,610.06","2,123.68"
27-6666,DODGE,27,TIF MDI LIMITED PARTNERSHIP#36,10/25/2002,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: MDI Limited Partnership (Powerhouse Apartments)
The North 140 feet of Block 113, Original Town of Freemont
Description: TIF funds used for the renovation of the historic Powerhouse in downtown Freemont.",2007,0.00,0.00,"111,420.00","1,448,580.00",0.00,0.00,0.00,0.00,,"111,420.00","1,448,580.00",1.917948,"27,783.02","2,136.98"
27-6666,DODGE,27,TIF MDI LIMITED PARTNERSHIP#36,10/25/2002,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: MDI Limited Partnership (Powerhouse Apartments)
The North 140 feet of Block 113, Original Town of Freemont
Description: TIF funds used for the renovation of the historic Powerhouse in downtown Freemont.",2008,0.00,0.00,"111,420.00","1,450,070.00",0.00,0.00,0.00,0.00,,"111,420.00","1,450,070.00",1.917625,"27,806.90","2,136.62"
27-6666,DODGE,27,TIF MDI LIMITED PARTNERSHIP#36,10/25/2002,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: MDI Limited Partnership (Powerhouse Apartments)
The North 140 feet of Block 113, Original Town of Freemont
Description: TIF funds used for the renovation of the historic Powerhouse in downtown Freemont.",2009,0.00,0.00,"111,420.00","1,450,070.00",0.00,0.00,0.00,0.00,,"111,420.00","1,450,070.00",1.920997,"27,855.80","2,140.37"
27-6666,DODGE,27,TIF MDI LIMITED PARTNERSHIP#36,10/25/2002,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: MDI Limited Partnership (Powerhouse Apartments)
The North 140 feet of Block 113, Original Town of Freemont
Description: TIF funds used for the renovation of the historic Powerhouse in downtown Freemont.",2010,0.00,0.00,"111,420.00","1,450,070.00",0.00,0.00,0.00,0.00,,"111,420.00","1,450,070.00",2.000178,"29,003.98","2,228.60"
27-6666,DODGE,27,TIF MDI LIMITED PARTNERSHIP#36,10/25/2002,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: MDI Limited Partnership (Powerhouse Apartments)
The North 140 feet of Block 113, Original Town of Freemont
Description: TIF funds used for the renovation of the historic Powerhouse in downtown Freemont.",2011,0.00,0.00,"111,420.00","1,450,070.00",0.00,0.00,0.00,0.00,,"111,420.00","1,450,070.00",1.973428,"28,616.10","2,198.79"
27-6666,DODGE,27,TIF MDI LIMITED PARTNERSHIP#36,10/25/2002,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: MDI Limited Partnership (Powerhouse Apartments)
The North 140 feet of Block 113, Original Town of Freemont
Description: TIF funds used for the renovation of the historic Powerhouse in downtown Freemont.",2012,0.00,0.00,"111,420.00","1,450,070.00",0.00,0.00,0.00,0.00,,"111,420.00","1,450,070.00",1.966422,"28,514.50","2,190.99"
27-6666,DODGE,27,TIF MDI LIMITED PARTNERSHIP#36,10/25/2002,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: MDI Limited Partnership (Powerhouse Apartments)
The North 140 feet of Block 113, Original Town of Freemont
Description: TIF funds used for the renovation of the historic Powerhouse in downtown Freemont.",2013,0.00,0.00,"111,420.00","1,450,070.00",0.00,0.00,0.00,0.00,,"111,420.00","1,450,070.00",2.033402,"29,485.76","2,265.62"
27-6666,DODGE,27,TIF MDI LIMITED PARTNERSHIP#36,10/25/2002,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: MDI Limited Partnership (Powerhouse Apartments)
The North 140 feet of Block 113, Original Town of Freemont
Description: TIF funds used for the renovation of the historic Powerhouse in downtown Freemont.",2014,0.00,0.00,"111,420.00","1,450,070.00",0.00,0.00,0.00,0.00,,"111,420.00","1,450,070.00",1.973072,"28,610.94","2,198.40"
27-6667,DODGE,27,TIF LOGGER INVESTMENSTS LLC,8/1/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: Logger Investments, LLC (Christensen Lumber, Inc)
714 S. Mai n
Description: TIF funds used for infrastructure for the construction of a lumber yard",2005,0.00,0.00,0.00,0.00,"808,390.00","1,291,290.00",0.00,0.00,,0.00,"1,291,290.00",1.866089,"24,096.62","15,085.28"
27-6667,DODGE,27,TIF LOGGER INVESTMENSTS LLC,8/1/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: Logger Investments, LLC (Christensen Lumber, Inc)
714 S. Mai n
Description: TIF funds used for infrastructure for the construction of a lumber yard",2006,0.00,0.00,0.00,0.00,"808,390.00","1,291,290.00",0.00,0.00,,"808,390.00","1,291,290.00",1.906009,"24,612.10","15,407.99"
27-6667,DODGE,27,TIF LOGGER INVESTMENSTS LLC,8/1/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: Logger Investments, LLC (Christensen Lumber, Inc)
714 S. Mai n
Description: TIF funds used for infrastructure for the construction of a lumber yard",2007,0.00,0.00,0.00,0.00,"808,390.00","1,291,290.00",0.00,0.00,,"808,390.00","1,291,290.00",1.917948,"24,766.28","15,504.50"
27-6667,DODGE,27,TIF LOGGER INVESTMENSTS LLC,8/1/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: Logger Investments, LLC (Christensen Lumber, Inc)
714 S. Mai n
Description: TIF funds used for infrastructure for the construction of a lumber yard",2008,0.00,0.00,0.00,0.00,"808,390.00","1,302,715.00",0.00,0.00,,"808,390.00","1,302,715.00",1.917625,"24,981.18","15,501.89"
27-6667,DODGE,27,TIF LOGGER INVESTMENSTS LLC,8/1/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: Logger Investments, LLC (Christensen Lumber, Inc)
714 S. Mai n
Description: TIF funds used for infrastructure for the construction of a lumber yard",2009,0.00,0.00,0.00,0.00,"808,390.00","1,302,715.00",0.00,0.00,,"808,390.00","1,302,715.00",1.920997,"25,025.12","15,529.15"
27-6667,DODGE,27,TIF LOGGER INVESTMENSTS LLC,8/1/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: Logger Investments, LLC (Christensen Lumber, Inc)
714 S. Mai n
Description: TIF funds used for infrastructure for the construction of a lumber yard",2010,0.00,0.00,0.00,0.00,"808,390.00","1,302,715.00",0.00,0.00,,"808,390.00","1,302,715.00",2.000178,"26,056.62","16,169.24"
27-6667,DODGE,27,TIF LOGGER INVESTMENSTS LLC,8/1/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: Logger Investments, LLC (Christensen Lumber, Inc)
714 S. Mai n
Description: TIF funds used for infrastructure for the construction of a lumber yard",2011,0.00,0.00,0.00,0.00,"808,390.00","1,302,715.00",0.00,0.00,,"808,390.00","1,302,715.00",1.973428,"25,708.14","15,952.99"
27-6667,DODGE,27,TIF LOGGER INVESTMENSTS LLC,8/1/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: Logger Investments, LLC (Christensen Lumber, Inc)
714 S. Mai n
Description: TIF funds used for infrastructure for the construction of a lumber yard",2012,0.00,0.00,0.00,0.00,"808,390.00","1,302,715.00",0.00,0.00,,"808,390.00","1,302,715.00",1.966422,"25,616.88","15,896.36"
27-6667,DODGE,27,TIF LOGGER INVESTMENSTS LLC,8/1/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: Logger Investments, LLC (Christensen Lumber, Inc)
714 S. Mai n
Description: TIF funds used for infrastructure for the construction of a lumber yard",2013,0.00,0.00,0.00,0.00,"808,390.00","1,302,715.00",0.00,0.00,,"808,390.00","1,302,715.00",2.033402,"26,489.44","16,437.82"
27-6667,DODGE,27,TIF LOGGER INVESTMENSTS LLC,8/1/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: Logger Investments, LLC (Christensen Lumber, Inc)
714 S. Mai n
Description: TIF funds used for infrastructure for the construction of a lumber yard",2014,0.00,0.00,0.00,0.00,"808,390.00","1,302,715.00",0.00,0.00,,"808,390.00","1,302,715.00",1.973072,"25,703.50","15,950.12"
27-6668,DODGE,27,TIF TCK LEASING LLC(Budweiser),3/8/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: TCK Leasing, LLC (Bruce Nelson - Eagle Distributing Budweiser Company)
Lot 1 and the 200 feet of Lot 2, Nelson Business Park Subdivision
Description: TIF funds used for installation of public infrastructure, including streets, sanitary and storm sewer, potable water and electrical power and street lights for the expansion of a beer distribution facility.",2006,0.00,0.00,0.00,0.00,"241,500.00","495,000.00",0.00,0.00,,"241,500.00","495,000.00",1.906009,"9,434.74","4,603.01"
27-6668,DODGE,27,TIF TCK LEASING LLC(Budweiser),3/8/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: TCK Leasing, LLC (Bruce Nelson - Eagle Distributing Budweiser Company)
Lot 1 and the 200 feet of Lot 2, Nelson Business Park Subdivision
Description: TIF funds used for installation of public infrastructure, including streets, sanitary and storm sewer, potable water and electrical power and street lights for the expansion of a beer distribution facility.",2007,0.00,0.00,0.00,0.00,"241,500.00","3,180,405.00",0.00,0.00,,"241,500.00","3,180,405.00",1.917948,"60,998.52","4,631.84"
27-6668,DODGE,27,TIF TCK LEASING LLC(Budweiser),3/8/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: TCK Leasing, LLC (Bruce Nelson - Eagle Distributing Budweiser Company)
Lot 1 and the 200 feet of Lot 2, Nelson Business Park Subdivision
Description: TIF funds used for installation of public infrastructure, including streets, sanitary and storm sewer, potable water and electrical power and street lights for the expansion of a beer distribution facility.",2008,0.00,0.00,0.00,0.00,"241,500.00","3,180,405.00",0.00,0.00,,"241,500.00","3,180,405.00",1.917625,"60,988.24","4,631.06"
27-6668,DODGE,27,TIF TCK LEASING LLC(Budweiser),3/8/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: TCK Leasing, LLC (Bruce Nelson - Eagle Distributing Budweiser Company)
Lot 1 and the 200 feet of Lot 2, Nelson Business Park Subdivision
Description: TIF funds used for installation of public infrastructure, including streets, sanitary and storm sewer, potable water and electrical power and street lights for the expansion of a beer distribution facility.",2009,0.00,0.00,0.00,0.00,"241,500.00","3,180,405.00",0.00,0.00,,"241,500.00","3,180,405.00",1.920997,"61,095.48","4,639.21"
27-6668,DODGE,27,TIF TCK LEASING LLC(Budweiser),3/8/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: TCK Leasing, LLC (Bruce Nelson - Eagle Distributing Budweiser Company)
Lot 1 and the 200 feet of Lot 2, Nelson Business Park Subdivision
Description: TIF funds used for installation of public infrastructure, including streets, sanitary and storm sewer, potable water and electrical power and street lights for the expansion of a beer distribution facility.",2010,0.00,0.00,0.00,0.00,"241,500.00","3,180,405.00",0.00,0.00,,"241,500.00","3,180,405.00",2.000178,"63,613.76","4,830.43"
27-6668,DODGE,27,TIF TCK LEASING LLC(Budweiser),3/8/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: TCK Leasing, LLC (Bruce Nelson - Eagle Distributing Budweiser Company)
Lot 1 and the 200 feet of Lot 2, Nelson Business Park Subdivision
Description: TIF funds used for installation of public infrastructure, including streets, sanitary and storm sewer, potable water and electrical power and street lights for the expansion of a beer distribution facility.",2011,0.00,0.00,0.00,0.00,"241,500.00","3,180,405.00",0.00,0.00,,"241,500.00","3,180,405.00",1.973428,"62,763.00","4,765.83"
27-6668,DODGE,27,TIF TCK LEASING LLC(Budweiser),3/8/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: TCK Leasing, LLC (Bruce Nelson - Eagle Distributing Budweiser Company)
Lot 1 and the 200 feet of Lot 2, Nelson Business Park Subdivision
Description: TIF funds used for installation of public infrastructure, including streets, sanitary and storm sewer, potable water and electrical power and street lights for the expansion of a beer distribution facility.",2012,0.00,0.00,0.00,0.00,"241,500.00","3,180,405.00",0.00,0.00,,"241,500.00","3,180,405.00",1.966422,"62,540.18","4,748.91"
27-6668,DODGE,27,TIF TCK LEASING LLC(Budweiser),3/8/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: TCK Leasing, LLC (Bruce Nelson - Eagle Distributing Budweiser Company)
Lot 1 and the 200 feet of Lot 2, Nelson Business Park Subdivision
Description: TIF funds used for installation of public infrastructure, including streets, sanitary and storm sewer, potable water and electrical power and street lights for the expansion of a beer distribution facility.",2013,0.00,0.00,0.00,0.00,"241,500.00","3,180,405.00",0.00,0.00,,"241,500.00","3,180,405.00",2.033402,"64,670.42","4,910.67"
27-6668,DODGE,27,TIF TCK LEASING LLC(Budweiser),3/8/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: TCK Leasing, LLC (Bruce Nelson - Eagle Distributing Budweiser Company)
Lot 1 and the 200 feet of Lot 2, Nelson Business Park Subdivision
Description: TIF funds used for installation of public infrastructure, including streets, sanitary and storm sewer, potable water and electrical power and street lights for the expansion of a beer distribution facility.",2014,0.00,0.00,0.00,0.00,"241,500.00","3,180,405.00",0.00,0.00,,"241,500.00","3,180,405.00",1.973072,"62,751.68","4,764.97"
27-6669,DODGE,27,TIF JAKK INVESTMENTS LLC,3/8/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: JAKK Investments, LLC (Freemont Contract Carriers)
The East 631 feet of Lot 3, Nelsen Business Park Subdivision
Description: TIF funds used for the installation of public infrastructure, including streets, sanitary and storm sewer, potable water and electrical power and street lights for the expansion of a trucking facility.",2006,0.00,0.00,0.00,0.00,"670,650.00","4,440,395.00",0.00,0.00,,"670,650.00","4,440,395.00",1.906009,"84,634.32","12,782.65"
27-6669,DODGE,27,TIF JAKK INVESTMENTS LLC,3/8/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: JAKK Investments, LLC (Freemont Contract Carriers)
The East 631 feet of Lot 3, Nelsen Business Park Subdivision
Description: TIF funds used for the installation of public infrastructure, including streets, sanitary and storm sewer, potable water and electrical power and street lights for the expansion of a trucking facility.",2007,0.00,0.00,0.00,0.00,"670,650.00","4,440,395.00",0.00,0.00,,"670,650.00","4,440,395.00",1.917948,"85,164.46","12,862.72"
27-6669,DODGE,27,TIF JAKK INVESTMENTS LLC,3/8/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: JAKK Investments, LLC (Freemont Contract Carriers)
The East 631 feet of Lot 3, Nelsen Business Park Subdivision
Description: TIF funds used for the installation of public infrastructure, including streets, sanitary and storm sewer, potable water and electrical power and street lights for the expansion of a trucking facility.",2008,0.00,0.00,0.00,0.00,"670,650.00","4,424,775.00",0.00,0.00,,"670,650.00","4,424,775.00",1.917625,"84,850.60","12,860.55"
27-6669,DODGE,27,TIF JAKK INVESTMENTS LLC,3/8/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: JAKK Investments, LLC (Freemont Contract Carriers)
The East 631 feet of Lot 3, Nelsen Business Park Subdivision
Description: TIF funds used for the installation of public infrastructure, including streets, sanitary and storm sewer, potable water and electrical power and street lights for the expansion of a trucking facility.",2009,0.00,0.00,0.00,0.00,"670,650.00","4,424,775.00",0.00,0.00,,"670,650.00","4,424,775.00",1.920997,"84,999.80","12,883.17"
27-6669,DODGE,27,TIF JAKK INVESTMENTS LLC,3/8/2005,FREMONT,FREMONT 1,27-0001,,3,"Name of Project: JAKK Investments, LLC (Freemont Contract Carriers)
The East 631 feet of Lot 3, Nelsen Business Park Subdivision
Description: TIF funds used for the installation of public infrastructure, including streets, sanitary and storm sewer, potable water and electrical power and street lights for the expansion of a trucking facility.",2010,0.00,0.00,0.00,0.00,"670,650.00","4,424,775.00",0.00,0.00,,"670,650.00","4,424,775.00",2.000178,"88,503.38","13,414.19"
