"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export from 2010 Tax Increment Financing Report ,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
10-9101,BUFFALO,10,TIF TRUE VALUE HARDWR L.WILKE,1/6/2003,RAVENNA,RAVENNA 69,10-0069,,3,"Name of Project: True Value (Lloyd A. & Sherryl J. Wilke)
Lots 8-12, Block 28, Original Town of Ravenna.
Description: TIF funds used for decorative landscaping, site development, land acqusition, parking area and other improvements as needed for the construction of a 10,800 sq. ft. building to house retail selling area, offices, work and storage area.",2010,0,0,"124,285","123,005",0,0,0,0,,"124,285","123,005",2.128555,"2,618.22","2,645.47"
10-9102,BUFFALO,10,TIF NORDIC BIOFUELS RAVENNA,10/12/2005,REVENNA,REVENNA 69,10-0069,,3,"Name of Project: Nordic Biofuels of Ravenna, LLC a/b/a Abengoa Bioenergy of Ravenna W1/2 of South of Burlington R/R/Row 201 acres Description: Site development, environmentals, infrastructure costs and ancilliary facilties sufficient to produce approximately 80 million gallons of anhydrous ethanol",2007,0,0,"215,000","20,468,985",0,0,0,0,,"215,000","20,468,985",2.236266,"457,740.96","4,807.97"
10-9102,BUFFALO,10,TIF NORDIC BIOFUELS RAVENNA,10/12/2005,REVENNA,REVENNA 69,10-0069,,3,"Name of Project: Nordic Biofuels of Ravenna, LLC a/b/a Abengoa Bioenergy of Ravenna W1/2 of South of Burlington R/R/Row 201 acres Description: Site development, environmentals, infrastructure costs and ancilliary facilties sufficient to produce approximately 80 million gallons of anhydrous ethanol",2008,0,0,"215,000","32,252,145",0,0,0,0,,"215,000","32,252,145",2.24506,"724,080.00","4,826.88"
10-9102,BUFFALO,10,TIF NORDIC BIOFUELS RAVENNA,10/12/2005,REVENNA,REVENNA 69,10-0069,,3,"Name of Project: Nordic Biofuels of Ravenna, LLC a/b/a Abengoa Bioenergy of Ravenna W1/2 of South of Burlington R/R/Row 201 acres Description: Site development, environmentals, infrastructure costs and ancilliary facilties sufficient to produce approximately 80 million gallons of anhydrous ethanol",2009,0,0,"215,000","34,750,710",0,0,0,0,,"215,000","34,750,710",2.162639,"751,532.40","4,649.67"
10-9102,BUFFALO,10,TIF NORDIC BIOFUELS RAVENNA,10/12/2005,REVENNA,REVENNA 69,10-0069,,3,"Name of Project: Nordic Biofuels of Ravenna, LLC a/b/a Abengoa Bioenergy of Ravenna W1/2 of South of Burlington R/R/Row 201 acres Description: Site development, environmentals, infrastructure costs and ancilliary facilties sufficient to produce approximately 80 million gallons of anhydrous ethanol",2010,0,0,"215,000","33,578,095",0,0,0,0,,"215,000","33,578,095",2.128555,"714,728.22","4,576.39"
12-5000,BUTLER,12,"TIF INTERIM HOLDINGS, LLC",2/10/1999,DAVID CITY,DAVID CITY 56,12-0056,,3,"Name of Project: David City Apartment Partners', LLC (Interim Holdings, LLC, Partner)
3.5 acres, more or less, located on the NW1/4 of Section 29, Township 15 North, Range 3 East of the Sixth PM. Parcel  being located along 11th Street in David City.
Description: TIF funds used to extend utilities and infrastructure from existing locations within the city to the project area, including gas, electricity, street paving, with related infrastructure and other public improvements. Developer has proposed the construction of 4, four-unit apartment complexes in the project area. Project will provide additional multi-family housing consistent with the general plan for the development of the city of David City and alleviate substandard and blighted conditions in the redevelopment area and the community as a whole.",2000,0,0,"1,800","694,025",0,0,0,0,,"1,800","694,025",1.91479,"13,289.12",34.47
12-5000,BUTLER,12,"TIF INTERIM HOLDINGS, LLC",2/10/1999,DAVID CITY,DAVID CITY 56,12-0056,,3,"Name of Project: David City Apartment Partners', LLC (Interim Holdings, LLC, Partner)
3.5 acres, more or less, located on the NW1/4 of Section 29, Township 15 North, Range 3 East of the Sixth PM. Parcel  being located along 11th Street in David City.
Description: TIF funds used to extend utilities and infrastructure from existing locations within the city to the project area, including gas, electricity, street paving, with related infrastructure and other public improvements. Developer has proposed the construction of 4, four-unit apartment complexes in the project area. Project will provide additional multi-family housing consistent with the general plan for the development of the city of David City and alleviate substandard and blighted conditions in the redevelopment area and the community as a whole.",2001,0,0,"1,800","694,025",0,0,0,0,,"1,800","694,025",2.013724,"13,975.75",36.25
12-5000,BUTLER,12,"TIF INTERIM HOLDINGS, LLC",2/10/1999,DAVID CITY,DAVID CITY 56,12-0056,,3,"Name of Project: David City Apartment Partners', LLC (Interim Holdings, LLC, Partner)
3.5 acres, more or less, located on the NW1/4 of Section 29, Township 15 North, Range 3 East of the Sixth PM. Parcel  being located along 11th Street in David City.
Description: TIF funds used to extend utilities and infrastructure from existing locations within the city to the project area, including gas, electricity, street paving, with related infrastructure and other public improvements. Developer has proposed the construction of 4, four-unit apartment complexes in the project area. Project will provide additional multi-family housing consistent with the general plan for the development of the city of David City and alleviate substandard and blighted conditions in the redevelopment area and the community as a whole.",2002,0,0,"1,800","694,025",0,0,0,0,,"1,800","694,025",1.998734,"13,871.71",35.98
12-5000,BUTLER,12,"TIF INTERIM HOLDINGS, LLC",2/10/1999,DAVID CITY,DAVID CITY 56,12-0056,,3,"Name of Project: David City Apartment Partners', LLC (Interim Holdings, LLC, Partner)
3.5 acres, more or less, located on the NW1/4 of Section 29, Township 15 North, Range 3 East of the Sixth PM. Parcel  being located along 11th Street in David City.
Description: TIF funds used to extend utilities and infrastructure from existing locations within the city to the project area, including gas, electricity, street paving, with related infrastructure and other public improvements. Developer has proposed the construction of 4, four-unit apartment complexes in the project area. Project will provide additional multi-family housing consistent with the general plan for the development of the city of David City and alleviate substandard and blighted conditions in the redevelopment area and the community as a whole.",2003,0,0,"1,800","694,025",0,0,0,0,,"1,800","694,025",1.994531,"13,842.54",35.90
12-5000,BUTLER,12,"TIF INTERIM HOLDINGS, LLC",2/10/1999,DAVID CITY,DAVID CITY 56,12-0056,,3,"Name of Project: David City Apartment Partners', LLC (Interim Holdings, LLC, Partner)
3.5 acres, more or less, located on the NW1/4 of Section 29, Township 15 North, Range 3 East of the Sixth PM. Parcel  being located along 11th Street in David City.
Description: TIF funds used to extend utilities and infrastructure from existing locations within the city to the project area, including gas, electricity, street paving, with related infrastructure and other public improvements. Developer has proposed the construction of 4, four-unit apartment complexes in the project area. Project will provide additional multi-family housing consistent with the general plan for the development of the city of David City and alleviate substandard and blighted conditions in the redevelopment area and the community as a whole.",2004,0,0,"1,800","694,025",0,0,0,0,,"1,800","694,025",1.948159,"13,520.71",35.07
12-5000,BUTLER,12,"TIF INTERIM HOLDINGS, LLC",2/10/1999,DAVID CITY,DAVID CITY 56,12-0056,,3,"Name of Project: David City Apartment Partners', LLC (Interim Holdings, LLC, Partner)
3.5 acres, more or less, located on the NW1/4 of Section 29, Township 15 North, Range 3 East of the Sixth PM. Parcel  being located along 11th Street in David City.
Description: TIF funds used to extend utilities and infrastructure from existing locations within the city to the project area, including gas, electricity, street paving, with related infrastructure and other public improvements. Developer has proposed the construction of 4, four-unit apartment complexes in the project area. Project will provide additional multi-family housing consistent with the general plan for the development of the city of David City and alleviate substandard and blighted conditions in the redevelopment area and the community as a whole.",2005,0,0,"1,800","694,025",0,0,0,0,,"1,800","694,025",2.104081,"14,602.84",37.87
12-5000,BUTLER,12,"TIF INTERIM HOLDINGS, LLC",2/10/1999,DAVID CITY,DAVID CITY 56,12-0056,,3,"Name of Project: David City Apartment Partners', LLC (Interim Holdings, LLC, Partner)
3.5 acres, more or less, located on the NW1/4 of Section 29, Township 15 North, Range 3 East of the Sixth PM. Parcel  being located along 11th Street in David City.
Description: TIF funds used to extend utilities and infrastructure from existing locations within the city to the project area, including gas, electricity, street paving, with related infrastructure and other public improvements. Developer has proposed the construction of 4, four-unit apartment complexes in the project area. Project will provide additional multi-family housing consistent with the general plan for the development of the city of David City and alleviate substandard and blighted conditions in the redevelopment area and the community as a whole.",2006,0,0,"1,800","697,025",0,0,0,0,,"1,800","697,025",2.115889,"14,748.28",38.09
12-5000,BUTLER,12,"TIF INTERIM HOLDINGS, LLC",2/10/1999,DAVID CITY,DAVID CITY 56,12-0056,,3,"Name of Project: David City Apartment Partners', LLC (Interim Holdings, LLC, Partner)
3.5 acres, more or less, located on the NW1/4 of Section 29, Township 15 North, Range 3 East of the Sixth PM. Parcel  being located along 11th Street in David City.
Description: TIF funds used to extend utilities and infrastructure from existing locations within the city to the project area, including gas, electricity, street paving, with related infrastructure and other public improvements. Developer has proposed the construction of 4, four-unit apartment complexes in the project area. Project will provide additional multi-family housing consistent with the general plan for the development of the city of David City and alleviate substandard and blighted conditions in the redevelopment area and the community as a whole.",2007,0,0,"1,800","582,500",0,0,0,0,,"1,800","582,500",2.090619,"12,177.86",37.63
12-5000,BUTLER,12,"TIF INTERIM HOLDINGS, LLC",2/10/1999,DAVID CITY,DAVID CITY 56,12-0056,,3,"Name of Project: David City Apartment Partners', LLC (Interim Holdings, LLC, Partner)
3.5 acres, more or less, located on the NW1/4 of Section 29, Township 15 North, Range 3 East of the Sixth PM. Parcel  being located along 11th Street in David City.
Description: TIF funds used to extend utilities and infrastructure from existing locations within the city to the project area, including gas, electricity, street paving, with related infrastructure and other public improvements. Developer has proposed the construction of 4, four-unit apartment complexes in the project area. Project will provide additional multi-family housing consistent with the general plan for the development of the city of David City and alleviate substandard and blighted conditions in the redevelopment area and the community as a whole.",2008,0,0,"1,800","605,915",0,0,0,0,,"1,800","605,915",2.02084,"12,244.58",36.38
12-5000,BUTLER,12,"TIF INTERIM HOLDINGS, LLC",2/10/1999,DAVID CITY,DAVID CITY 56,12-0056,,3,"Name of Project: David City Apartment Partners', LLC (Interim Holdings, LLC, Partner)
3.5 acres, more or less, located on the NW1/4 of Section 29, Township 15 North, Range 3 East of the Sixth PM. Parcel  being located along 11th Street in David City.
Description: TIF funds used to extend utilities and infrastructure from existing locations within the city to the project area, including gas, electricity, street paving, with related infrastructure and other public improvements. Developer has proposed the construction of 4, four-unit apartment complexes in the project area. Project will provide additional multi-family housing consistent with the general plan for the development of the city of David City and alleviate substandard and blighted conditions in the redevelopment area and the community as a whole.",2009,0,0,"1,800","581,220",0,0,0,0,,"1,800","581,220",1.949138,"11,328.78",35.08
12-5000,BUTLER,12,"TIF INTERIM HOLDINGS, LLC",2/10/1999,DAVID CITY,DAVID CITY 56,12-0056,,3,"Name of Project: David City Apartment Partners', LLC (Interim Holdings, LLC, Partner)
3.5 acres, more or less, located on the NW1/4 of Section 29, Township 15 North, Range 3 East of the Sixth PM. Parcel  being located along 11th Street in David City.
Description: TIF funds used to extend utilities and infrastructure from existing locations within the city to the project area, including gas, electricity, street paving, with related infrastructure and other public improvements. Developer has proposed the construction of 4, four-unit apartment complexes in the project area. Project will provide additional multi-family housing consistent with the general plan for the development of the city of David City and alleviate substandard and blighted conditions in the redevelopment area and the community as a whole.",2010,0,0,"1,800","570,155",0,0,0,0,,"1,800","570,155",2.067884,"11,790.14",37.22
12-5001,BUTLER,12,TIF EATING ESTAB. LLC,9/12/2007,DAVID CITY,DAVID CITY 56,12-0056,,3,"Name of Project: The Eating Establishment, LLC
Lots 5 & 6, Block 33, Original Town of David City
Description: TIF funds used for the rehabilitation of commercial building for restaurant.",2008,0,0,"38,760","141,735",0,0,0,0,,"38,760","141,735",2.02084,"2,864.24",783.28
12-5001,BUTLER,12,TIF EATING ESTAB. LLC,9/12/2007,DAVID CITY,DAVID CITY 56,12-0056,,3,"Name of Project: The Eating Establishment, LLC
Lots 5 & 6, Block 33, Original Town of David City
Description: TIF funds used for the rehabilitation of commercial building for restaurant.",2009,0,0,"38,760","141,735",0,0,0,0,,"38,760","141,735",1.949138,"2,762.62",755.49
12-5001,BUTLER,12,TIF EATING ESTAB. LLC,9/12/2007,DAVID CITY,DAVID CITY 56,12-0056,,3,"Name of Project: The Eating Establishment, LLC
Lots 5 & 6, Block 33, Original Town of David City
Description: TIF funds used for the rehabilitation of commercial building for restaurant.",2010,0,0,"38,760","141,735",0,0,0,0,,"38,760","141,735",2.067884,"2,930.92",801.51
12-5002,BUTLER,12,TIF NORTHWEST DRAINAGE PROJ,11/12/2008,DAVID CITY,DAVID CITY 56,12-0056,,3,"Name of Project: Northwest Drainage Project
A tract of land located in the E1/2 of the SW1/4 of Section 18T15N R3E.
Description: TIF funds used to install storm sewer for area wide benefit.",2009,0,0,"1,077,005","407,095","3,543,500","322,020",0,0,,"4,620,505","729,115",1.949138,"14,211.48","90,060.02"
12-5002,BUTLER,12,TIF NORTHWEST DRAINAGE PROJ,11/12/2008,DAVID CITY,DAVID CITY 56,12-0056,,3,"Name of Project: Northwest Drainage Project
A tract of land located in the E1/2 of the SW1/4 of Section 18T15N R3E.
Description: TIF funds used to install storm sewer for area wide benefit.",2010,0,0,"1,077,005","875,685","3,543,500","322,020",0,0,,"4,620,505","1,197,705",2.067884,"24,767.14","95,546.68"
13-2010,CASS,13,TIF LOUISVILLE,8/21/1997,LOUISVILLE,LOUISVILLE 32,13-0032,,4,"Name of Project: LLC of Louisville
Lots 248-253, Village of Louisville
Description: 2 blocks of public improvements (sewer and water lines, storrm sewer, sidewalks, curb and gutter, asphalt overlay, street lighting and greenery)
Note: Base changed for 2004 only due to TERC order",1998,0,0,"45,400","94,334",0,0,0,0,,"45,400","94,334",2.394976,"2,259.28","1,087.32"
13-2010,CASS,13,TIF LOUISVILLE,8/21/1997,LOUISVILLE,LOUISVILLE 32,13-0032,,4,"Name of Project: LLC of Louisville
Lots 248-253, Village of Louisville
Description: 2 blocks of public improvements (sewer and water lines, storrm sewer, sidewalks, curb and gutter, asphalt overlay, street lighting and greenery)
Note: Base changed for 2004 only due to TERC order",1999,0,0,"45,400","831,381",0,0,0,0,,"45,400","831,381",2.431291,"20,213.29","1,103.81"
13-2010,CASS,13,TIF LOUISVILLE,8/21/1997,LOUISVILLE,LOUISVILLE 32,13-0032,,4,"Name of Project: LLC of Louisville
Lots 248-253, Village of Louisville
Description: 2 blocks of public improvements (sewer and water lines, storrm sewer, sidewalks, curb and gutter, asphalt overlay, street lighting and greenery)
Note: Base changed for 2004 only due to TERC order",2000,0,0,"45,400","831,381",0,0,0,0,,"45,400","831,381",2.436951,"20,260.35","1,106.38"
13-2010,CASS,13,TIF LOUISVILLE,8/21/1997,LOUISVILLE,LOUISVILLE 32,13-0032,,4,"Name of Project: LLC of Louisville
Lots 248-253, Village of Louisville
Description: 2 blocks of public improvements (sewer and water lines, storrm sewer, sidewalks, curb and gutter, asphalt overlay, street lighting and greenery)
Note: Base changed for 2004 only due to TERC order",2001,0,0,"45,400","831,381",0,0,0,0,,"45,400","831,381",2.650144,"22,032.79","1,203.17"
13-2010,CASS,13,TIF LOUISVILLE,8/21/1997,LOUISVILLE,LOUISVILLE 32,13-0032,,4,"Name of Project: LLC of Louisville
Lots 248-253, Village of Louisville
Description: 2 blocks of public improvements (sewer and water lines, storrm sewer, sidewalks, curb and gutter, asphalt overlay, street lighting and greenery)
Note: Base changed for 2004 only due to TERC order",2002,0,0,"45,400","951,062",0,0,0,0,,"45,400","951,062",2.593623,"24,666.96","1,177.50"
13-2010,CASS,13,TIF LOUISVILLE,8/21/1997,LOUISVILLE,LOUISVILLE 32,13-0032,,4,"Name of Project: LLC of Louisville
Lots 248-253, Village of Louisville
Description: 2 blocks of public improvements (sewer and water lines, storrm sewer, sidewalks, curb and gutter, asphalt overlay, street lighting and greenery)
Note: Base changed for 2004 only due to TERC order",2003,0,0,"45,400","951,062",0,0,0,0,,"45,400","951,062",2.597656,"24,705.32","1,179.34"
13-2010,CASS,13,TIF LOUISVILLE,8/21/1997,LOUISVILLE,LOUISVILLE 32,13-0032,,4,"Name of Project: LLC of Louisville
Lots 248-253, Village of Louisville
Description: 2 blocks of public improvements (sewer and water lines, storrm sewer, sidewalks, curb and gutter, asphalt overlay, street lighting and greenery)
Note: Base changed for 2004 only due to TERC order",2004,0,0,"51,974","951,062",0,0,0,0,,"51,974","951,062",2.366396,"22,505.89","1,229.91"
13-2010,CASS,13,TIF LOUISVILLE,8/21/1997,LOUISVILLE,LOUISVILLE 32,13-0032,,4,"Name of Project: LLC of Louisville
Lots 248-253, Village of Louisville
Description: 2 blocks of public improvements (sewer and water lines, storrm sewer, sidewalks, curb and gutter, asphalt overlay, street lighting and greenery)
Note: Base changed for 2004 only due to TERC order",2005,0,0,"51,974","951,062",0,0,0,0,,"51,974","951,062",2.314175,"22,009.24","1,202.77"
13-2010,CASS,13,TIF LOUISVILLE,8/21/1997,LOUISVILLE,LOUISVILLE 32,13-0032,,4,"Name of Project: LLC of Louisville
Lots 248-253, Village of Louisville
Description: 2 blocks of public improvements (sewer and water lines, storrm sewer, sidewalks, curb and gutter, asphalt overlay, street lighting and greenery)
Note: Base changed for 2004 only due to TERC order",2006,0,0,"45,400","859,600",0,0,0,0,,"45,400","859,600",2.350775,"20,207.26","1,067.25"
13-2010,CASS,13,TIF LOUISVILLE,8/21/1997,LOUISVILLE,LOUISVILLE 32,13-0032,,4,"Name of Project: LLC of Louisville
Lots 248-253, Village of Louisville
Description: 2 blocks of public improvements (sewer and water lines, storrm sewer, sidewalks, curb and gutter, asphalt overlay, street lighting and greenery)
Note: Base changed for 2004 only due to TERC order",2007,0,0,"45,400","791,368",0,0,0,0,,"45,400","791,368",2.474539,"19,582.70","1,123.44"
13-2010,CASS,13,TIF LOUISVILLE,8/21/1997,LOUISVILLE,LOUISVILLE 32,13-0032,,4,"Name of Project: LLC of Louisville
Lots 248-253, Village of Louisville
Description: 2 blocks of public improvements (sewer and water lines, storrm sewer, sidewalks, curb and gutter, asphalt overlay, street lighting and greenery)
Note: Base changed for 2004 only due to TERC order",2008,0,0,"45,400","1,027,310",0,0,0,0,,"45,400","1,027,310",2.492719,"25,607.96","1,131.69"
13-2010,CASS,13,TIF LOUISVILLE,8/21/1997,LOUISVILLE,LOUISVILLE 32,13-0032,,4,"Name of Project: LLC of Louisville
Lots 248-253, Village of Louisville
Description: 2 blocks of public improvements (sewer and water lines, storrm sewer, sidewalks, curb and gutter, asphalt overlay, street lighting and greenery)
Note: Base changed for 2004 only due to TERC order",2009,0,0,"45,400","1,105,830",0,0,0,0,,"45,400","1,105,830",2.469291,"27,306.16","1,121.06"
13-2010,CASS,13,TIF LOUISVILLE,8/21/1997,LOUISVILLE,LOUISVILLE 32,13-0032,,4,"Name of Project: LLC of Louisville
Lots 248-253, Village of Louisville
Description: 2 blocks of public improvements (sewer and water lines, storrm sewer, sidewalks, curb and gutter, asphalt overlay, street lighting and greenery)
Note: Base changed for 2004 only due to TERC order",2010,0,0,"45,400","1,105,830",0,0,0,0,,"45,400","1,105,830",2.457688,"27,177.86","1,115.79"
13-2024,CASS,13,TIF GREENWOOD VILLAGE,1/1/2009,GREENWOOD,ASHLAND 1,78-0001,,3,"Name of Project: Downtown Redevelopment Project
A tract of land in Secions 32-12-9 and 5-11-9 situated withi the corporate limits of the Village known as Area # 1.
Description: TIF funds used for the acquisition and clearing of property located in the redevelopment area; instalation of public infrastructure to prepare sites for redevelopment; additional repairs, improvements, replacements and construction necessary to the foregoing.",2009,"22,845,544","53,487","4,586,552","52,299",0,0,0,0,,"27,432,096","105,786",2.132608,"2,256.02","585,019.07"
13-2024,CASS,13,TIF GREENWOOD VILLAGE,1/1/2009,GREENWOOD,ASHLAND 1,78-0001,,3,"Name of Project: Downtown Redevelopment Project
A tract of land in Secions 32-12-9 and 5-11-9 situated withi the corporate limits of the Village known as Area # 1.
Description: TIF funds used for the acquisition and clearing of property located in the redevelopment area; instalation of public infrastructure to prepare sites for redevelopment; additional repairs, improvements, replacements and construction necessary to the foregoing.",2010,"21,853,896","733,361","4,515,061","240,237",0,0,0,0,,"26,368,957","973,598",2.148592,"20,918.62","566,561.30"
14-8665,CEDAR,14,TIF LAUREL PROJ 1,1/25/2008,LAUREL,LAUREL-CONCORD 54,14-0054,,3,"Name of Project: Community Redevelopment Project #1
Lots 2 & 7 of the replat of the Northwest Industrial Addition and Lots 1 & 2 of Toles Industrial Park.
Description: TIF funds used for acquisition, clearance, and preparation for development of the real property designated by the city as project plan #1.",2008,0,0,"60,580",0,0,0,0,0,,"60,580",0,0,0.00,0.00
14-8665,CEDAR,14,TIF LAUREL PROJ 1,1/25/2008,LAUREL,LAUREL-CONCORD 54,14-0054,,3,"Name of Project: Community Redevelopment Project #1
Lots 2 & 7 of the replat of the Northwest Industrial Addition and Lots 1 & 2 of Toles Industrial Park.
Description: TIF funds used for acquisition, clearance, and preparation for development of the real property designated by the city as project plan #1.",2009,0,0,"60,580",0,0,0,0,0,,"60,580",0,0,0.00,0.00
14-8665,CEDAR,14,TIF LAUREL PROJ 1,1/25/2008,LAUREL,LAUREL-CONCORD 54,14-0054,,3,"Name of Project: Community Redevelopment Project #1
Lots 2 & 7 of the replat of the Northwest Industrial Addition and Lots 1 & 2 of Toles Industrial Park.
Description: TIF funds used for acquisition, clearance, and preparation for development of the real property designated by the city as project plan #1.",2010,0,0,0,0,0,0,0,0,,0,0,0,0.00,0.00
16-8621,CHERRY,16,TIF DANIELSKI WESTERN OIL,7/15/2008,VALENTINE,VALENTINE HIGH 6,16-0006,,3,"Name of Project: Danielski Harvesting & Farming, LLC (includes Western Oil)
Lots 10-13, Westgate Addition, and, Part of NE1/4 Section 1, Range 33N, Range 28
Description: TIF funds used for the construction, equiping, and furnishing of electrical, water, sewer, and telephonic extensions and improvements necessary to service the facilities.",2008,0,0,"225,770",0,0,0,0,0,,"225,770",0,1.87022,0.00,"4,222.40"
16-8621,CHERRY,16,TIF DANIELSKI WESTERN OIL,7/15/2008,VALENTINE,VALENTINE HIGH 6,16-0006,,3,"Name of Project: Danielski Harvesting & Farming, LLC (includes Western Oil)
Lots 10-13, Westgate Addition, and, Part of NE1/4 Section 1, Range 33N, Range 28
Description: TIF funds used for the construction, equiping, and furnishing of electrical, water, sewer, and telephonic extensions and improvements necessary to service the facilities.",2009,0,0,"225,770","749,656",0,0,0,0,,"225,770","749,656",1.880895,"14,100.24","4,246.50"
16-8621,CHERRY,16,TIF DANIELSKI WESTERN OIL,7/15/2008,VALENTINE,VALENTINE HIGH 6,16-0006,,3,"Name of Project: Danielski Harvesting & Farming, LLC (includes Western Oil)
Lots 10-13, Westgate Addition, and, Part of NE1/4 Section 1, Range 33N, Range 28
Description: TIF funds used for the construction, equiping, and furnishing of electrical, water, sewer, and telephonic extensions and improvements necessary to service the facilities.",2010,0,0,"225,770","749,656",0,0,0,0,,"225,770","749,656",1.841306,"13,803.46","4,157.12"
16-8622,CHERRY,16,TIF RANCHLAND FOODS,1/8/2009,VALENTINE,VALENTINE HIGH 6,16-0006,,3,"Name of Project: Scott Millard (Ranchland Foods)
Lots 21-26 and the South 45 feet of Lot 27, Block 3, Kautz Addition
Description: TIF funds used for the acquisition of property, construction and equipping of a public parking lot and certain other improvements to service the needs of a grocery store.",2009,0,0,"35,100",0,0,0,0,0,,"35,100",0,1.880895,0.00,660.19
16-8622,CHERRY,16,TIF RANCHLAND FOODS,1/8/2009,VALENTINE,VALENTINE HIGH 6,16-0006,,3,"Name of Project: Scott Millard (Ranchland Foods)
Lots 21-26 and the South 45 feet of Lot 27, Block 3, Kautz Addition
Description: TIF funds used for the acquisition of property, construction and equipping of a public parking lot and certain other improvements to service the needs of a grocery store.",2010,0,0,"78,549","1,033,571",0,0,0,0,,"78,549","1,033,571",1.841306,"19,031.20","1,446.33"
17-4020,CHEYENNE,17,TIF RETRO DEVELOPMENT,9/26/1995,SIDNEY,SIDNEY 1,17-0001,,3,"Name of Project: Sydney Apts I & II, Limited Partnership
Lot 1, Block 15, Parkland addition to City of Sidney.
Description: Phase I is a multi-family housing project comprised of 9 apartment buildings containing18 living units. Phase II is also a multi-family housing comprised of 18 buildings containing 36 apartments.",1996,0,0,0,0,0,0,0,0,,"69,109",0,2.604367,0.00,"1,799.85"
17-4020,CHEYENNE,17,TIF RETRO DEVELOPMENT,9/26/1995,SIDNEY,SIDNEY 1,17-0001,,3,"Name of Project: Sydney Apts I & II, Limited Partnership
Lot 1, Block 15, Parkland addition to City of Sidney.
Description: Phase I is a multi-family housing project comprised of 9 apartment buildings containing18 living units. Phase II is also a multi-family housing comprised of 18 buildings containing 36 apartments.",1997,0,0,0,0,0,0,0,0,,"69,109","727,902",2.482554,"18,070.56","1,715.67"
17-4020,CHEYENNE,17,TIF RETRO DEVELOPMENT,9/26/1995,SIDNEY,SIDNEY 1,17-0001,,3,"Name of Project: Sydney Apts I & II, Limited Partnership
Lot 1, Block 15, Parkland addition to City of Sidney.
Description: Phase I is a multi-family housing project comprised of 9 apartment buildings containing18 living units. Phase II is also a multi-family housing comprised of 18 buildings containing 36 apartments.",1998,0,0,"69,109","1,370,215",0,0,0,0,,"69,109","1,370,215",2.09397,"28,691.90","1,447.12"
17-4020,CHEYENNE,17,TIF RETRO DEVELOPMENT,9/26/1995,SIDNEY,SIDNEY 1,17-0001,,3,"Name of Project: Sydney Apts I & II, Limited Partnership
Lot 1, Block 15, Parkland addition to City of Sidney.
Description: Phase I is a multi-family housing project comprised of 9 apartment buildings containing18 living units. Phase II is also a multi-family housing comprised of 18 buildings containing 36 apartments.",1999,0,0,"69,109","2,788,941",0,0,0,0,,"69,109","2,788,941",2.06878,"57,697.05","1,429.71"
17-4020,CHEYENNE,17,TIF RETRO DEVELOPMENT,9/26/1995,SIDNEY,SIDNEY 1,17-0001,,3,"Name of Project: Sydney Apts I & II, Limited Partnership
Lot 1, Block 15, Parkland addition to City of Sidney.
Description: Phase I is a multi-family housing project comprised of 9 apartment buildings containing18 living units. Phase II is also a multi-family housing comprised of 18 buildings containing 36 apartments.",2000,0,0,"69,109","2,766,856",0,0,0,0,,"69,109","2,766,856",1.982748,"54,859.78","1,370.26"
17-4020,CHEYENNE,17,TIF RETRO DEVELOPMENT,9/26/1995,SIDNEY,SIDNEY 1,17-0001,,3,"Name of Project: Sydney Apts I & II, Limited Partnership
Lot 1, Block 15, Parkland addition to City of Sidney.
Description: Phase I is a multi-family housing project comprised of 9 apartment buildings containing18 living units. Phase II is also a multi-family housing comprised of 18 buildings containing 36 apartments.",2001,0,0,"69,109","3,523,092",0,0,0,0,,"69,109","3,523,092",1.926238,"67,863.14","1,331.20"
17-4020,CHEYENNE,17,TIF RETRO DEVELOPMENT,9/26/1995,SIDNEY,SIDNEY 1,17-0001,,3,"Name of Project: Sydney Apts I & II, Limited Partnership
Lot 1, Block 15, Parkland addition to City of Sidney.
Description: Phase I is a multi-family housing project comprised of 9 apartment buildings containing18 living units. Phase II is also a multi-family housing comprised of 18 buildings containing 36 apartments.",2002,0,0,"69,109","3,523,092",0,0,0,0,,"69,109","3,523,092",2.01662,"71,047.38","1,393.67"
17-4020,CHEYENNE,17,TIF RETRO DEVELOPMENT,9/26/1995,SIDNEY,SIDNEY 1,17-0001,,3,"Name of Project: Sydney Apts I & II, Limited Partnership
Lot 1, Block 15, Parkland addition to City of Sidney.
Description: Phase I is a multi-family housing project comprised of 9 apartment buildings containing18 living units. Phase II is also a multi-family housing comprised of 18 buildings containing 36 apartments.",2003,0,0,"69,109","3,592,111",0,0,0,0,,"69,109","3,592,111",2.086306,"74,942.43","1,441.83"
17-4040,CHEYENNE,17,TIF WILKINSON DEVELOPMENT,3/30/1999,SIDNEY,SIDNEY 1,17-0001,,3,"Name of Project: Wilkinson Development
Lot 4B, Block 1, Arby's Addition
Description: TIF funds used for excavation work and relocation of utility lines in order to construct retail shopping facilities.",2003,0,0,"195,111","2,276,710",0,0,0,0,,"195,111","2,276,710",2.086306,"47,499.14","4,070.61"
